kfr_black_female_p75
""
0.44921637
0.4283154
""
0.57386994
0.30200526
0.41137597
0.31517047
0.46097761
0.49732107
0.50426811
0.44464922
0.46446323
""
0.44151866
""
0.55272865
0.41970396
0.48207891
0.65301085
0.40679815
0.38806805
0.51171333
0.30359253
""
""
""
""
0.13730992
""
""
0.58361042
""
0.36075106
""
""
""
""
""
""
0.41168025
""
""
0.42406547
0.31293535
0.29370165
0.27332625
0.49579543
0.45545483
0.42399853
0.38743433
0.43145362
""
""
0.63448274
0.28325984
""
""
""
""
""
""
""
""
""
0.27648523
0.40723819
0.31414497
0.37100863
""
0.52878463
0.46256411
0.31661263
0.44596314
""
0.49943802
""
0.38254017
0.3241362
0.43148115
0.44716063
0.34644917
0.50608414
0.38379592
0.44004154
0.53304589
0.35899401
0.42490104
0.36392865
""
0.65064311
0.4468205
0.41834307
0.5264675
0.43178773
""
""
0.37766725
0.49529251
""
0.40835455
""
0.57013249
""
""
""
0.42638627
0.54122102
0.40255079
0.39592111
0.46799484
0.36736768
0.33106351
0.40990251
0.26881993
""
""
""
0.61137336
""
""
0.45549247
0.34411988
""
""
""
0.47922811
0.48539031
""
""
0.42634466
0.42591834
0.48091105
0.36776185
0.5722909
""
0.38786954
-0.042421363
0.45906866
0.5305416
0.39443922
0.6243726
0.3931551
0.61602741
""
""
0.38122252
""
0.52884901
""
""
""
""
""
""
0.46532577
""
""
""
0.45185116
0.32998008
0.35910866
0.62533915
0.49276465
0.3525534
0.46075845
0.59489936
0.46291056
""
""
0.49802798
0.40509221
0.47042444
0.51019508
0.47561744
""
""
""
0.37579459
0.37348962
0.33227021
0.44473019
0.59420532
0.48457843
0.50872612
""
0.65346825
""
0.4458212
0.12304585
0.31222516
0.31916246
0.14237761
""
""
""
""
0.46571401
""
""
0.74236387
0.65102172
0.2838051
0.48923913
0.33235055
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.47836813
""
""
0.44657066
0.36992821
""
0.46860868
""
0.83584762
0.34413692
0.32966158
0.43778229
0.42343298
