kir_26_asian_pooled_n
210.0
94.0
""
575.0
345.0
30.0
1324.0
27.0
""
450.0
310.0
2555.0
""
319.0
599.0
20.0
""
200.0
""
31.0
284.0
702.0
183.0
83.0
2129.0
21.0
154.0
487.0
3098.0
42.0
46.0
151.0
1731.0
963.0
49.0
758.0
27.0
68.0
""
""
344.0
27.0
""
""
""
44.0
2928.0
347.0
892.0
145.0
258.0
606.0
101.0
""
""
314.0
34.0
""
""
59.0
40.0
495.0
""
30.0
30.0
46.0
""
23.0
""
20.0
49.0
36.0
65.0
70.0
26.0
""
43.0
35.0
""
1170.0
45.0
132.0
31.0
60.0
1619.0
71.0
53.0
258.0
540.0
98.0
77.0
24.0
41.0
498.0
20.0
""
103.0
259.0
3731.0
633.0
612.0
5133.0
1826.0
503.0
767.0
3904.0
560.0
2416.0
60.0
307.0
398.0
140.0
645.0
""
659.0
602.0
727.0
""
""
28.0
169.0
48.0
52.0
148.0
40.0
425.0
371.0
46.0
53.0
41.0
9150.0
73.0
306.0
61.0
341.0
45.0
288.0
344.0
42.0
129.0
375.0
288.0
""
37.0
80.0
""
207.0
60.0
42.0
53.0
27.0
584.0
118.0
""
1237.0
544.0
""
281.0
""
87.0
""
""
361.0
5342.0
""
21391.0
61.0
51.0
22.0
149.0
7982.0
762.0
73.0
397.0
58.0
28.0
453.0
1535.0
61.0
34.0
32.0
55.0
1079.0
41.0
56.0
1648.0
""
39.0
399.0
""
30.0
221.0
861.0
""
26.0
69.0
165.0
126.0
660.0
57.0
594.0
281.0
77.0
100.0
190.0
467.0
1460.0
137.0
141.0
293.0
140.0
187.0
27.0
24.0
566.0
324.0
232.0
2893.0
76.0
73.0
44.0
79.0
54.0
70.0
2171.0
210.0
226.0
165.0
1757.0
356.0
382.0
383.0
""
152.0
""
63.0
""
215.0
""
40.0
121.0
133.0
90.0
327.0
77.0
79.0
256.0
1228.0
88.0
386.0
2744.0
346.0
105.0
21.0
171.0
80.0
56.0
1288.0
82.0
667.0
104.0
982.0
1248.0
1240.0
1354.0
55869.0
2779.0
28373.0
13828.0
1033.0
560.0
126.0
""
112.0
""
32.0
486.0
268.0
29.0
144.0
2339.0
""
""
11981.0
1185.0
78.0
783.0
5750.0
142.0
27.0
31.0
""
26.0
45.0
30.0
36.0
27.0
131.0
154.0
270.0
8954.0
26.0
66.0
512.0
84.0
60.0
41.0
112.0
192.0
""
291.0
232.0
134.0
580.0
871.0
514.0
36.0
820.0
434.0
384.0
51.0
883.0
83.0
43.0
33.0
175.0
434.0
120.0
96.0
382.0
38.0
434.0
491.0
2442.0
101.0
25723.0
733.0
133.0
43.0
2598.0
""
33.0
228.0
194.0
65.0
""
""
23.0
""
31.0
57.0
55.0
62.0
""
76.0
151.0
""
67.0
27.0
42.0
41.0
30.0
194.0
""
""
25.0
27.0
""
""
""
""
23.0
39.0
""
""
""
""
""
""
68.0
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
176.0
""
""
""
""
""
23.0
57.0
""
""
79.0
139.0
""
""
""
64.0
40.0
""
""
""
""
""
""
""
""
""
""
""
""
49.0
66.0
37.0
188.0
39.0
38.0
120.0
77.0
1116.0
23.0
""
30.0
116.0
""
""
""
""
36.0
77.0
""
""
23.0
""
39.0
""
105.0
339.0
""
571.0
29.0
""
801.0
21.0
""
""
""
""
""
1063.0
""
""
101.0
""
""
""
""
""
""
""
""
""
22.0
""
""
49.0
""
""
433.0
4950.0
""
""
93.0
21.0
32.0
26.0
""
""
""
""
""
128.0
""
""
208.0
281.0
1179.0
43.0
75.0
21.0
75.0
105.0
99.0
2335.0
65.0
44.0
""
""
327.0
24.0
283.0
67.0
162.0
22.0
102.0
577.0
80.0
396.0
74.0
950.0
""
""
64.0
672.0
88.0
""
""
""
63.0
""
29.0
239.0
99.0
""
424.0
28.0
""
""
""
""
168.0
""
""
90.0
""
""
46.0
155.0
""
""
2288.0
""
1856.0
""
34.0
""
245.0
""
""
""
""
""
72.0
531.0
513.0
208.0
665.0
17646.0
871.0
97.0
45.0
103.0
""
""
""
""
26.0
28.0
""
""
184.0
""
""
241.0
""
""
""
28.0
23.0
187.0
28.0
632.0
4724.0
9579.0
76.0
211.0
140.0
105.0
268.0
55.0
""
46.0
28.0
29.0
2084.0
20.0
89.0
84.0
22.0
23.0
1285.0
""
""
""
""
""
163.0
113.0
38.0
60.0
""
""
""
185.0
""
""
86.0
""
20.0
""
""
""
""
""
""
70.0
""
""
24.0
26.0
30.0
""
""
49.0
88.0
""
""
45.0
""
18744.0
687.0
2073.0
""
106.0
""
""
21.0
935.0
""
4707.0
""
1243.0
121.0
""
59.0
154.0
""
69.0
1272.0
84.0
""
530.0
53.0
""
50.0
""
""
""
""
274.0
2182.0
160.0
178.0
""
""
""
""
""
38.0
118.0
""
""
344.0
193.0
198.0
61.0
138.0
3099.0
2172.0
6249.0
1545.0
15871.0
27527.0
44.0
""
""
1246.0
1156.0
51073.0
6167.0
""
20.0
17861.0
318.0
1455.0
107884.0
47.0
90.0
72.0
71.0
633.0
39.0
304.0
6049.0
61.0
1215.0
61.0
191.0
573.0
34.0
""
107.0
""
""
""
330.0
91.0
18382.0
