work_24_white_pooled_n
21723.0
10153.0
2376.0
28311.0
15432.0
2374.0
30642.0
3134.0
2211.0
11541.0
14270.0
43410.0
2253.0
5603.0
13742.0
1646.0
1268.0
14163.0
2098.0
1747.0
15473.0
15931.0
11474.0
4834.0
38781.0
1113.0
5704.0
16547.0
36953.0
3226.0
3647.0
7730.0
29778.0
18745.0
2150.0
18141.0
3368.0
5120.0
687.0
698.0
13808.0
2696.0
1502.0
787.0
1805.0
1922.0
35969.0
10219.0
24889.0
6382.0
12964.0
19078.0
7544.0
504.0
901.0
14851.0
2285.0
798.0
749.0
4193.0
2672.0
22264.0
1208.0
3873.0
5515.0
4473.0
1552.0
2884.0
3230.0
4716.0
1730.0
2760.0
2221.0
6624.0
3087.0
1850.0
6274.0
4779.0
1896.0
29694.0
3289.0
7056.0
3913.0
7419.0
46211.0
5866.0
6252.0
9216.0
18471.0
11288.0
8507.0
3568.0
4234.0
18129.0
4178.0
1627.0
7996.0
15480.0
74827.0
20232.0
26723.0
54534.0
42773.0
22642.0
24415.0
52370.0
21393.0
43674.0
5073.0
14101.0
9780.0
6064.0
19298.0
1261.0
19277.0
29889.0
15374.0
942.0
915.0
986.0
6895.0
3658.0
3110.0
3634.0
2804.0
12506.0
11579.0
3092.0
1941.0
1929.0
95125.0
4660.0
6470.0
3067.0
10347.0
4605.0
17501.0
8315.0
1272.0
3447.0
11963.0
8220.0
1055.0
1792.0
4381.0
1056.0
8100.0
4289.0
2353.0
2267.0
5500.0
31180.0
6522.0
972.0
26259.0
18487.0
1940.0
10994.0
2528.0
6529.0
852.0
2606.0
11230.0
71782.0
1361.0
109001.0
5484.0
5686.0
1866.0
14418.0
161294.0
18085.0
6261.0
23044.0
6129.0
2713.0
20680.0
53006.0
7341.0
4054.0
4451.0
5437.0
49800.0
5911.0
4956.0
78399.0
2260.0
7335.0
20475.0
1686.0
3677.0
8908.0
41338.0
2401.0
3225.0
7901.0
12158.0
12712.0
34431.0
4930.0
27016.0
17959.0
6524.0
8793.0
16741.0
24480.0
56322.0
7629.0
11440.0
14281.0
11065.0
17087.0
2504.0
2547.0
24730.0
31409.0
18792.0
89394.0
8780.0
9152.0
5082.0
8012.0
10282.0
5702.0
61358.0
15265.0
11518.0
16756.0
89771.0
31877.0
27833.0
15611.0
2011.0
9476.0
1688.0
5120.0
2096.0
12255.0
999.0
6067.0
13426.0
6341.0
7167.0
17254.0
6022.0
5307.0
9520.0
43263.0
6665.0
12549.0
82072.0
14975.0
9079.0
2025.0
10820.0
6608.0
4523.0
37759.0
7928.0
31624.0
9625.0
23608.0
43833.0
41687.0
28936.0
168879.0
39263.0
126470.0
159932.0
19588.0
14493.0
5594.0
905.0
11766.0
1180.0
2913.0
28458.0
12571.0
3945.0
10714.0
51808.0
278.0
275.0
140944.0
51581.0
5143.0
22291.0
100239.0
6768.0
2283.0
1862.0
1334.0
3137.0
4806.0
3096.0
3836.0
1669.0
7622.0
5661.0
13679.0
109445.0
2440.0
6872.0
11493.0
3485.0
4036.0
3757.0
5441.0
10247.0
1614.0
8402.0
11380.0
6951.0
9514.0
25731.0
13867.0
3107.0
18563.0
14594.0
10462.0
6426.0
23856.0
8381.0
4396.0
5194.0
8960.0
14481.0
6640.0
6019.0
16813.0
3687.0
23181.0
25157.0
57694.0
5623.0
192283.0
26498.0
5096.0
6743.0
87336.0
1799.0
3802.0
11557.0
17777.0
7153.0
2529.0
4433.0
3363.0
2435.0
2960.0
6611.0
4443.0
5879.0
1290.0
6684.0
9895.0
1541.0
7684.0
3303.0
3691.0
7977.0
1038.0
13086.0
123.0
622.0
2915.0
2369.0
1242.0
731.0
496.0
1492.0
1498.0
6119.0
118.0
385.0
133.0
818.0
406.0
269.0
3986.0
651.0
76.0
56.0
161.0
435.0
34.0
252.0
227.0
438.0
665.0
1569.0
947.0
1416.0
1909.0
870.0
9834.0
2231.0
1007.0
832.0
74.0
362.0
2514.0
4763.0
1457.0
1475.0
5800.0
9512.0
772.0
1971.0
140.0
6527.0
4184.0
769.0
495.0
306.0
552.0
2440.0
1451.0
1090.0
750.0
369.0
262.0
1125.0
135.0
4488.0
2883.0
3359.0
3077.0
3398.0
2748.0
2808.0
5191.0
25075.0
1933.0
2009.0
2747.0
8534.0
40.0
108.0
37.0
41.0
3282.0
5476.0
1080.0
382.0
3124.0
3443.0
2078.0
1468.0
3988.0
8967.0
1139.0
13717.0
2230.0
2475.0
36194.0
2091.0
853.0
79.0
355.0
611.0
2078.0
27605.0
230.0
201.0
5582.0
616.0
502.0
416.0
299.0
591.0
898.0
476.0
199.0
1058.0
2608.0
2322.0
712.0
3437.0
120.0
1299.0
19600.0
81344.0
1133.0
41.0
1616.0
2507.0
4045.0
2175.0
548.0
302.0
1107.0
605.0
653.0
3306.0
1208.0
1008.0
6616.0
13292.0
21982.0
4023.0
2579.0
2895.0
2254.0
6989.0
5335.0
67475.0
7678.0
4364.0
1649.0
917.0
12576.0
3790.0
20505.0
6414.0
11819.0
2735.0
5795.0
11805.0
4194.0
15295.0
3292.0
33392.0
1797.0
1304.0
4686.0
10255.0
2722.0
255.0
1044.0
25.0
3548.0
64.0
2819.0
9247.0
2867.0
818.0
9149.0
2572.0
319.0
204.0
23.0
1346.0
1751.0
672.0
458.0
1193.0
743.0
854.0
1145.0
4768.0
1379.0
463.0
35076.0
2062.0
36489.0
781.0
2411.0
45.0
10015.0
825.0
294.0
208.0
100.0
165.0
625.0
4524.0
10914.0
5553.0
11570.0
107884.0
16187.0
5444.0
2871.0
4154.0
704.0
215.0
629.0
618.0
108.0
1681.0
713.0
1059.0
8181.0
304.0
422.0
6379.0
1225.0
200.0
847.0
2305.0
2108.0
8809.0
3104.0
11138.0
63977.0
92010.0
7373.0
15286.0
10887.0
7838.0
6754.0
2077.0
274.0
4277.0
2627.0
2922.0
42492.0
2332.0
6904.0
7471.0
3072.0
""
14116.0
186.0
""
""
52.0
31.0
445.0
1339.0
437.0
566.0
59.0
35.0
""
4143.0
874.0
790.0
4907.0
697.0
2106.0
789.0
1676.0
2149.0
738.0
25.0
216.0
7524.0
63.0
507.0
4046.0
3671.0
2637.0
356.0
941.0
5357.0
6229.0
2966.0
693.0
4665.0
56.0
10888.0
483.0
1579.0
516.0
3470.0
268.0
157.0
1122.0
17896.0
261.0
97626.0
1119.0
26139.0
8925.0
507.0
5637.0
10257.0
1234.0
2720.0
1545.0
5673.0
2099.0
22828.0
2897.0
341.0
7892.0
2579.0
502.0
1462.0
69.0
22571.0
73727.0
9341.0
15796.0
552.0
489.0
1642.0
2221.0
893.0
5130.0
6181.0
334.0
399.0
10008.0
4686.0
11773.0
1877.0
7358.0
21164.0
18615.0
28002.0
13604.0
73155.0
44189.0
2649.0
942.0
637.0
17584.0
19354.0
83565.0
45485.0
52.0
799.0
61897.0
4019.0
17498.0
239455.0
4168.0
2592.0
3134.0
3958.0
26841.0
3593.0
10340.0
69965.0
2573.0
39036.0
3263.0
8115.0
14198.0
2366.0
345.0
7644.0
79.0
299.0
384.0
6894.0
3901.0
127758.0
