hs_white_male_n
4145.0
1697.0
446.0
5001.0
2855.0
440.0
5528.0
586.0
400.0
2036.0
2562.0
7637.0
435.0
1032.0
2399.0
253.0
248.0
2392.0
345.0
351.0
2819.0
2851.0
1961.0
895.0
6758.0
238.0
1065.0
2819.0
6382.0
568.0
656.0
1426.0
5408.0
3286.0
435.0
2925.0
594.0
828.0
126.0
138.0
2426.0
471.0
274.0
166.0
306.0
358.0
6484.0
1745.0
4279.0
1251.0
2501.0
3276.0
1411.0
116.0
206.0
2897.0
470.0
184.0
160.0
858.0
609.0
4193.0
256.0
789.0
992.0
810.0
311.0
570.0
672.0
872.0
292.0
528.0
427.0
1283.0
628.0
382.0
1250.0
1088.0
353.0
5352.0
628.0
1337.0
801.0
1437.0
8175.0
1151.0
1343.0
1708.0
3407.0
2378.0
1641.0
690.0
781.0
3284.0
719.0
224.0
1413.0
2630.0
12076.0
3288.0
4191.0
8634.0
6683.0
3491.0
3831.0
8153.0
3175.0
6591.0
757.0
2054.0
1526.0
1096.0
3555.0
247.0
3084.0
5436.0
2637.0
197.0
162.0
196.0
1270.0
645.0
451.0
633.0
467.0
1987.0
1963.0
550.0
332.0
396.0
15669.0
852.0
1096.0
560.0
1778.0
888.0
3031.0
1446.0
233.0
575.0
1916.0
1291.0
167.0
303.0
748.0
242.0
2000.0
779.0
441.0
416.0
1100.0
5852.0
1178.0
198.0
4133.0
3101.0
357.0
2007.0
540.0
1191.0
204.0
550.0
1901.0
12603.0
221.0
19873.0
1466.0
1600.0
548.0
3713.0
34864.0
4288.0
1981.0
6488.0
1986.0
809.0
4822.0
12321.0
1854.0
1183.0
1252.0
1487.0
10586.0
1250.0
1142.0
15242.0
500.0
1582.0
3664.0
328.0
734.0
1787.0
8733.0
465.0
711.0
1683.0
2951.0
3276.0
7480.0
1275.0
5975.0
4006.0
1512.0
1917.0
3760.0
5445.0
10349.0
1495.0
2411.0
3222.0
2230.0
3703.0
669.0
541.0
4784.0
6707.0
4053.0
18153.0
1862.0
2002.0
1183.0
1869.0
2018.0
1190.0
11944.0
3399.0
3333.0
4960.0
20719.0
7058.0
7539.0
2734.0
517.0
2135.0
347.0
1031.0
469.0
2518.0
238.0
1155.0
2627.0
1331.0
1323.0
3456.0
1304.0
964.0
1549.0
9546.0
1693.0
2886.0
17120.0
3877.0
2731.0
496.0
2591.0
1505.0
1095.0
7572.0
2252.0
7408.0
2960.0
4780.0
9996.0
9667.0
5422.0
32433.0
7184.0
24276.0
31093.0
3814.0
2702.0
1026.0
223.0
2709.0
348.0
788.0
5616.0
2777.0
1026.0
2295.0
9187.0
51.0
37.0
25072.0
9122.0
1074.0
4265.0
18607.0
1282.0
754.0
586.0
384.0
806.0
1586.0
1065.0
1323.0
646.0
2404.0
1718.0
3920.0
24991.0
892.0
2239.0
3307.0
1128.0
1049.0
1060.0
1430.0
2734.0
439.0
2026.0
2643.0
1804.0
2666.0
6954.0
3616.0
1052.0
6027.0
4451.0
3059.0
2199.0
6180.0
2248.0
1062.0
1335.0
2109.0
3496.0
1772.0
1592.0
3925.0
941.0
5899.0
5490.0
13185.0
1357.0
37037.0
5805.0
1017.0
1432.0
17543.0
425.0
1021.0
2707.0
3827.0
