work_32_asian_male_n
125.0
49.0
""
326.0
198.0
""
778.0
""
""
256.0
189.0
1512.0
""
202.0
352.0
""
""
114.0
""
""
170.0
403.0
103.0
51.0
1235.0
""
77.0
285.0
1856.0
28.0
29.0
76.0
1021.0
568.0
36.0
448.0
""
30.0
""
""
182.0
""
""
""
""
22.0
1722.0
198.0
514.0
85.0
139.0
347.0
65.0
""
""
179.0
""
""
""
42.0
24.0
264.0
""
""
""
30.0
""
""
""
""
25.0
""
40.0
39.0
""
""
29.0
24.0
""
680.0
37.0
79.0
""
37.0
932.0
45.0
28.0
150.0
291.0
48.0
48.0
""
21.0
287.0
""
""
66.0
153.0
2129.0
358.0
345.0
3014.0
1055.0
288.0
437.0
2254.0
312.0
1444.0
40.0
180.0
226.0
82.0
387.0
""
405.0
341.0
410.0
""
""
20.0
82.0
27.0
28.0
82.0
22.0
244.0
217.0
26.0
29.0
22.0
5298.0
43.0
187.0
37.0
210.0
21.0
167.0
182.0
32.0
70.0
229.0
153.0
""
""
55.0
""
115.0
36.0
25.0
39.0
""
328.0
63.0
""
721.0
321.0
""
174.0
""
47.0
""
""
213.0
3051.0
""
12634.0
33.0
27.0
""
87.0
4618.0
445.0
41.0
211.0
27.0
""
249.0
806.0
37.0
20.0
""
27.0
610.0
20.0
38.0
970.0
""
24.0
229.0
""
""
124.0
523.0
""
""
34.0
87.0
72.0
383.0
22.0
338.0
173.0
40.0
58.0
117.0
260.0
855.0
80.0
80.0
165.0
85.0
91.0
""
""
331.0
166.0
137.0
1671.0
40.0
39.0
26.0
48.0
31.0
41.0
1199.0
107.0
134.0
93.0
1047.0
195.0
229.0
212.0
""
92.0
""
35.0
""
133.0
""
22.0
82.0
73.0
48.0
182.0
34.0
45.0
137.0
695.0
45.0
222.0
1589.0
195.0
59.0
""
94.0
39.0
22.0
701.0
43.0
387.0
60.0
560.0
724.0
731.0
764.0
33877.0
1639.0
16854.0
8052.0
601.0
326.0
70.0
""
71.0
""
22.0
276.0
144.0
""
82.0
1323.0
""
""
6895.0
674.0
47.0
450.0
3348.0
67.0
""
""
""
""
21.0
""
""
""
67.0
75.0
136.0
4880.0
""
38.0
270.0
46.0
26.0
""
64.0
124.0
""
149.0
125.0
77.0
347.0
516.0
280.0
""
446.0
239.0
228.0
32.0
508.0
53.0
29.0
22.0
115.0
272.0
60.0
59.0
203.0
""
261.0
287.0
1373.0
58.0
15369.0
428.0
72.0
26.0
1511.0
""
""
138.0
128.0
36.0
""
""
""
""
""
35.0
27.0
35.0
""
43.0
87.0
""
43.0
""
27.0
23.0
""
112.0
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
33.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
97.0
""
""
""
""
""
""
23.0
""
""
51.0
84.0
""
""
""
33.0
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
33.0
21.0
114.0
27.0
27.0
68.0
44.0
656.0
""
""
""
60.0
""
""
""
""
21.0
40.0
""
""
""
""
22.0
""
65.0
191.0
""
338.0
""
""
471.0
""
""
""
""
""
""
616.0
""
""
56.0
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
246.0
2913.0
""
""
51.0
""
22.0
""
""
""
""
""
""
84.0
""
""
121.0
159.0
708.0
27.0
36.0
""
55.0
49.0
44.0
1320.0
34.0
24.0
""
""
184.0
""
165.0
35.0
92.0
""
53.0
326.0
39.0
204.0
44.0
531.0
""
""
29.0
380.0
48.0
""
""
""
36.0
""
""
155.0
64.0
""
259.0
""
""
""
""
""
104.0
""
""
44.0
""
""
30.0
101.0
""
""
1282.0
""
1059.0
""
""
""
151.0
""
""
""
""
""
43.0
289.0
294.0
127.0
389.0
10456.0
497.0
55.0
22.0
58.0
""
""
""
""
""
""
""
""
113.0
""
""
152.0
""
""
""
""
""
124.0
20.0
346.0
2771.0
5471.0
53.0
130.0
83.0
64.0
158.0
29.0
""
26.0
""
""
1226.0
""
44.0
45.0
""
""
775.0
""
""
""
""
""
95.0
77.0
25.0
42.0
""
""
""
106.0
""
""
56.0
""
""
""
""
""
""
""
""
39.0
""
""
""
""
""
""
""
36.0
55.0
""
""
32.0
""
11428.0
402.0
1228.0
""
68.0
""
""
""
564.0
""
2711.0
""
731.0
72.0
""
33.0
84.0
""
43.0
752.0
54.0
""
290.0
36.0
""
29.0
""
""
""
""
136.0
1247.0
97.0
114.0
""
""
""
""
""
""
73.0
""
""
182.0
108.0
105.0
36.0
88.0
1755.0
1301.0
3634.0
883.0
9070.0
16153.0
23.0
""
""
742.0
689.0
30736.0
3682.0
""
""
10666.0
154.0
854.0
64241.0
32.0
51.0
38.0
43.0
332.0
""
157.0
3541.0
30.0
688.0
37.0
101.0
337.0
""
""
57.0
""
""
""
185.0
51.0
10604.0
