work_26_other_male_p75_se
0.049338255
0.083790898
""
0.032916486
0.052966777
0.068383075
0.027171632
0.092758752
""
0.040592372
0.049220737
0.022893893
0.057756882
0.080732614
0.023483552
""
0.1137214
0.039347313
0.16987638
0.12935108
0.056899093
0.025236862
0.049991131
0.054643188
0.018139824
0.11249842
0.044467743
0.028840069
0.016660022
0.11118992
0.06498491
0.043353122
0.020299884
0.018022653
0.064062439
0.027547134
0.11921398
0.065476909
""
""
0.05792262
0.067500524
""
""
0.2450459
0.11832848
0.021549921
0.039835628
0.023926476
0.062311374
0.0381715
0.046023823
0.053142399
""
""
0.036697447
0.18142682
0.17106193
""
0.028275564
0.18611532
0.029113134
""
0.12473293
0.11653788
0.13289446
""
0.16142161
0.25432408
0.10003879
0.081800759
0.071401715
0.10941444
0.070865519
0.12451981
""
0.069618851
0.14526689
""
0.024382209
0.10136181
0.065198265
0.071675904
0.076247439
0.022877583
0.098818563
0.061304744
0.032592107
0.024581786
0.047643706
0.084101908
0.1150848
0.08296261
0.052755456
0.086609453
""
0.064451829
0.041055106
0.015640136
0.033520225
0.033083215
0.013589785
0.021003174
0.02758774
0.024835065
0.01631025
0.031023378
0.016959123
0.079278655
0.05590659
0.048415117
0.029736472
0.031007331
0.18860313
0.025326662
0.022114204
0.02843455
""
""
""
0.052251473
0.085781962
0.12395307
0.030614858
0.12424817
0.038833067
0.041482568
0.063818678
0.18585633
""
0.012245949
0.083269559
0.08517947
0.12055556
0.078285381
0.075343132
0.03849614
0.033069544
0.092460066
0.10039104
0.031622794
0.018193388
""
0.10294735
0.075391538
0.18293737
0.0323641
0.06655658
0.13536201
0.041848604
0.056084123
0.034514409
0.089295894
""
0.02003734
0.034184642
0.19607519
0.027677316
0.17604952
0.089148857
""
0.20734729
0.026152372
0.010390404
0.10496271
0.0067596533
0.059840791
0.094473846
0.051500037
0.046228606
0.010800916
0.024641937
0.089459904
0.033564411
0.098248728
0.12266321
0.026137779
0.018828338
0.079332814
0.073261648
0.052470405
0.093567818
0.015196949
0.076381773
0.06056571
0.016775105
""
0.060102724
0.033193666
""
0.10459224
0.032561813
0.023681231
0.1183026
0.063659951
0.08733847
0.047285136
0.017902497
0.026139185
0.090388201
0.025161454
0.035762992
0.098936461
0.064826742
0.043406181
0.030571196
0.015419368
0.050369203
0.048148487
0.049878553
0.052928802
0.0453155
0.12354706
0.1193932
0.026301123
0.035440292
0.02958525
0.014574673
0.046872076
0.062024057
0.076713681
0.078437932
0.065733828
0.079487339
0.016319137
0.047332324
0.049247511
0.038830977
0.017495757
0.033646993
0.034117375
0.038171642
""
0.082900643
""
0.08385767
0.091519408
0.046201926
""
0.081247509
0.055806026
0.064812928
0.023685807
0.035472549
0.030119071
0.059335392
0.043839876
0.022305436
0.10539867
0.033483163
0.016584609
0.036161169
0.066704802
""
0.030593416
0.069119111
0.096341051
0.022393724
0.080966741
0.03054144
0.075722411
0.023585042
0.024297953
0.022254072
0.020658961
0.007993021
0.023786504
0.0087734563
0.0097511476
0.024739172
0.0353483
0.061640009
0.19824591
0.066843733
""
0.12142392
0.030891133
0.048792396
0.057464242
0.051055476
0.016013471
""
""
0.0092715733
0.019144014
0.062687382
0.028249362
0.01217078
0.052326169
0.047897391
0.12788182
""
0.040305555
0.032585524
0.10707008
0.036820773
0.050941624
0.027631303
0.073465347
0.044129077
0.010977102
0.049480986
0.054075442
0.061386589
0.077291317
0.096283741
""
0.066467084
0.050093293
""
0.051466741
0.037647132
0.084599331
0.043744504
0.032418124
0.037788451
0.031383831
0.043658148
0.047419384
0.054833263
0.035186198
0.029067203
0.11191803
0.091503769
0.081410445
0.06027725
0.037521176
0.086660527
0.060227443
0.036244355
0.068344012
0.028026508
0.026133329
0.016992001
0.065816097
0.0078498498
0.028092232
0.035318695
0.11341038
0.013269372
""
0.072573826
0.05145169
0.038149867
0.077588513
