work_24_pooled_pooled_n
3352.0
7843.0
1459.0
961.0
2554.0
541.0
1304.0
6890.0
2049.0
1023.0
1920.0
716.0
1537.0
590.0
702.0
2714.0
2822.0
690.0
476.0
1774.0
658.0
3825.0
3483.0
2786.0
2711.0
4057.0
1869.0
5126.0
850.0
1332.0
1289.0
600.0
813.0
996.0
5427.0
2429.0
35007.0
634.0
4161.0
1931.0
5074.0
3498.0
777.0
1152.0
14545.0
1175.0
1228.0
4252.0
21597.0
1027.0
13870.0
6256.0
589.0
1004.0
1442.0
1036.0
3182.0
3432.0
8509.0
577.0
4435.0
2148.0
8205.0
2962.0
702.0
632.0
1107.0
86.0
95.0
17023.0
454.0
30.0
53.0
112.0
5803.0
41.0
68.0
1843.0
2036.0
681.0
779.0
258.0
51.0
2786.0
298.0
211.0
208.0
62.0
222.0
531.0
""
208.0
260.0
75.0
""
213.0
1664.0
7113.0
6141.0
2252.0
1679.0
433.0
634.0
152794.0
9069.0
4129.0
42281.0
9466.0
2531.0
8293.0
8965.0
1104.0
1162.0
1885.0
9335.0
1799.0
597.0
224.0
1330.0
856.0
1132.0
907.0
1316.0
432.0
1272.0
1175.0
4111.0
3246.0
3395.0
1030.0
406.0
973.0
1015.0
4612.0
949.0
584.0
4718.0
785.0
2017.0
1234.0
1698.0
750.0
2155.0
464.0
797.0
5095.0
1285.0
294.0
855.0
597.0
569.0
609.0
1147.0
3744.0
677.0
604.0
2472.0
3077.0
588.0
364.0
533.0
487.0
1583.0
498.0
1459.0
476.0
1310.0
1043.0
3042.0
365.0
21446.0
962.0
1476.0
5033.0
542.0
348.0
7209.0
796.0
864.0
528.0
2710.0
895.0
8533.0
3567.0
375.0
997.0
69482.0
60.0
1679.0
10559.0
1674.0
923.0
50834.0
1573.0
9123.0
45944.0
1574.0
5785.0
12810.0
918.0
42294.0
8072.0
2308.0
1497.0
426635.0
8143.0
9717.0
923.0
4278.0
14387.0
429.0
253.0
23161.0
6931.0
5126.0
130618.0
15773.0
710.0
96398.0
67059.0
3920.0
109171.0
138210.0
27033.0
35422.0
12332.0
34193.0
19973.0
79740.0
13476.0
9707.0
105.0
2334.0
26712.0
22453.0
28604.0
5587.0
3540.0
306.0
