kfr_native_other_male_mean
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.47516501
""
0.51545948
""
""
""
""
""
""
""
0.49054757
""
""
""
0.42440239
""
0.44265166
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41978788
""
""
""
""
0.47286156
""
""
0.50319874
0.38440546
""
""
""
""
0.33885476
""
""
""
""
""
""
""
""
""
""
""
""
""
0.43394455
0.37188619
""
""
""
""
0.46402627
0.50472432
0.43080613
0.51772416
0.49532712
""
0.52426994
""
""
""
""
0.46409741
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.47840002
""
""
""
""
""
0.32510248
""
""
""
""
""
0.45099017
""
""
""
0.54312956
""
""
0.44123191
""
""
0.52375305
""
0.52137691
0.47840855
""
0.37260258
""
""
0.46689907
0.41315049
""
""
0.49254552
0.28942323
0.49183202
""
0.56056094
0.39693359
""
""
0.52324182
0.48742786
0.53843766
0.54565781
0.58879441
""
0.46566665
0.46317774
""
0.47564921
0.48846692
0.54050511
0.48573217
0.52865624
0.52445811
0.55379975
0.56129259
0.51160204
0.41933635
""
0.43174437
0.52372211
0.52003014
0.47669303
0.46798855
0.48684266
""
0.40245113
""
0.54367787
0.51707327
0.4588263
0.49739668
""
0.5244332
""
""
""
0.55354327
""
""
""
""
""
""
""
""
""
0.49670196
""
0.55452269
""
""
0.45278436
""
""
""
""
""
""
""
""
0.47809875
""
""
""
""
0.46459466
""
""
""
0.40845308
""
""
""
""
""
""
""
""
""
""
""
0.46260369
""
""
""
""
""
""
""
""
""
""
0.48562363
""
0.53381348
0.43899888
0.52823895
0.45984605
0.48757285
0.47753718
""
0.59033799
0.63162905
0.49141788
0.46158963
0.51121289
0.33626443
""
0.40483969
""
0.49094006
0.43969062
""
""
""
0.38028824
""
""
""
""
0.47263834
0.52143121
""
""
""
""
""
""
""
""
""
""
""
0.37370643
""
""
""
""
""
0.3726812
0.4621186
0.40945742
""
""
""
0.38652551
""
""
0.39658618
""
""
0.38038033
""
0.45889497
""
0.49637666
0.43181852
0.37929875
0.41284013
""
""
0.58771563
0.35217381
0.50627494
0.40925032
""
""
""
""
0.41450503
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49856448
""
""
0.44564158
""
""
0.52531093
""
0.53363669
""
""
0.44858828
""
""
""
""
""
""
""
0.41769755
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4393312
""
""
""
""
""
""
0.46081239
""
""
""
""
""
""
""
""
0.41286698
""
""
""
""
""
""
""
""
""
""
""
""
0.43114316
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41514111
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.38278273
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.45803365
0.54356778
0.46874923
0.49690595
