kid_hisp_male_n
98.0
380.0
51.0
34.0
522.0
26.0
15.0
263.0
51.0
43.0
186.0
12.0
30.0
34.0
29.0
226.0
112.0
17.0
19.0
51.0
22.0
309.0
331.0
52.0
653.0
146.0
43.0
349.0
22.0
444.0
97.0
14.0
21.0
38.0
203.0
106.0
1543.0
33.0
160.0
59.0
249.0
387.0
20.0
27.0
936.0
36.0
65.0
940.0
787.0
32.0
410.0
669.0
12.0
26.0
57.0
50.0
146.0
108.0
484.0
36.0
95.0
49.0
327.0
99.0
31.0
17.0
63.0
12.0
46.0
2987.0
33.0
0.0
9.0
34.0
663.0
2.0
13.0
200.0
229.0
68.0
171.0
""
5.0
348.0
24.0
39.0
16.0
20.0
29.0
68.0
3.0
36.0
59.0
5.0
""
22.0
610.0
6648.0
2342.0
1460.0
1570.0
711.0
907.0
152675.0
3515.0
1600.0
45639.0
9850.0
5869.0
3147.0
16583.0
21.0
145.0
74.0
2827.0
66.0
146.0
17.0
488.0
83.0
95.0
35.0
46.0
25.0
34.0
73.0
318.0
379.0
129.0
30.0
40.0
94.0
72.0
278.0
47.0
11.0
393.0
29.0
75.0
378.0
84.0
140.0
105.0
28.0
42.0
142.0
271.0
19.0
29.0
20.0
65.0
55.0
53.0
197.0
83.0
21.0
132.0
223.0
22.0
38.0
26.0
19.0
35.0
26.0
64.0
82.0
83.0
139.0
223.0
16.0
1555.0
38.0
66.0
238.0
137.0
21.0
1587.0
649.0
38.0
20.0
88.0
46.0
2594.0
203.0
18.0
496.0
47298.0
29.0
563.0
4107.0
530.0
1806.0
30919.0
546.0
2837.0
70152.0
1681.0
1553.0
18768.0
481.0
53145.0
10465.0
1410.0
523.0
785370.0
11087.0
4039.0
186.0
2974.0
20325.0
253.0
400.0
36434.0
5624.0
981.0
167122.0
4513.0
236.0
115093.0
37948.0
4992.0
137441.0
140756.0
12816.0
34397.0
6949.0
25473.0
25815.0
69965.0
12614.0
1884.0
49.0
695.0
13401.0
15022.0
29833.0
3571.0
1965.0
87.0
39844.0
594.0
47323.0
8206.0
2235.0
18718.0
1105.0
10602.0
314.0
71.0
300.0
5100.0
747.0
130.0
42.0
56.0
809.0
352.0
157.0
8.0
565.0
31044.0
5.0
1694.0
1601.0
161.0
10981.0
512.0
1393.0
26.0
92.0
111.0
3.0
382.0
23.0
9214.0
7.0
199.0
573.0
764.0
3802.0
898.0
57.0
446.0
2239.0
5.0
222.0
469.0
1044.0
1833.0
1347.0
25.0
111.0
113.0
137.0
990.0
9009.0
49.0
915.0
92.0
503.0
6.0
44.0
56.0
308.0
131.0
78.0
9789.0
279.0
17347.0
19229.0
806.0
929.0
16314.0
2454.0
541.0
1590.0
757.0
4976.0
1252.0
5865.0
1239.0
51.0
568.0
84.0
3469.0
38602.0
47.0
667.0
427.0
1114.0
8266.0
248.0
1244.0
30.0
5185.0
1069.0
338.0
21.0
543.0
61.0
296.0
24.0
99.0
1949.0
2663.0
1047.0
1895.0
28528.0
51.0
1283.0
153.0
28.0
112.0
2056.0
7475.0
849.0
243.0
27.0
73.0
4819.0
2684.0
1847.0
142130.0
1647.0
159.0
1220.0
1338.0
26487.0
8479.0
21315.0
3455.0
6222.0
8835.0
926.0
527.0
2744.0
548.0
2142.0
6358.0
298.0
284.0
48.0
29.0
4692.0
58.0
136.0
69.0
163.0
261.0
63.0
22.0
88.0
94.0
264.0
472.0
127.0
86.0
323.0
15.0
26.0
90.0
88.0
140.0
69.0
42.0
17.0
297.0
170.0
349.0
114.0
23.0
832.0
253.0
85.0
1292.0
1017.0
5.0
3143.0
11.0
7835.0
506.0
814.0
438.0
93.0
360.0
39.0
62.0
23.0
45.0
184.0
7151.0
44.0
101.0
218.0
489.0
33.0
143.0
94.0
66.0
96.0
98.0
25.0
445.0
916.0
920.0
35.0
6553.0
318.0
3.0
343.0
494.0
212.0
80.0
10574.0
583.0
5319.0
7.0
23.0
41.0
33.0
27.0
516.0
561.0
48.0
238.0
48.0
110.0
42.0
43.0
12.0
36.0
23.0
27.0
88.0
67.0
915.0
12.0
166.0
410.0
160.0
64.0
25.0
63.0
97.0
66.0
29.0
10.0
113.0
48.0
54.0
47.0
401.0
1403.0
219.0
170.0
26.0
289.0
179.0
82.0
79.0
34.0
587.0
56.0
68.0
2.0
129.0
19.0
866.0
668.0
18.0
28.0
67.0
162.0
47.0
18.0
167.0
12.0
2.0
348.0
18.0
22.0
27.0
143.0
568.0
485.0
7.0
11.0
158.0
41.0
15.0
12.0
49.0
108.0
184.0
135.0
11.0
32.0
159.0
10.0
39.0
64.0
3737.0
28.0
32.0
12.0
58.0
3204.0
11714.0
1040.0
1978.0
2430.0
15.0
767.0
32.0
30.0
1310.0
390.0
44.0
133.0
1309.0
70.0
29.0
12.0
5462.0
59.0
887.0
78.0
29.0
36.0
774.0
150.0
276.0
232.0
538.0
40.0
453.0
726.0
480.0
109.0
40.0
20.0
124.0
232.0
1116.0
137.0
19.0
579.0
576.0
414.0
55.0
172.0
1305.0
33.0
290.0
100.0
11.0
34.0
1119.0
8.0
397.0
4.0
85.0
216.0
621.0
47.0
11.0
22.0
80.0
99.0
195995.0
44.0
15.0
1001.0
45.0
144.0
14812.0
26.0
14.0
60.0
21.0
34.0
57.0
55.0
10.0
16.0
332.0
13.0
27.0
