kfr_stycz_black_pooled_n
711.0
992.0
595.0
185.0
39.0
394.0
709.0
1617.0
1007.0
64.0
259.0
277.0
714.0
88.0
42.0
484.0
557.0
313.0
162.0
262.0
180.0
51.0
726.0
1673.0
48.0
939.0
598.0
1027.0
124.0
63.0
162.0
365.0
636.0
423.0
1636.0
89.0
19948.0
58.0
571.0
361.0
1450.0
648.0
768.0
904.0
4142.0
501.0
27.0
79.0
9910.0
343.0
8122.0
1065.0
433.0
493.0
600.0
296.0
1399.0
277.0
701.0
351.0
1607.0
586.0
3453.0
214.0
254.0
366.0
""
""
""
993.0
""
""
""
""
361.0
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
382.0
66.0
""
""
""
""
8366.0
107.0
31.0
1440.0
322.0
""
50.0
141.0
348.0
240.0
""
69.0
""
170.0
39.0
""
343.0
291.0
""
""
36.0
358.0
187.0
381.0
71.0
1635.0
206.0
140.0
411.0
271.0
463.0
""
""
445.0
29.0
""
369.0
223.0
173.0
45.0
""
138.0
2471.0
""
95.0
""
237.0
166.0
151.0
""
381.0
""
""
747.0
1093.0
158.0
""
174.0
""
578.0
""
612.0
20.0
107.0
""
91.0
23.0
9446.0
""
631.0
189.0
""
""
539.0
32.0
""
""
896.0
""
163.0
139.0
113.0
28.0
12225.0
""
""
122.0
""
""
6327.0
""
83.0
2315.0
""
41.0
125.0
""
2131.0
360.0
""
""
52250.0
212.0
303.0
""
40.0
498.0
""
""
616.0
120.0
23.0
3378.0
185.0
""
7285.0
7601.0
31.0
11709.0
7926.0
3475.0
2544.0
146.0
1945.0
460.0
2754.0
146.0
63.0
""
23.0
4162.0
358.0
740.0
108.0
""
""
319.0
""
1071.0
255.0
133.0
1258.0
""
3481.0
""
""
""
152.0
42.0
""
""
""
""
""
""
""
""
4787.0
""
156.0
""
""
2418.0
""
""
""
""
""
""
""
""
463.0
""
""
""
""
115.0
""
""
""
43.0
""
""
""
""
""
""
""
""
""
""
""
121.0
""
""
""
""
""
""
""
""
""
""
63.0
""
5981.0
6311.0
122.0
485.0
5703.0
813.0
186.0
118.0
1937.0
7337.0
1720.0
25339.0
2528.0
148.0
1144.0
212.0
2817.0
25529.0
76.0
442.0
193.0
1041.0
777.0
546.0
187.0
37.0
16532.0
4433.0
240.0
43.0
1967.0
26.0
""
98.0
140.0
49.0
205.0
488.0
518.0
11401.0
36.0
691.0
640.0
337.0
""
1536.0
2362.0
3702.0
210.0
50.0
282.0
1746.0
1913.0
437.0
33620.0
250.0
340.0
1101.0
126.0
12799.0
1298.0
12168.0
748.0
6237.0
4976.0
658.0
624.0
2546.0
388.0
1191.0
3024.0
245.0
219.0
162.0
116.0
2697.0
169.0
146.0
137.0
173.0
39.0
114.0
45.0
974.0
35.0
341.0
529.0
369.0
108.0
5158.0
167.0
24.0
433.0
201.0
729.0
868.0
367.0
47.0
451.0
148.0
1041.0
69.0
112.0
6745.0
570.0
126.0
421.0
2060.0
88.0
12213.0
95.0
8180.0
466.0
639.0
896.0
323.0
1300.0
184.0
580.0
""
""
498.0
32095.0
208.0
282.0
3665.0
2004.0
247.0
""
304.0
375.0
358.0
133.0
""
1204.0
774.0
79.0
104.0
28730.0
""
20.0
1268.0
130.0
357.0
373.0
6857.0
48.0
725.0
369.0
104.0
290.0
275.0
100.0
2567.0
2235.0
183.0
196.0
227.0
107.0
489.0
166.0
168.0
470.0
316.0
112.0
980.0
196.0
1527.0
