somecoll_pooled_female_p25
0.55245882
0.48618358
0.61190706
0.52608114
0.6108731
0.61953121
0.58864927
0.63453674
0.64754581
0.55789387
0.56113499
0.5955084
0.64170569
0.58710092
0.55217761
0.55055547
0.6499846
0.6403051
0.65333176
0.53348994
0.58855772
0.64607316
0.67788804
0.61907727
0.65922892
0.60602266
0.66362345
0.65091592
0.62998372
0.71692491
0.64003569
0.60799152
0.58206958
0.66730648
0.64401263
0.61054844
0.63346112
0.61971039
0.65391272
0.62147629
0.64643848
0.62999624
0.72028029
0.62201047
0.64065939
0.57706779
0.63592005
0.45626196
0.59087825
0.54819942
0.5596233
0.53293866
0.53567278
0.47492278
0.67549503
0.5530861
0.53363353
0.50750709
0.54341233
0.59847653
0.61116511
0.61218566
0.60205513
0.52186787
0.59024817
0.58910924
0.60350424
0.68216139
0.58284318
0.58988786
0.59131014
0.59865773
0.61215711
0.60388184
0.54100519
0.52195954
0.55309838
0.57898277
0.55000836
0.58538908
0.57452637
0.54405171
0.57312632
0.52946842
0.54570186
0.46639535
0.50027657
0.58665681
0.54613894
0.57394969
0.54825419
0.48991472
0.49800253
0.56466115
0.45314017
0.5631929
0.44007903
0.49040067
0.60012323
0.53044736
0.5660252
0.68044645
0.62334812
0.5795154
0.64950466
0.6341303
0.61545992
0.55776858
0.60972208
0.57968235
0.64536506
0.57897991
0.6457653
0.60245204
0.60701072
0.5712378
0.61241257
0.43787941
0.62000853
0.59880531
0.59899229
0.53769755
0.54622567
0.5796594
0.60753155
0.62745821
0.58056718
0.59532368
0.55033255
0.55377984
0.60998464
0.56914735
0.5260554
0.54147959
0.52426893
0.54919475
0.5345695
0.61032379
0.56910193
0.58314764
0.66334862
0.58673906
0.62252015
0.59738559
0.64232063
0.53298795
0.56990367
0.64384514
0.62675953
0.62251717
0.58486331
0.59294677
0.59140438
0.5696857
0.59947705
0.60352367
0.57542968
0.52623719
0.55997157
0.6408453
0.543782
0.66759646
0.48667592
0.57003045
0.69578987
0.65622455
0.68473375
0.58883488
0.55549514
0.5581212
0.63024604
0.66739982
0.60605782
0.64795309
0.57841718
0.60777825
0.59008372
0.57270473
0.58605254
0.61225939
0.66064125
0.60869122
0.59951609
0.56454366
0.50057977
0.57053536
0.65201926
0.5597899
0.5800705
0.48536035
0.5192579
0.59833324
0.57806945
0.49356487
0.59042645
0.58380365
0.58898449
0.56931609
0.60500449
0.58050489
0.57091683
0.43382314
0.47774705
0.56049031
0.54373258
0.54819298
0.54112697
0.54458791
0.54167694
0.5597809
0.51999331
0.58068681
0.67640853
0.62152284
0.64401335
0.51410401
0.582578
0.61767256
0.65129822
0.56014079
0.66295207
0.6612224
0.55313808
0.64437717
0.56614727
0.51364279
0.53718674
0.57779837
0.67574573
0.58114058
0.56823069
0.58448321
0.51802212
0.62770498
0.63411838
0.62667698
0.64152253
0.57021093
0.65470594
0.63626623
0.62763685
0.52309436
0.46032172
0.51828295
0.56516588
0.56762367
0.52268356
0.65594393
0.65327275
0.6179139
0.64427233
0.57725495
0.57484919
0.59618759
0.60859871
0.61913341
