hs_natam_male_p10
""
""
""
""
""
""
0.39950541
""
""
""
""
0.45878959
""
""
""
""
0.61635458
""
""
""
""
0.54110736
0.56046796
""
0.46283484
""
""
""
0.51634115
""
""
""
0.88748026
0.18641458
""
""
""
""
""
""
""
""
""
""
""
""
0.65493357
0.46424466
""
""
""
""
""
""
""
0.63863599
""
""
""
""
""
0.69434422
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.84695244
""
""
""
0.7494815
0.67555916
""
""
""
""
""
""
""
""
0.68448174
""
""
0.51275587
0.38629556
""
""
0.59713715
""
0.59343135
""
""
""
""
""
""
0.7953763
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.92463171
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49315199
""
""
""
""
""
""
0.77062434
0.74629748
""
""
""
""
""
""
""
0.663436
""
0.88189119
0.74890941
0.57876307
0.55864346
""
0.87091976
0.47353053
0.90953016
0.70924926
""
""
0.85825914
0.66153342
0.64277256
0.78220737
""
""
""
""
""
0.57351828
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.84122324
""
""
""
""
""
0.67769819
""
""
""
""
""
""
""
""
""
""
0.52222604
""
""
""
""
""
""
0.383948
""
""
""
0.84061587
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.84931803
""
""
0.6875757
""
0.95579094
""
""
""
""
""
""
""
""
""
""
""
""
0.81523043
""
0.55605918
0.66840553
""
""
""
""
0.75607383
""
""
""
""
""
""
0.7893303
""
""
0.92353952
""
""
""
0.62181151
""
0.9319917
0.74284512
""
0.52786309
1.0453973
""
""
""
""
""
0.67761958
0.64489055
0.43387201
0.7731294
""
""
""
""
0.45878774
""
""
""
""
""
""
0.59305847
0.63913548
0.68326294
0.98686659
0.6497246
0.59273458
""
""
""
""
""
""
""
""
""
""
""
""
""
0.54255092
""
0.61040562
""
""
""
0.60472214
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.84033185
""
""
""
""
""
""
""
""
""
0.58879
""
""
""
0.5942539
""
0.82764041
""
""
""
""
""
""
""
0.58728987
""
""
""
""
""
""
0.39790803
""
0.81432575
""
""
0.77675283
0.67316377
""
0.54102868
0.56903994
""
""
0.62983501
0.3834894
""
""
""
""
""
""
""
""
""
""
""
""
0.15423842
0.86027408
""
0.97045738
""
""
""
""
""
""
""
""
""
""
""
""
""
0.65362459
0.71182448
""
""
0.59850931
""
""
""
0.59205228
""
""
""
""
""
0.33245128
0.68812567
0.42532694
""
""
0.81261832
""
""
""
""
""
""
0.61895931
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4637951
0.69050384
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.76283491
0.72060776
""
""
""
""
0.59106529
""
0.55392051
""
""
""
""
""
""
0.80065215
""
0.8311215
""
""
0.70387506
0.75366139
0.65688109
0.72423095
0.65904605
0.62951058
""
0.70592141
0.8404842
0.53457421
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.75856429
""
0.58390003
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.71529931
0.89211828
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.89619392
0.6786955
""
0.62575847
""
""
0.6502195
""
""
0.51498759
0.75986367
0.65396845
0.66462517
0.67255563
0.71137553
""
0.73088938
""
0.65794188
""
""
0.52128863
0.67421061
0.8509596
""
0.7582683
1.0757557
0.54908019
0.63876581
0.56751078
""
0.69629645
0.69970489
0.57020158
0.76053774
""
""
""
0.51911956
0.8153007
""
""
""
0.81825578
""
""
""
""
""
""
""
0.71656227
0.49240866
""
""
""
""
""
""
""
""
0.67711514
""
""
""
0.56863624
""
0.5609808
0.50821787
0.55680978
""
""
0.53448784
0.68347228
0.6766609
0.74123275
""
""
""
0.38012525
""
""
""
""
""
""
""
0.90700275
0.68879819
""
0.67294234
""
""
""
""
""
""
0.49867922
""
""
0.88619953
0.79563916
0.62447482
""
0.80095702
0.54309475
0.77682239
0.59684962
0.52779841
0.733675
0.52263391
0.78265053
""
""
0.77604669
0.60486954
0.561845
0.62364221
""
0.72682989
0.65007657
0.16377079
0.68206805
0.68206996
""
""
""
""
0.73251313
0.77609754
0.52189761
0.65496999
""
0.81275672
""
0.38150179
0.68655407
""
""
0.61638051
""
""
""
0.56278569
0.67114753
0.5685634
