married_black_female_mean_se
""
0.037298821
0.059873533
""
0.074138373
0.030820526
0.05901996
0.037582286
0.038322784
0.06632816
0.054696038
0.029266249
0.078870431
""
0.038006403
""
0.064864069
0.023002593
0.099514693
0.070557989
0.077539146
0.050913882
0.037381593
0.074798398
""
""
""
""
0.049751364
""
""
0.036694609
""
0.049026605
""
""
""
""
""
""
0.038047098
""
""
0.035683941
0.042494334
0.045546837
0.041051537
0.050597414
0.022567973
0.038950015
0.046949495
0.029065061
""
""
0.047541678
0.025491439
""
""
""
""
""
""
""
""
""
0.032940712
0.016817544
0.023443976
0.037885219
""
0.030196581
0.041177105
0.017875873
0.030965278
""
0.036562085
""
0.029907485
0.015362633
0.024664177
0.022791199
0.023867946
0.030381957
0.042324729
0.05871008
0.052369494
0.041032534
0.024974212
0.042247482
""
0.047457919
0.083962798
0.075939596
0.038777821
0.045459036
""
""
0.067544445
0.044650823
""
0.065927945
""
0.070579469
""
""
""
0.036007792
0.028534014
0.016935999
0.039039198
0.029499253
0.024752436
0.018195987
0.040689345
0.02711436
""
""
""
0.086208299
""
""
0.03506789
0.063964486
""
""
""
0.068258956
0.059718683
""
""
0.02900462
0.036779091
0.073357075
0.044407059
0.053564392
""
0.035361946
0.07913208
0.025749432
0.042936057
0.036809813
0.060575057
0.043404453
0.065197408
""
""
0.0951159
""
0.08331506
""
""
""
""
""
""
0.057795256
""
""
""
0.039057374
0.044739258
0.053359497
0.078093454
0.040766995
0.035811745
0.040364891
0.055234671
0.031840786
""
""
0.043134682
0.042191647
0.056209963
0.084803253
0.06226027
""
""
""
0.053682882
0.042916898
0.091974407
0.042016901
0.036829598
0.031367365
0.026203513
""
0.060967296
""
0.051330943
0.045988455
0.050406616
0.040880036
0.06329941
""
""
""
""
0.052322499
""
""
0.063701838
0.046451829
0.018662771
0.084423363
0.032818276
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.074320138
""
""
0.040403925
0.078951642
""
0.11538932
""
0.073129989
0.025428975
0.029761754
0.04262786
0.051216111
0.048828803
0.077502735
0.063169375
0.043815095
0.025453705
0.039936382
0.07779716
0.027511809
0.021329636
0.017234435
0.018748391
0.081120655
0.032127962
0.02652269
0.032280959
0.044388883
0.030612774
0.016123788
0.014120069
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.050659522
0.043467052
""
0.03143042
0.06323795
0.037615992
0.051202882
0.10723098
0.026045807
0.060123276
""
0.04600649
0.066384785
0.049682915
0.038429487
0.043599825
0.052280206
0.045213655
0.023986125
""
0.073895514
0.028699905
0.018398533
0.049618047
0.028793845
0.017877847
""
""
""
0.073878281
0.02810795
0.047000259
0.033210691
""
0.06382025
0.036578286
0.023536764
0.039856341
0.056702234
0.046527471
""
""
""
""
""
""
""
0.070838086
""
""
""
""
