par_rank_hisp_pooled_mean_se
""
""
""
0.063799523
0.036249004
""
""
""
0.039227579
""
""
""
""
""
""
""
""
""
""
""
0.073466085
0.05620065
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.030114174
0.018022576
0.021133481
0.030529888
""
0.038472727
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.019251512
""
""
0.061195638
0.047843188
""
""
""
""
""
""
0.027639775
0.030165585
""
""
""
0.039441716
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.056812577
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.026667174
0.028390327
0.018740965
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.011864396
""
""
""
""
""
""
0.040749524
0.04092253
0.036402017
0.02864613
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.02208087
""
""
""
0.036309522
""
""
""
""
""
0.025969693
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.035172574
""
0.034796044
0.010779003
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.061964981
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.052343134
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.031516612
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.038274147
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.047614146
""
""
0.033481341
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.026742637
""
""
""
""
""
""
""
""
""
""
""
""
0.041517731
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.034440618
""
""
""
""
""
""
""
""
""
0.041756812
0.039283052
""
""
""
""
""
0.042651854
""
0.033832349
""
""
""
0.038469829
""
""
""
""
""
""
""
""
""
""
""
""
0.040502921
""
""
