working_hisp_pooled_mean
0.70690858
0.72801131
0.58025378
0.76646715
0.76443511
0.7978965
0.7419647
0.75222909
0.67525661
0.77279925
0.75288326
0.75427902
0.68018794
0.72426856
0.78864115
0.7000826
0.79049593
0.75102955
0.63582098
0.76545906
0.79418474
0.7722578
0.74707943
0.74494082
0.74673295
0.69825232
0.71145445
0.77644736
0.79913449
0.68275923
0.73291183
0.81882161
0.77681506
0.8016457
0.73141581
0.75404018
0.78677028
0.77722222
0.72833002
0.75204659
0.75353831
0.68822515
0.71499485
""
0.74583596
0.65826523
0.77240449
0.71911371
0.75662214
0.78840196
0.78216493
0.72902626
0.69154865
0.72235572
0.85557395
0.74414122
0.79642016
0.68515342
0.7994619
0.75899118
0.72588009
0.73261648
0.8046537
0.74762177
0.69740683
0.74518323
""
0.76582617
0.74875891
0.78115392
0.70536494
0.82036829
0.76485509
0.77500904
0.73777628
0.79995042
0.74282449
0.66681415
0.709243
0.74871755
0.78137225
0.76032639
0.7404716
0.74986887
0.74956256
0.72439218
0.74894124
0.80043161
0.74828088
0.70521671
0.75146276
0.66959167
0.69236368
0.77643698
0.71149635
0.69942021
0.78157032
0.77589238
0.77164316
0.77198112
0.77720505
0.77559048
0.77564442
0.7791301
0.77061772
0.78282613
0.77085268
0.77924228
0.73410785
0.79948258
0.79554653
0.79713696
0.78708994
0.60282052
0.77344525
0.74649757
0.76714182
0.73678917
0.74889904
0.7296589
0.77318221
0.82587546
0.75794107
0.81115443
0.71699363
0.76795822
0.7779628
0.71811658
0.80496013
0.72527504
0.73442149
0.69876987
0.71905714
0.74044311
0.74457633
0.7525416
0.75295198
0.78024715
0.77161419
0.7313413
0.78791839
0.80332029
0.71406931
0.75055832
0.74878448
0.71865994
0.7928561
0.79309094
0.77652663
0.7767607
0.69910759
0.71121198
0.7028144
0.79292405
0.7757678
0.751284
0.84045923
0.78760451
0.74492168
0.7132712
""
0.60537511
0.80888051
0.77838069
0.74137598
0.80167025
0.76534837
0.87434727
0.80233437
0.79956084
0.75834167
0.79908156
0.7562626
0.78318691
0.74482816
0.81411028
0.81196469
0.786479
0.79159874
0.79278022
0.75567085
0.79678881
0.79963464
0.66466123
0.79938948
0.79324377
0.83709812
0.77836323
0.80298895
0.81474483
0.64151579
0.79160094
0.78333884
0.78375584
0.80243045
0.72787035
0.8227002
0.83953369
0.79170805
0.82677913
0.80749953
0.81113654
0.83044696
0.79791367
0.8020876
0.7983039
0.7804634
0.8395052
0.78666282
0.80488747
0.77720815
0.77407384
0.75482392
0.72344315
0.8119629
0.79042101
0.79107511
0.77846605
0.79083174
0.75546348
0.76670587
0.68180525
0.68520284
0.78485197
0.77383918
0.78722239
0.72074944
0.72989219
0.78213716
