staytract_hisp_pooled_mean
0.21633004
0.27605754
0.20555744
0.1998919
0.2429882
0.2162891
0.22703765
0.24436617
0.27792782
0.23375683
0.22936401
0.190759
0.1378282
0.28438264
0.2365091
0.24833773
0.21362382
0.20868045
0.2418853
0.31096324
0.20056973
0.17563725
0.22964218
0.2304091
0.20450352
0.20108984
0.28215191
0.19404833
0.16898088
0.27125087
0.24760859
0.21765001
0.17562956
0.16553757
0.22339337
0.19755726
0.35666007
0.2752369
0.28184453
0.38091338
0.20306146
0.31325114
0.32374838
""
0.18325752
0.22182594
0.21124093
0.29434383
0.19762009
0.23928551
0.21475972
0.24122523
0.21249168
0.30833894
0.15365328
0.20659232
0.23140346
0.19096595
0.25543204
0.19602536
0.23473518
0.22142211
0.22251776
0.1760702
0.39063379
0.13315339
""
0.18812531
0.32269552
0.26302329
0.2479597
0.26109728
0.20634289
0.28463307
0.2693378
0.23864701
0.35088953
0.24934448
0.19445208
0.19762146
0.21467791
0.20827468
0.2433777
0.21803233
0.18096288
0.32911631
0.27595225
0.18453227
0.23814265
0.30121759
0.24311021
0.28103933
0.20322745
0.23518692
0.3172068
0.38546085
0.25975183
0.3482216
0.19581363
0.23893772
0.21069649
0.23356558
0.22728379
0.20587927
0.18516383
0.21478891
0.18857361
0.18793379
0.20916489
0.18506478
0.19718768
0.21305928
0.20107344
0.40105963
0.17278124
0.19492312
0.20206839
0.26653922
0.28838173
0.39757338
0.22831792
0.24764499
0.20447043
0.18779498
0.28826985
0.20736206
0.19015156
0.30197287
0.20773561
0.23003504
0.19531432
0.18272842
0.20141251
0.30338848
0.33844286
0.1339712
0.25882944
0.17267472
0.32097235
0.21485569
0.17619394
0.19417025
0.243937
0.25115225
0.23052284
0.22744173
0.1882911
0.24664621
0.17890367
0.26454461
0.2705206
0.23363213
0.21497686
0.27371353
0.16085826
0.20920399
0.19454791
0.18540175
0.27730516
0.18211997
""
0.37216932
0.14057869
0.19206586
0.41217262
0.21542057
0.15725286
0.29821327
0.18851958
0.21220653
0.17457259
0.18098052
0.21999604
0.21772951
0.16641535
0.18824884
0.20622718
0.21375112
0.21223669
0.20291439
0.20812321
0.10795185
0.1555092
0.20656221
0.25150093
0.16423869
0.25446403
0.22132728
0.18928157
0.42652312
0.32354993
0.19418839
0.18747711
0.28990251
0.20434983
0.20560035
0.23330182
0.27402601
0.22027834
0.2433822
0.21091342
0.29874948
0.26980996
0.22761534
0.26503491
0.19366342
0.16282812
0.16759934
0.1411442
0.23371765
0.20889911
0.2130927
0.30109528
0.20414658
0.22495396
0.19436017
0.20721616
0.17849651
0.18395634
0.20049794
0.18144849
0.12331697
0.29992393
0.29622671
0.17486243
0.15749542
0.23114114
0.17397109
0.17233424
0.19724375
0.20810229
0.19185144
0.17322721
0.21304214
0.21842156
0.21756811
0.19570483
0.15792188
0.15111394
0.32780755
0.20439731
0.24241337
0.25306502
