marr_26_pooled_pooled_p75
0.49195316
0.41804248
0.40351692
0.54141903
0.50961667
0.29748452
0.4285793
0.45898068
0.38074437
0.50405037
0.51184487
0.42796174
0.42627013
0.54281127
0.60840076
0.4175446
0.46164203
0.41170657
0.46138632
0.49582186
0.55323243
0.5401786
0.44330654
0.30482635
0.52839303
0.46749273
0.45698553
0.46747628
0.53975374
0.56701386
0.51855499
0.20457065
0.3920553
0.45886341
0.45369813
0.51998383
0.36882773
0.53449494
0.462183
0.51543713
0.37322471
0.48053843
0.32829586
0.16700339
0.39886731
0.41025281
0.54365069
0.50041544
0.38961464
0.46996421
0.33892727
0.45755857
0.26630765
0.4799408
0.4120068
0.47678614
0.35761842
0.4964819
0.42813748
0.25891575
0.43205601
0.46595651
0.41975823
0.48323324
0.49623364
0.36686274
0.49441823
0.2348846
0.16747747
0.34126768
0.33229104
0.44289437
0.38769263
0.37749875
0.35582229
0.47136277
0.3822231
0.3192932
0.39854294
0.32261208
0.35166323
0.23566695
0.4166778
0.40153095
0.25328267
0.22230393
0.20718141
0.32230529
0.3254939
0.28484139
0.52233082
0.33817235
0.34885052
0.3545413
0.26551157
0.27032939
0.31207359
0.3898614
0.35310563
0.40672392
0.50595933
0.43889427
0.37735584
0.34518075
0.37593499
0.4428902
0.31142747
0.35094234
0.31432059
0.38889006
0.37392327
0.39179096
0.47417954
0.48287722
0.47574687
0.5244385
0.45075709
0.47993296
0.471331
0.43091995
0.46647513
0.53720409
0.53157216
0.59945744
0.49116173
0.49423954
0.46570632
0.49987787
0.37996823
0.47732961
0.45541206
0.44439656
0.48801666
0.49370292
0.54365826
0.49934295
0.46778077
0.52156031
0.52551919
0.45454577
0.51331359
0.53312457
0.55369788
0.5516662
0.51527971
0.35795596
0.52640796
0.44715899
0.52933609
0.34445807
0.44231898
0.4271349
0.52528131
0.46473232
0.47110659
0.51402968
0.4737584
0.4400821
0.47163549
0.50230563
0.52083081
0.59791994
0.42865735
0.5109477
0.33648369
0.5583629
0.54207546
0.50865102
0.5077523
0.48821491
0.36646017
0.55982161
0.37119311
0.49922541
0.46368721
0.49710432
0.44109237
0.55757797
0.49238807
0.51355809
0.44973591
0.52946138
0.46403483
0.52752912
0.38405466
0.47086224
0.20751368
0.31433359
0.34289557
0.32788461
0.33282438
0.31156385
0.22394641
0.36089787
0.34100696
0.33443719
0.36629954
0.30600607
0.32677203
0.3556757
0.37688142
0.35345697
0.34415445
0.40316844
0.20336375
0.3768799
0.15081728
0.37969184
0.29966295
0.3298243
0.46416435
0.39002177
0.26473832
0.2616241
0.31944996
0.23999408
0.32931769
0.24950942
0.31534976
0.27902222
0.28682053
0.30928963
0.27470738
0.12399197
0.29485223
0.29990879
0.17213699
0.28584391
0.21017195
0.23648651
0.37529573
0.39682719
0.37531438
0.26663923
0.24398097
0.3440116
0.38652799
0.38662907
0.32959759
0.37210456
0.38277993
0.26080224
0.27104217
0.39278829
0.35688794
0.46497133
0.31223452
0.40202087
0.52978545
0.42403173
0.29184461
0.36994591
0.39076188
0.39279518
0.26296359
0.59530997
0.4587734
0.56132364
0.45839858
0.50685388
0.2513459
0.33129889
0.34717155
0.34744388
0.37911144
0.37457457
0.41544598
0.3980383
0.30995053
0.34589478
0.39708206
0.43439907
0.49390221
0.21301325
0.33050761
0.50467753
0.4695408
0.35910183
0.32244623
0.3627055
0.37849498
0.36950985
0.44345647
0.42303026
0.36370084
0.45828614
0.41569018
0.43255815
0.45297837
0.45580393
0.30989489
0.4098185
0.45147803
0.25016177
0.4460758
0.34707981
0.55683315
0.38932055
0.24243543
0.34359562
0.4488759
0.44562456
0.43062979
0.3391192
0.41087005
0.3776255
0.39512891
0.51703715
0.17824121
0.20840186
0.23884442
0.22192991
0.19997787
0.25797743
