somecoll_black_pooled_mean
0.48866412
0.43195304
0.42572367
0.33729336
""
0.50118607
0.39113274
0.54844666
0.49899223
""
0.68005544
0.54459953
0.44599327
0.35670698
""
0.54605317
0.52474713
0.4039259
0.46716851
0.39360768
0.47455674
""
0.56135911
0.50450134
""
0.4663969
0.43486425
0.55570251
""
""
0.69467765
0.49172604
0.4960725
0.51160705
0.47544771
""
0.57315797
""
0.54587865
0.49870273
0.54359215
0.62465382
0.4631761
0.57303381
0.61025578
0.43949747
""
""
0.5385381
0.5430004
0.4999882
0.40888917
0.57236356
0.4385775
0.49517506
0.3202751
0.53855318
0.44741756
0.7210142
0.43853608
0.54120862
0.52334148
0.54873955
0.48723811
0.59584898
0.34144181
""
""
""
0.69436765
""
""
""
""
0.6622588
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.61619639
""
""
""
""
""
0.65775204
0.55207956
""
0.68111336
0.54523706
""
""
0.54398268
0.48980474
0.48477918
""
""
""
0.33470422
""
""
0.51874608
0.64560199
""
""
""
0.54205412
0.73774755
0.55736929
""
0.46183315
0.39410418
0.50576049
0.65214002
0.59367877
0.70063013
""
""
0.56631273
""
""
0.62496686
0.43025008
0.51161957
""
""
0.37690639
0.56942123
""
0.42482215
""
0.53318423
0.50853384
0.41162723
""
0.60279411
""
""
0.4829478
0.49388883
0.31952679
""
0.62990963
""
0.65787339
""
0.51492554
""
""
""
""
""
0.60373539
""
0.5189594
0.46870995
""
""
0.52049094
""
""
""
0.41788855
""
0.21000656
""
0.43886399
""
0.63872987
""
""
0.71766895
""
""
0.69582528
""
""
0.62297052
""
""
0.67582315
""
0.54316348
0.56005865
""
""
0.63870037
0.63897926
0.76956248
""
""
0.74585736
""
""
0.66094482
""
""
0.71511042
0.76798803
""
0.66583323
0.66501677
""
0.64812541
0.65463281
0.61369431
0.5970695
0.54287052
0.68019897
0.62990701
0.76162392
0.7804029
""
""
""
0.66251302
0.83183676
0.53585756
""
""
""
0.68865621
""
0.68501925
0.80250579
""
0.52579916
""
0.63731974
""
""
""
""
""
""
""
""
""
""
""
""
""
0.62107319
""
0.74914742
""
""
0.6042456
""
""
""
""
""
""
""
""
0.62208533
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.66974747
0.66766042
""
0.67236978
0.61092323
0.53582233
0.91080928
""
0.55023825
0.52164155
0.4489024
0.55022883
0.59178078
0.26218605
0.47434649
0.44608298
0.60582584
0.61996788
""
0.72090673
""
0.55693549
0.54276621
0.50385022
0.26138756
""
0.51619738
0.49343777
0.60915369
""
0.48430422
""
""
""
0.57944465
""
0.25826156
0.61157352
0.56779712
0.54387736
""
0.49389029
0.60610938
0.35067391
""
0.39799303
0.46964756
0.65887058
0.55809659
""
0.46898758
0.43852496
0.47561187
0.56095159
0.58019251
0.72859484
0.45721972
0.58786613
""
0.52051336
0.62810266
0.56795329
0.50751454
0.52360523
0.49246728
0.49484098
0.44092047
0.46724758
0.58922356
0.40212396
0.60735947
0.28043637
0.4208909
0.33846584
""
0.60227609
""
0.51596975
""
0.30315986
""
""
""
0.46517226
""
0.51570529
0.37685686
0.48695299
""
0.51044542
0.31112963
""
0.40331313
0.41971362
0.45740172
0.48488453
0.29883009
""
0.69626564
0.45329523
0.45914331
""
""
0.53931063
0.59756058
0.44418383
0.53464073
