kfr_native_other_pooled_p1
0.27982354
0.22099283
""
0.29380262
0.14245236
0.12087321
0.27670026
""
""
0.14406057
0.27912235
0.29626387
""
0.23019484
0.43114889
""
""
0.2899766
""
0.20801885
0.22893317
0.25559899
0.22948776
0.2097082
0.28120592
""
0.28476375
0.31352165
0.35642999
0.38884637
0.22144885
0.42097071
0.33750719
0.32906577
0.23373014
0.25561556
""
0.31507412
""
""
0.22573479
""
""
""
""
""
0.29639974
0.29653749
0.31665531
0.47489345
0.3939397
0.31778347
0.2669175
""
""
0.24298111
0.11079776
""
""
0.13854238
0.21010986
0.39833933
""
0.35627273
0.26996934
0.27240539
""
""
0.078424104
""
""
""
0.3170583
0.40224478
""
""
0.049170669
0.27540308
""
0.29939413
0.20408122
0.35135666
""
-0.059360176
0.28816578
0.50965232
0.42278415
0.37900376
0.26214865
0.23868528
0.24800012
0.14951901
0.20166224
0.16023222
""
""
0.3605555
0.13077204
0.34199759
0.27514729
0.34663612
0.30352598
0.29754591
0.26814035
0.20337769
0.34174195
0.31406599
0.3261975
0.41754434
0.2647644
0.21550521
0.20591374
0.22776665
""
0.30432349
0.2852672
0.25893003
""
""
""
0.054738916
0.18615942
""
0.16015144
0.38375458
0.3239446
0.29894063
""
""
""
0.30037501
0.23041551
0.35933879
""
0.35162261
0.2504499
0.25927642
0.24580008
""
0.48743784
0.23253249
0.28706431
""
""
0.2947672
""
0.17174041
0.43368021
""
""
0.30648959
0.26993859
0.45620105
""
0.30573079
0.23579566
0.1768726
0.27975205
""
0.047556058
""
""
0.43940535
0.30234227
""
0.34725186
0.25400636
0.40774336
0.26555714
0.30589712
0.26239276
0.35945722
0.26961735
0.33224884
0.27238294
0.31813982
0.22155471
0.24885336
0.31857631
0.39629966
0.33871827
0.39837277
0.25493985
0.2957727
0.30062056
0.28831795
""
0.4272871
0.3101688
""
0.32536361
0.31051391
0.28611231
""
""
0.16091609
0.17181385
0.18240194
0.28365666
0.14309911
0.22765128
0.20982936
0.2171405
0.52338463
0.32076347
0.21270956
0.26572102
0.18306233
0.28673369
0.28904694
0.30843201
0.33523473
""
""
