kfr_stycz_other_pooled_n
53.0
99.0
""
""
23.0
""
""
153.0
""
""
""
""
""
""
""
62.0
42.0
""
""
""
""
44.0
79.0
""
65.0
49.0
30.0
68.0
""
""
""
""
""
""
78.0
62.0
421.0
""
52.0
92.0
53.0
47.0
""
""
422.0
""
""
40.0
264.0
""
156.0
79.0
""
""
""
""
45.0
39.0
86.0
""
46.0
""
81.0
35.0
""
""
""
""
""
1539.0
24.0
""
""
""
336.0
""
""
155.0
117.0
52.0
35.0
""
""
165.0
27.0
""
""
""
21.0
41.0
""
""
""
""
""
21.0
25.0
241.0
140.0
36.0
""
""
21.0
4440.0
177.0
88.0
1097.0
193.0
""
130.0
119.0
""
""
26.0
238.0
28.0
""
""
""
""
""
""
""
""
""
""
45.0
98.0
32.0
""
""
""
""
59.0
""
""
82.0
""
27.0
25.0
25.0
""
""
""
""
48.0
""
""
""
""
""
""
""
71.0
""
""
43.0
37.0
""
""
""
""
""
""
""
""
""
""
39.0
""
390.0
""
""
61.0
""
""
225.0
""
""
""
23.0
""
266.0
49.0
""
""
5242.0
""
54.0
410.0
49.0
21.0
3321.0
52.0
310.0
1322.0
35.0
250.0
80.0
20.0
1133.0
288.0
73.0
28.0
18231.0
186.0
571.0
33.0
158.0
447.0
""
""
957.0
262.0
161.0
6012.0
650.0
""
3628.0
5044.0
91.0
4150.0
6968.0
2324.0
1750.0
389.0
3039.0
605.0
4152.0
423.0
345.0
""
89.0
2186.0
950.0
1104.0
228.0
98.0
""
468.0
98.0
1660.0
434.0
214.0
746.0
""
1289.0
""
""
""
302.0
95.0
""
""
""
""
""
""
""
22.0
979.0
""
281.0
""
23.0
1481.0
57.0
33.0
""
""
""
""
""
""
883.0
""
""
""
29.0
246.0
""
""
22.0
117.0
""
""
29.0
39.0
23.0
""
""
26.0
""
""
""
145.0
""
""
""
""
""
""
""
""
45.0
""
185.0
""
818.0
952.0
134.0
172.0
882.0
509.0
109.0
121.0
226.0
568.0
180.0
620.0
179.0
""
282.0
""
618.0
2146.0
""
131.0
85.0
279.0
138.0
45.0
""
""
1278.0
499.0
62.0
""
32.0
""
""
""
""
""
""
139.0
52.0
1300.0
20.0
86.0
32.0
""
""
217.0
343.0
190.0
27.0
""
""
203.0
204.0
83.0
1896.0
73.0
45.0
443.0
25.0
1442.0
356.0
1000.0
361.0
972.0
410.0
43.0
95.0
209.0
230.0
238.0
531.0
30.0
22.0
""
""
391.0
30.0
50.0
""
""
""
""
""
""
""
41.0
52.0
""
""
86.0
""
""
""
22.0
""
23.0
""
""
73.0
""
53.0
31.0
""
258.0
73.0
21.0
165.0
71.0
""
438.0
""
674.0
""
""
153.0
""
70.0
""
""
""
""
""
1033.0
""
""
61.0
107.0
""
""
31.0
""
""
""
""
118.0
47.0
58.0
""
746.0
""
""
47.0
32.0
""
""
773.0
""
99.0
""
""
""
""
""
162.0
168.0
""
21.0
""
""
""
""
""
20.0
""
""
""
""
143.0
""
""
80.0
""
""
""
""
""
""
""
""
""
""
""
""
""
299.0
78.0
""
""
78.0
22.0
""
""
""
24.0
""
""
""
""
""
357.0
62.0
""
""
""
32.0
""
""
""
""
""
""
""
""
""
28.0
21.0
""
""
""
42.0
""
""
""
""
52.0
37.0
29.0
""
""
21.0
""
""
""
51.0
""
""
""
""
2553.0
18053.0
765.0
2322.0
454.0
""
95.0
""
""
46.0
""
""
33.0
85.0
""
""
""
215.0
""
""
""
""
""
79.0
""
""
25.0
""
""
""
""
165.0
31.0
""
""
""
""
26.0
65.0
""
""
29.0
""
""
""
58.0
""
""
72.0
""
""
38.0
""
24.0
""
""
""
169.0
""
""
""
22.0
22.0
5004.0
""
""
69.0
""
""
1175.0
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
48.0
""
41.0
""
25.0
23.0
""
""
463.0
111.0
82.0
52.0
759.0
73.0
""
33.0
""
""
""
202.0
130.0
106.0
28.0
238.0
""
""
""
25.0
""
""
""
""
25.0
""
40.0
215.0
""
""
""
""
""
""
""
""
181.0
358.0
""
156.0
""
""
""
""
53.0
90.0
""
68.0
""
""
""
""
""
47.0
546.0
30.0
324.0
""
""
458.0
56.0
""
""
34.0
""
""
21.0
127.0
""
""
""
""
26.0
""
""
90.0
""
172.0
""
78.0
""
""
""
27.0
48.0
""
152.0
56.0
20.0
92.0
34.0
86.0
23.0
20.0
""
""
20.0
""
108.0
""
40.0
""
390.0
106.0
28.0
115.0
1134.0
28.0
""
44.0
75.0
23.0
45.0
""
27.0
""
""
""
""
""
""
106.0
""
""
21.0
23.0
""
""
285.0
""
29.0
""
21.0
22.0
""
""
79.0
""
""
157.0
""
86.0
27.0
""
41.0
""
86.0
""
""
24.0
""
""
""
""
""
20.0
110.0
""
""
""
""
""
""
""
""
""
30.0
""
""
""
""
""
25.0
""
34.0
""
""
""
40.0
""
53.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
72.0
""
""
""
46.0
178.0
""
""
""
""
""
""
27.0
""
""
""
""
""
25.0
""
""
""
""
""
""
374.0
91.0
""
""
""
226.0
""
""
44.0
24.0
