work_26_black_male_p25_se
0.024109382
0.019637471
0.022842815
0.041492261
0.12845816
0.022710044
0.023032287
0.01463702
0.019392144
0.081299648
0.041067623
0.032005448
0.020158608
0.063867241
0.07544557
0.025399458
0.027357059
0.03200395
0.034846507
0.034145612
0.036585759
0.09643095
0.021293566
0.014658207
0.07562682
0.021820908
0.022454401
0.020286068
0.051780701
0.086932302
0.048977759
0.025196245
0.023919672
0.030288041
0.014880041
0.06818977
0.0050386474
0.063756973
0.027082961
0.038247213
0.016925151
0.027939469
0.02603725
0.020643145
0.011630609
0.023735629
0.070155285
0.067449637
0.0069311829
0.027327677
0.0076064137
0.022693111
0.029323602
0.026025718
0.023624551
0.040574841
0.016699385
0.044640068
0.025828058
0.023779823
0.01601992
0.022780666
0.010955713
0.046530627
0.029538766
0.027940005
""
""
""
0.020835618
""
""
""
""
0.033345237
""
""
""
""
""
""
""
""
0.0880474
""
""
""
""
""
""
""
""
""
""
""
""
""
0.03173941
0.062319618
""
""
""
""
0.0079948679
0.055037919
0.10713514
0.017608669
0.041597839
""
0.10613206
0.044263605
0.03003265
0.033577975
""
0.04518928
""
0.041038938
0.067405865
""
0.025689159
0.027434306
""
""
0.08470992
0.030347886
0.05092575
0.032758918
0.056673512
0.015468746
0.027588036
0.05001796
0.024424033
0.033474229
0.029531347
""
""
0.028142743
""
""
0.030079214
0.03836925
0.03269152
0.079789922
""
0.048281834
0.011712763
""
0.051029731
""
0.032240182
0.043102369
0.048663549
""
0.03080995
""
""
0.022375533
0.017456174
0.030886024
""
0.038068533
""
0.022722354
""
0.021324428
""
0.053055737
""
0.054008942
0.1028854
0.0070272703
""
0.022211896
0.04714714
""
""
0.027340058
0.071193323
""
""
0.021045778
""
0.047908396
0.057118759
0.053721037
""
0.0069144908
""
""
0.058913261
""
""
0.010326712
""
0.12907793
0.014293719
""
0.1167107
0.042054009
""
0.015219873
0.036401212
""
""
0.0033608361
0.04773622
0.037778541
""
0.089299902
0.026427835
""
""
0.026281839
0.074217439
""
0.013272593
0.078921579
""
0.0089771561
0.0085541559
0.095027737
0.0071305786
0.0074552787
0.013452537
0.014347596
0.03533316
0.01812719
0.026877774
0.015074008
0.058572423
0.095345438
""
0.10501286
0.012414012
0.038021669
0.02526121
0.055704255
0.1296791
""
0.035432078
""
0.025503905
0.038332742
0.050539743
0.018590234
""
0.011875745
""
""
""
0.058875814
0.12577853
""
""
""
""
""
""
""
""
0.01008723
""
0.082465731
""
""
0.012646929
""
""
""
""
""
""
""
""
0.033956166
""
""
""
""
0.06727019
""
""
""
0.066143245
""
""
""
""
""
""
""
""
""
""
""
0.041253768
""
""
""
""
""
""
""
""
""
""
0.07714057
""
0.010035982
0.009925494
0.07623592
0.034196157
0.010664384
0.026231
0.082113989
0.070522763
0.014936535
0.0090624858
0.015634874
0.0047636004
0.012766169
0.058023863
0.017825248
0.047679879
0.01267865
0.0041392469
0.080564678
0.027154857
0.047059916
0.020214619
