kir_top01_pooled_male_p25_se
0.010061882
0.0026485643
0.0026603711
0.0043113874
0.0036176585
0.0071489085
0.0022690524
0.0071261851
0.0027868014
0.0025092124
0.0030896224
0.0025430573
0.0043328423
0.0045268671
0.0031474112
0.0032540073
0.0030050036
0.0033312528
0.0061356225
0.0035101634
0.0058319452
0.003729441
0.0031563856
0.0050166971
0.0054457812
0.0024496715
0.0033630903
0.0040415912
0.0037049751
0.0051921559
0.016947044
0.0032855631
0.0034003863
0.0017086394
0.017848175
0.0065531838
0.0065308679
0.0042868224
0.025531866
0.0026722252
0.0015357767
0.0064881551
0.0040481128
0.0025873154
0.0038928606
0.0054006395
0.004296477
0.0029916728
0.0042265342
0.0079840543
0.0039760871
0.0023790093
0.0065730847
0.0024872748
0.0027410525
0.0021065907
0.0070624594
0.0037912861
0.0034440684
0.0076127541
0.0027780337
0.0021631611
0.003329955
0.0070835869
0.002157666
0.0078664673
0.0018119839
0.0058909049
0.002992009
0.0053016027
0.002610944
0.0046535539
0.0019596978
0.0017380057
0.0048902491
0.0037172846
0.020611899
0.0045674108
0.003688036
0.0018715122
0.0051660063
0.0041678585
0.0014307217
0.0042681214
0.0062237615
0.0033912992
0.0049319514
0.0046963128
0.0040615485
0.0029550761
0.0027358884
0.0018302219
0.0019721235
0.0041083489
0.002042718
0.0024859533
0.010805119
0.022972045
0.0036753665
0.0059816116
0.0025578926
0.003083454
0.0018545593
0.0066874647
0.0037373004
""
0.0035020022
0.0027274995
0.0015492329
0.002519473
0.0022693949
0.0045921193
0.0017332108
0.012396113
0.0049051349
0.025733154
0.0084391115
0.0035050372
0.0032883571
0.0037303749
0.0059684333
0.0022928086
0.0029786641
0.00499589
0.0037348452
0.0029556344
0.0044382853
0.0049453094
0.0098167146
0.0024234117
0.0040121693
0.0087839225
0.0041206419
0.0070663844
0.0053876275
0.015198085
0.0023793434
0.020649552
0.0026515815
0.012442947
0.002607781
0.0071490058
0.0070362641
0.0030628897
0.0049370104
0.007522298
0.0084919725
0.0087932469
0.0030607488
0.0034294662
0.0035871898
0.0067202337
0.0075794416
0.0062009636
0.0047943583
0.0026824526
0.011246364
0.027631314
0.0085483231
0.0028046439
0.0082220426
0.0087286411
0.0042902227
0.0043051103
0.0019737419
0.0037329583
0.0045490731
0.0038605977
0.032947566
0.0076237633
0.0052660676
0.0063284468
0.0046416554
0.0050348621
0.0031161243
0.0039135343
0.0025093649
0.0025719511
0.0026721635
0.0053335321
0.0054065133
0.0033970235
0.0053759958
0.0022397339
0.0034976888
0.0042970055
0.011783605
0.01248553
0.0062838406
0.0035966064
0.0053857206
0.0057099569
0.004339769
0.0047865906
0.013588703
0.026968708
0.016120624
0.0045365533
0.013185772
0.030319087
0.0056346613
0.0064409487
0.0054379874
0.0049778065
0.0040969215
