kfr_26_white_male_n
2201.0
5579.0
607.0
621.0
2073.0
84.0
589.0
4304.0
1016.0
826.0
1426.0
304.0
649.0
468.0
545.0
1682.0
1977.0
291.0
227.0
1331.0
391.0
3237.0
1940.0
828.0
2166.0
2670.0
1080.0
3679.0
670.0
1077.0
966.0
94.0
217.0
537.0
3272.0
1923.0
17432.0
496.0
3258.0
1261.0
2973.0
2555.0
121.0
148.0
8764.0
468.0
1023.0
3369.0
11175.0
545.0
5859.0
4667.0
130.0
420.0
697.0
679.0
1554.0
2679.0
6571.0
76.0
2485.0
1400.0
4561.0
2373.0
378.0
150.0
981.0
""
""
9884.0
37.0
""
53.0
""
3418.0
26.0
29.0
1145.0
1411.0
407.0
385.0
""
""
1900.0
49.0
41.0
""
46.0
98.0
335.0
""
127.0
174.0
39.0
""
41.0
260.0
3198.0
3191.0
1285.0
787.0
229.0
278.0
85871.0
5853.0
1651.0
21027.0
4170.0
232.0
5774.0
2517.0
629.0
684.0
1528.0
6505.0
1543.0
336.0
138.0
961.0
272.0
737.0
783.0
1085.0
314.0
724.0
809.0
3091.0
2500.0
1427.0
669.0
228.0
383.0
639.0
3502.0
741.0
484.0
3392.0
696.0
1741.0
716.0
1310.0
415.0
1779.0
353.0
554.0
2037.0
930.0
170.0
743.0
183.0
344.0
397.0
958.0
2819.0
579.0
505.0
1485.0
1597.0
279.0
300.0
323.0
399.0
845.0
386.0
447.0
373.0
1004.0
863.0
2292.0
262.0
11385.0
854.0
536.0
4116.0
404.0
276.0
4892.0
515.0
632.0
434.0
1531.0
751.0
5752.0
2835.0
210.0
705.0
23182.0
24.0
1166.0
6903.0
1096.0
379.0
23866.0
990.0
6578.0
14567.0
841.0
4162.0
1308.0
599.0
16819.0
2816.0
1485.0
1012.0
99737.0
2897.0
6329.0
646.0
2760.0
4786.0
285.0
167.0
6600.0
3777.0
3945.0
54982.0
10571.0
504.0
35117.0
32078.0
1375.0
37555.0
56780.0
5746.0
13387.0
7822.0
11766.0
8596.0
28896.0
6217.0
7065.0
79.0
1686.0
10707.0
14071.0
13062.0
2714.0
2306.0
215.0
7665.0
2028.0
20300.0
4186.0
2275.0
12458.0
440.0
22337.0
272.0
164.0
192.0
9356.0
2512.0
616.0
40.0
302.0
123.0
30.0
116.0
166.0
1159.0
10899.0
""
8805.0
451.0
1153.0
22481.0
1885.0
1873.0
158.0
108.0
415.0
""
195.0
33.0
24138.0
58.0
344.0
239.0
1761.0
10870.0
407.0
187.0
929.0
5565.0
""
854.0
893.0
1539.0
1094.0
611.0
136.0
735.0
215.0
285.0
532.0
3853.0
359.0
412.0
319.0
103.0
""
71.0
134.0
171.0
1117.0
272.0
6709.0
530.0
22431.0
24453.0
7366.0
5591.0
23211.0
9760.0
5507.0
4501.0
4468.0
15180.0
4888.0
3004.0
5663.0
938.0
6899.0
906.0
18148.0
33129.0
422.0
5398.0
4356.0
7817.0
5923.0
1883.0
673.0
360.0
24371.0
10387.0
2242.0
270.0
761.0
519.0
216.0
389.0
304.0
500.0
703.0
5357.0
2364.0
28097.0
732.0
3956.0
1442.0
325.0
209.0
7350.0
14494.0
6186.0
1160.0
200.0
421.0
8887.0
8323.0
4556.0
17225.0
2519.0
2643.0
7839.0
1371.0
23399.0
5855.0
27117.0
13396.0
27041.0
15410.0
1935.0
5710.0
6821.0
6068.0
11098.0
15371.0
1332.0
1310.0
562.0
392.0
15511.0
1008.0
1672.0
793.0
545.0
161.0
338.0
44.0
945.0
597.0
1811.0
3245.0
579.0
581.0
3698.0
341.0
406.0
420.0
1118.0
1296.0
510.0
689.0
39.0
1829.0
244.0
3461.0
2460.0
244.0
6042.0
605.0
894.0
6557.0
2071.0
47.0
5473.0
175.0
18234.0
1062.0
1139.0
4860.0
475.0
3596.0
386.0
557.0
555.0
750.0
587.0
