kfr_black_pooled_mean
0.35532582
0.28945032
0.32584032
0.41822961
0.45723367
0.2892538
0.26594597
0.22279537
0.35699859
0.33727556
0.37837365
0.33048585
0.32050118
""
0.3400875
0.31089157
0.4195601
0.29971635
0.42019266
0.4206416
0.44425505
0.34695566
0.3532548
0.28819659
""
0.2549504
""
0.25044739
0.28302589
""
0.35154307
0.31140432
""
0.24062793
""
""
""
""
""
0.33536896
0.27842218
""
0.30209041
0.34021607
0.33160412
0.30410972
0.30470303
0.31702
0.31730914
0.31823173
0.33755764
0.29951191
0.46983895
0.35836458
0.32260928
0.28260475
""
""
""
""
""
""
""
""
""
0.35373959
0.32911015
0.32683286
0.29706627
0.31206736
0.31342387
0.34902519
0.27638698
0.34033766
0.25625151
0.33464447
0.32349038
0.31538039
0.29620141
0.34177136
0.30541468
0.30214992
0.3884688
0.31043088
0.33221364
0.3860305
0.33856174
0.31113324
0.34230351
""
0.34628078
0.38214782
0.3488749
0.38907748
0.37041107
0.28966522
""
0.36126408
0.40911293
0.19671363
0.33515504
""
0.38419318
""
0.31675786
""
0.30899221
0.34636799
0.33094153
0.33553872
0.33287716
0.34486407
0.30227321
0.35532904
0.33440074
""
""
""
0.35567591
0.25423279
0.21460928
0.31635636
0.34394261
""
""
0.37598655
0.32562405
0.37905249
0.35300139
0.30331129
0.33189371
0.31544337
0.39244488
0.39593533
0.44240063
0.32590336
0.3631759
0.33851135
0.36951539
0.36144856
0.33048984
0.41248479
0.3450411
0.3685278
0.37728146
""
0.30754766
""
0.37535688
0.39305198
""
""
""
0.34374288
0.36081004
0.37411562
""
""
""
0.28131101
0.24903198
0.34119931
0.49192533
0.41880798
0.31316999
0.34870771
0.33092102
0.30951881
""
0.37984461
0.37710938
0.31625727
0.4105911
0.3951391
0.29176635
0.34433928
0.37550175
0.37084091
0.32259172
0.33024386
0.35032931
0.35822996
0.25415134
0.34465355
0.31447035
0.33713478
0.34501562
""
0.29878885
0.30167004
0.26264006
0.31924999
0.26966238
""
""
""
""
0.30736929
""
""
0.31453678
0.3447516
0.27254042
0.38277957
0.32021371
0.4198207
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.35702801
""
""
0.39386553
0.33197293
0.45706871
0.31610578
""
0.33115697
0.29826647
0.36509907
0.3297053
0.36876246
0.36939529
0.31310803
0.3213675
0.33144945
0.35520431
0.32302532
0.3349925
0.3716704
0.32192391
0.28457889
0.30004272
0.34355628
0.30694392
0.33770147
0.31230986
0.33194703
0.32075429
0.305628
0.32264891
""
""
""
""
""
""
""
""
0.32319444
""
""
""
""
""
0.34961075
0.29865775
""
0.33480445
0.34724715
0.30562723
0.37699786
0.40258402
