married_pooled_female_p10
0.23786901
0.30554271
0.15279345
0.2612721
0.48321053
0.071054295
0.13727261
0.2533533
0.099371843
0.35326108
0.3339456
0.22122297
0.17619629
0.35587114
0.45261416
0.30403855
0.33571884
0.20743185
0.10447057
0.33232445
0.28224295
0.45244515
0.28356338
0.099327736
0.42829978
0.24617428
0.17097403
0.29574528
0.45163706
0.41694617
0.38562563
0.071012095
0.10351321
0.1852017
0.20862831
0.4426184
0.11632773
0.3769528
0.37029892
0.33757684
0.18774529
0.34985375
0.05673787
0.093277074
0.25560945
0.1308732
0.46873006
0.39790526
0.156939
0.11650254
0.073426329
0.30752778
0.062856741
0.10531016
0.144548
0.27926365
0.1650224
0.40045506
0.37604004
0.032701109
0.18380323
0.19110209
0.16471007
0.36432028
0.28342
0.065177135
0.46424943
0.10790576
0.36129159
0.26741433
0.19928762
0.32138488
0.030049626
0.18868162
0.31352457
0.32586536
0.060990367
0.24792254
0.34959093
0.42634773
0.3023265
0.12192647
0.040443502
0.34384996
0.093879029
0.22610231
0.063719027
0.45967922
0.11660491
0.34393954
""
0.41599673
0.31217819
0.28964669
""
0.15459844
0.27894622
0.35320541
0.31157771
0.33373445
0.33207917
0.44898579
0.29568857
0.29505146
0.34234372
0.30250537
0.27924567
0.2823101
0.30918038
0.42153585
0.32771072
0.17690295
0.23741142
0.47599092
0.4563126
0.47700626
0.25959468
0.35209638
0.46780112
0.12178512
0.27377933
0.37419355
0.5228411
0.31189466
0.17734344
0.41510069
0.39757213
0.38819757
0.10870041
0.24984552
0.18817094
0.15505037
0.2354802
0.39471117
0.51272941
0.49680412
0.34134549
0.46990648
0.4223873
0.19910049
0.36932382
0.31003812
0.46490651
0.45714039
0.25487942
0.13115509
0.40865022
0.18066561
0.44266984
0.13536189
0.22401486
0.3288424
0.38437083
0.33867759
0.58507359
0.46775723
0.23530434
0.16736719
0.20448221
0.52589172
0.25279027
0.62793487
0.19364005
0.51566988
0.084487833
0.50485897
0.35720658
0.48819771
0.41600305
0.49313626
0.16152179
0.44449562
0.15073514
0.35562313
0.49266914
0.64377826
0.31521732
0.40488517
0.50786853
0.59079117
0.17667347
0.53110069
0.41426739
0.48525786
0.2183035
0.40078214
0.30335101
0.17239393
0.48889098
0.40025318
0.40062177
0.35777855
0.3112869
0.37577516
0.47185457
0.30717072
0.37427419
0.35034046
0.2928344
0.31111738
0.34059846
0.32255369
0.40075517
0.45749283
0.30837262
0.33424038
0.34204513
0.54727125
0.36887163
0.36559027
0.43722397
0.41812009
0.31777531
0.39340195
0.47541729
0.38428909
0.44497722
0.43955877
0.33421382
0.33443859
0.34181488
0.33399418
0.35008156
0.36391887
0.3346408
0.40639517
0.34396935
0.35195091
0.36328518
0.33774236
0.42327118
0.27352259
0.44533053
0.29774234
0.37200072
0.36780372
0.40917984
0.4020015
0.52414823
0.33043608
0.44553709
0.35311207
0.3689113
0.42794994
0.29864648
0.34050936
0.32823026
0.45454633
0.69431925
0.46831968
0.38572246
0.45942476
0.44010663
0.70341796
0.48278993
0.55634934
0.24232735
0.4069865
0.46810082
0.51459646
0.23399708
0.56194901
0.42568597
0.45522642
0.51331472
0.35126346
0.48291242
0.4003658
0.41899225
0.42800349
0.4874773
""
0.44383115
0.69755048
0.38517031
0.47971162
0.51865512
0.37279931
0.46592593
0.40141752
