kfr_stycz_black_male_mean
""
0.25421694
0.18939351
""
0.39565563
0.29089838
""
""
0.33965594
0.30185124
0.28904289
0.3318584
0.32365119
""
0.30185106
""
""
0.29002422
""
0.42080882
""
0.25619146
0.32156703
""
""
""
""
""
""
""
""
0.23509389
""
0.212694
""
""
""
""
""
""
0.21373601
""
""
0.27391413
0.26381782
""
0.27805102
0.33019805
0.37007374
0.33755407
0.27924553
0.25654852
""
""
""
0.22309265
""
""
""
""
""
""
""
""
""
0.29134002
0.25639006
0.28059566
0.25082007
""
0.34124118
0.33914936
0.23496118
0.34945327
""
0.26904199
""
0.28427526
0.26473948
0.28974545
0.27133524
0.2764264
0.27506122
0.26215109
0.28615224
0.24190243
0.21878736
0.28338248
""
""
0.31716302
""
""
0.3473388
0.35070282
""
""
""
0.33363816
""
""
""
0.37196994
""
""
""
0.26772815
0.29718736
0.31189469
0.34927753
0.30012345
0.26037678
0.2762526
0.33323273
0.28957731
""
""
""
""
""
""
0.25254619
""
""
""
""
""
0.40377766
""
""
0.31436259
0.24522488
""
0.48992643
""
""
0.32246336
""
0.35356775
0.3468276
0.30126363
0.40248168
0.37281081
0.31775519
""
""
""
""
""
""
""
""
""
""
""
0.39841968
""
""
""
0.1767557
0.14952672
""
""
0.2881127
0.22351107
0.32093289
0.26727274
0.28213984
""
""
0.33558226
0.22474432
0.29700708
""
0.22554594
""
""
""
""
0.21707016
0.28078541
0.31286091
""
0.2612536
0.26519111
""
0.30904445
""
""
0.2308394
""
0.26485536
""
""
""
""
""
0.34574133
""
""
""
0.30943713
""
0.30951169
0.29464981
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.38678256
""
""
""
""
""
0.22404271
0.25225994
0.24974665
0.31835163
0.24183124
0.21832347
""
0.33243108
0.33562908
0.24421063
""
0.25806579
0.28212631
0.2357928
0.24260379
""
0.21948379
0.25019383
0.27586254
""
0.19227235
0.26978269
0.27301201
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.32880354
""
""
0.31643856
0.25282857
0.26827103
""
""
0.27414539
0.36601582
""
0.32552156
""
0.19926892
0.30804625
0.28566894
0.23445091
0.43413386
0.30446225
""
""
0.28489262
0.25774404
""
0.29367059
0.25735199
""
""
""
""
0.20901968
0.27128389
0.27419522
""
0.28307071
0.24501792
0.34205711
0.32045919
0.21419963
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.27266708
""
""
0.32602251
0.32586455
""
""
""
""
0.26159313
""
""
""
""
""
0.2577025
""
0.26478636
0.27823931
""
""
0.30144358
0.27081496
0.28967008
0.30597895
0.28790882
0.31190735
0.28884134
0.32436195
0.32198688
0.29394233
0.27383086
0.25977784
0.29884154
0.27448353
""
""
""
""
0.26793912
0.26820979
""
0.26238292
0.24047582
0.25560361
0.33305731
0.28158477
0.25996983
0.28707096
0.19571513
0.2296382
0.26573116
0.26607519
""
0.34054834
0.20496057
""
""
""
""
""
""
""
0.32274809
""
""
""
""
""
0.30613452
0.23429036
0.24583857
0.26248729
0.25190675
0.27485469
0.32802689
0.30143133
0.31030384
0.27148157
