kir_white_male_p75_se
0.034373015
0.049733952
0.029055437
0.022456616
0.017577615
0.03202834
0.035341494
0.032454852
0.019562159
0.028282655
0.040337361
0.052080665
0.038789783
0.052226115
0.023897506
0.031116689
0.025424004
0.053647868
0.017952371
0.018665032
0.017244549
0.018946072
0.020938024
0.037331589
0.031269133
0.032233857
0.045719046
0.042207096
0.024271708
0.032187842
0.019888012
0.027292803
0.02999253
0.031262845
0.036441121
0.031910513
0.046627149
0.032099973
0.070153981
0.033751789
0.035265129
0.03129952
0.034128904
0.03666582
0.11025878
0.074354008
0.065964922
0.04525255
0.057549801
0.045293402
0.043444
0.036267221
0.059321869
0.036937315
0.026333621
0.036206763
0.032605708
0.025193656
0.044272278
0.037145939
0.03972201
0.033563722
0.032686252
0.023124907
0.025827592
""
0.065789826
0.056362767
0.046824917
0.044076797
0.04272934
0.053514846
0.060865182
0.043163698
0.056110188
0.067876995
0.075564571
0.047610015
0.082685009
0.079122096
""
0.24904789
0.033863507
0.082161762
0.031445481
0.023488581
0.020354996
0.037924241
0.032586128
0.055382732
0.037937701
0.03034086
0.034701087
0.022107113
0.024106799
0.028399188
0.12781122
0.030916769
0.032661602
0.037429888
0.041172326
0.032016005
0.022543056
0.027963646
0.033639383
""
0.04493583
0.037749611
0.047990475
0.036888205
0.037911925
0.17727049
0.03442831
0.038991746
0.034056552
0.071585789
0.04925029
0.033921171
0.038532447
0.04408652
0.042598218
0.032337636
0.029995108
0.043501448
0.039149012
0.032450125
0.029725663
0.043417234
0.047217619
0.035812117
""
0.028632069
0.043158777
0.085383072
0.047350187
0.068961665
0.034666982
0.080703437
0.044687632
0.030223038
0.030751383
0.066747054
0.082383528
0.039106019
0.046300251
0.046290468
0.055650912
0.054138646
0.038472448
0.04161562
0.04028099
0.082318977
0.061259981
0.035714369
0.049714088
0.046225123
0.080423303
0.055331953
0.043429952
0.064767018
0.042602383
0.041405413
0.017036136
0.01909413
0.046184529
0.042468481
0.047215518
0.11496221
0.036479257
0.02794932
0.034882087
0.026838031
0.024786677
0.024261311
0.03231534
0.04756996
0.034725558
0.036681078
0.037942674
0.1000936
0.05591869
0.054113064
0.060709033
0.052186031
0.074766837
0.046598781
0.076325409
0.042947628
0.037582986
0.043637224
0.041120052
0.035438377
0.067292593
0.040348772
0.032282542
0.046359655
0.056657206
0.064955384
0.063859202
0.051314566
0.047595691
0.059505507
0.071100712
0.04945492
0.040654641
0.093953386
0.085145012
0.032806333
0.030896362
0.030920625
0.034343529
0.039241232
0.035896961
0.034229677
0.029244637
0.021941492
0.027743414
0.037587967
0.054566678
0.038815077
0.043716915
0.049213953
0.032978944
0.043334477
0.039806385
0.019957889
0.0365589
0.046805378
0.050686453
0.028195137
0.041623838
0.047202766
0.036782231
0.028576512
0.036493756
0.037172657
0.046131916
0.033734262
0.038174681
0.025119767
0.040675472
0.048339188
0.041090664
""
""
0.057411741
0.027677784
0.037736315
0.048460294
""
0.074489281
0.058846049
""
0.079195745
0.042501569
0.060753722
0.036913287
0.036722712
0.045258116
0.036278419
0.037824128
0.053917304
0.049534678
0.03862983
0.045850951
0.039145011
0.040658366
0.046375003
0.023745799
0.034348115
0.040003281
0.026030812
0.035985239
0.028266285
0.02725598
0.025102982
0.030750351
0.024225915
0.034827475
0.026798993
0.026321722
0.057328474
0.035375722
0.039165195
0.035371441
0.030804384
0.062048413
0.049824815
0.0571713
0.03383787
0.11198078
0.035866208
0.060338926
0.13290125
0.032416757
0.07832066
0.071139053
0.12273544
0.12751333
0.071200669
0.10789061
0.025259018
0.050073937
0.074452005
0.061797556
0.064874686
0.051148236
0.036892425
0.041608527
0.039033204
0.023763556
0.020064563
0.029003194
0.025370212
0.037077818
0.037220933
0.039403506
0.052677333
0.034400828
0.038651157
0.040742472
0.071992241
0.05269118
0.038779721
0.03484688
0.036728788
0.046160106
0.040339615
0.037277941
0.047292169
0.043304794
0.044269588
0.050065611
0.040567525
0.054065838
