staytract_pooled_female_n
2814.0
6570.0
1269.0
854.0
2229.0
487.0
1152.0
6229.0
1872.0
892.0
1682.0
687.0
1372.0
481.0
572.0
2370.0
2496.0
656.0
410.0
1627.0
567.0
3439.0
2931.0
2485.0
2520.0
3534.0
1683.0
4750.0
717.0
1180.0
1104.0
502.0
747.0
873.0
4655.0
2237.0
32493.0
529.0
3737.0
1699.0
4419.0
3029.0
716.0
1057.0
12793.0
1092.0
1017.0
3753.0
19353.0
890.0
12572.0
5503.0
545.0
899.0
1293.0
844.0
2696.0
2873.0
7332.0
523.0
4012.0
1944.0
7292.0
2733.0
635.0
536.0
945.0
67.0
72.0
14139.0
378.0
27.0
47.0
84.0
4681.0
41.0
65.0
1485.0
1607.0
590.0
606.0
218.0
44.0
2067.0
246.0
172.0
179.0
50.0
169.0
396.0
""
159.0
199.0
55.0
""
177.0
1441.0
5798.0
5275.0
1805.0
1363.0
346.0
478.0
129764.0
7095.0
3418.0
36421.0
6927.0
1980.0
6743.0
6801.0
1074.0
1088.0
1621.0
7601.0
1509.0
535.0
194.0
1157.0
715.0
1002.0
776.0
1114.0
392.0
1074.0
994.0
3466.0
2921.0
3009.0
860.0
352.0
890.0
865.0
3883.0
781.0
508.0
4103.0
663.0
1834.0
1081.0
1496.0
614.0
1781.0
403.0
737.0
4603.0
1010.0
252.0
689.0
509.0
482.0
543.0
975.0
3127.0
582.0
500.0
2213.0
2811.0
539.0
280.0
468.0
399.0
1437.0
401.0
1304.0
409.0
1104.0
829.0
2649.0
281.0
19047.0
820.0
1300.0
4406.0
411.0
315.0
6147.0
653.0
702.0
450.0
2391.0
754.0
7119.0
3132.0
333.0
810.0
59629.0
46.0
1393.0
8815.0
1291.0
735.0
44139.0
1293.0
7560.0
36837.0
1335.0
4982.0
8424.0
776.0
34118.0
6445.0
1817.0
1194.0
362074.0
6427.0
8412.0
735.0
3497.0
11441.0
350.0
179.0
18089.0
5579.0
4347.0
110820.0
13382.0
554.0
77125.0
56988.0
3133.0
90217.0
115065.0
23974.0
28690.0
10503.0
29571.0
16322.0
68509.0
10991.0
8227.0
76.0
1989.0
22813.0
19313.0
23845.0
4657.0
2880.0
260.0
18195.0
2284.0
37136.0
7433.0
3528.0
20524.0
797.0
30187.0
334.0
192.0
290.0
11471.0
2903.0
688.0
39.0
298.0
264.0
54.0
180.0
146.0
1364.0
24637.0
31.0
9991.0
534.0
1193.0
30404.0
2233.0
2302.0
170.0
86.0
484.0
""
318.0
33.0
29264.0
83.0
370.0
358.0
2001.0
12310.0
728.0
223.0
1089.0
6462.0
""
885.0
1112.0
1833.0
1526.0
1154.0
131.0
790.0
250.0
391.0
745.0
7085.0
364.0
629.0
306.0
160.0
23.0
73.0
144.0
165.0
1118.0
291.0
9672.0
602.0
33231.0
34576.0
7956.0
6496.0
31754.0
11879.0
6083.0
4983.0
6616.0
22781.0
6644.0
23129.0
8793.0
1127.0
8705.0
1055.0
23214.0
71057.0
511.0
6358.0
4916.0
9822.0
8800.0
2493.0
1012.0
419.0
41454.0
15447.0
2701.0
332.0
2200.0
605.0
305.0
512.0
430.0
819.0
1449.0
6553.0
3591.0
47403.0
743.0
5122.0
1979.0
636.0
245.0
9780.0
19455.0
10017.0
1491.0
240.0
692.0
11693.0
11174.0
5336.0
96138.0
3460.0
3046.0
10049.0
1878.0
46959.0
11339.0
45923.0
16025.0
35786.0
23049.0
2788.0
6631.0
10413.0
6885.0
13198.0
22028.0
1676.0
1632.0
827.0
535.0
20342.0
1117.0
1887.0
941.0
814.0
217.0
512.0
87.0
1821.0
661.0
2293.0
3795.0
972.0
691.0
7919.0
494.0
415.0
785.0
1365.0
2033.0
1189.0
970.0
98.0
2465.0
357.0
4504.0
2648.0
338.0
12010.0
1535.0
1001.0
7250.0
3875.0
132.0
15940.0
314.0
27288.0
1654.0
1808.0
6223.0
744.0
4809.0
585.0
1134.0
638.0
731.0
1069.0
34682.0
797.0
513.0
5468.0
6047.0
478.0
113.0
2014.0
944.0
915.0
418.0
674.0
6315.0
3527.0
4287.0
920.0
36585.0
856.0
109.0
3616.0
2153.0
888.0
788.0
28945.0
1295.0
6543.0
423.0
1216.0
1246.0
972.0
574.0
7538.0
7149.0
521.0
2146.0
580.0
575.0
674.0
351.0
311.0
1255.0
794.0
303.0
2134.0
1442.0
3798.0
376.0
376.0
4549.0
969.0
1108.0
315.0
552.0
1049.0
323.0
915.0
239.0
1179.0
1114.0
254.0
790.0
1709.0
11085.0
3118.0
1550.0
475.0
4144.0
1199.0
1053.0
801.0
611.0
1764.0
296.0
900.0
74.0
344.0
307.0
11504.0
3791.0
114.0
687.0
368.0
3227.0
1065.0
206.0
1367.0
262.0
91.0
701.0
259.0
428.0
444.0
2127.0
1827.0
1339.0
287.0
308.0
3174.0
417.0
464.0
572.0
1335.0
3167.0
3007.0
1881.0
316.0
998.0
1346.0
115.0
136.0
818.0
4435.0
284.0
492.0
426.0
1188.0
4734.0
39972.0
1683.0
4994.0
15164.0
115.0
4746.0
435.0
399.0
3020.0
192.0
321.0
1686.0
5869.0
345.0
131.0
""
7505.0
482.0
1530.0
38.0
325.0
131.0
1663.0
813.0
