staytract_other_female_p25_se
0.10528868
0.079863563
""
""
""
""
""
0.050441362
""
""
""
""
""
""
""
0.083782725
0.14877135
""
""
""
""
0.12068073
0.046937827
0.13725205
0.11559558
0.059023738
0.15155029
0.072153755
""
""
""
""
""
""
0.088828832
0.11081629
0.035908986
""
0.055607732
0.10088566
0.070857249
0.1291834
""
""
0.037823297
""
""
0.080172181
0.044338487
""
0.045514647
0.083904788
""
""
""
""
0.10335261
0.17064053
0.097330749
""
0.1171166
0.14506221
0.070964225
0.18692182
""
""
""
""
""
0.019196296
0.13991113
""
""
""
0.036646366
""
""
0.056066375
0.050546255
0.11281443
0.11643114
""
""
0.056048755
0.16699281
""
""
""
0.1561152
0.060640361
""
""
""
""
""
0.15865417
0.13135633
0.036679633
0.041452434
0.110805
""
""
0.17415319
0.009456275
0.04192001
0.083804324
0.017271144
0.049047723
""
0.051948804
0.044598382
""
""
0.071378417
0.0417739
""
""
""
0.11952747
""
""
""
""
""
""
""
0.11122388
0.073606625
0.12851869
""
""
""
""
0.076692134
""
""
0.082442105
""
""
""
0.17103361
""
""
""
""
0.08216878
""
""
""
""
""
""
""
0.096637122
""
""
0.10888307
0.10459112
""
""
""
""
0.16060641
""
""
""
""
""
0.11847178
""
0.033342604
""
""
0.058527932
""
""
0.0432349
""
""
""
0.10087542
""
0.040752001
0.11931515
""
""
0.0089400848
""
0.06391304
0.034200002
0.09964253
""
0.014350004
0.10060354
0.039303456
0.018630451
0.052865189
0.045114804
0.0717462
0.1780238
0.018529583
0.043385059
0.079462297
0.1009698
0.0057411357
0.04967881
0.027069589
0.078967728
0.054435492
0.029107057
""
""
0.020871237
0.051489577
0.054460753
0.0095374826
0.02635942
""
0.012017148
0.0095210616
0.072829738
0.01046511
0.0082178824
0.017173454
0.01606882
0.028301561
0.015535727
0.026425367
0.011646275
0.033900507
0.034364197
""
0.064574368
0.013531647
0.019099193
0.019158283
0.041909333
0.07569316
""
0.033186268
0.073101595
0.01745688
0.03743764
0.046463966
0.024492931
""
0.016466089
""
""
""
0.036511868
0.061607547
""
""
""
""
""
""
""
0.13706352
0.021203585
""
0.064733334
""
0.10354938
0.017577395
0.10220286
0.071895279
""
""
""
""
""
""
0.021512741
""
""
""
0.12930539
0.035864662
""
""
""
0.037419844
""
""
0.086826064
0.11433592
0.12395238
""
""
""
""
""
""
0.054018006
""
""
""
""
""
""
""
""
0.13186309
""
0.048212033
""
0.023538074
0.026151724
0.058093604
0.048511811
0.026557526
0.035495225
0.084471889
0.051913533
0.027912609
0.033429474
0.059709344
0.026093168
0.035401046
""
0.032588962
""
0.027091866
0.015741298
""
0.047667794
0.064927794
0.034103543
0.065156303
0.085393071
""
""
0.018129958
0.028083267
0.044091947
""
0.12497146
""
""
""
""
""
""
0.051874641
0.09387739
0.019007316
""
0.082265586
0.14034674
""
""
0.048223246
0.029622493
0.03762849
0.12792972
""
""
0.046229996
0.045074407
0.04793353
0.016421787
0.052380186
0.12309352
0.027253861
0.11601673
0.018840684
0.040387526
0.018487718
0.034766935
0.023211466
0.032974981
0.10028799
0.070350051
0.045217555
0.040669613
0.034703668
0.029150639
0.18914092
0.12560853
""
""
0.031836763
0.14469777
0.086646453
""
""
""
""
""
""
""
0.060765095
0.10702082
""
""
0.060279667
""
""
""
0.11572897
0.1734959
""
""
""
0.070310734
""
0.078091636
0.12876646
""
0.039466925
0.061852306
0.12095228
0.058304098
0.041802749
""
0.030128064
""
0.018096417
0.15330677
""
0.049786694
""
0.055490643
""
""
""
""
""
0.019861646
""
""
0.057334404
0.04127837
""
""
0.099829212
""
""
""
""
0.043303221
