somecoll_white_pooled_p25_se
0.03861149
0.02607055
0.061445322
0.070855916
0.035080206
0.17376591
0.063992016
0.025796324
0.050380826
0.054169405
0.043751027
0.09692578
0.068470083
0.070135273
0.066558868
0.03664726
0.039041571
0.08435607
0.094052151
0.038399037
0.070135079
0.027633859
0.03442543
0.062757745
0.029806787
0.035577528
0.048879426
0.025851704
0.059765365
0.047317959
0.044398479
""
0.10191871
0.062763117
0.02389936
0.031518344
0.015202536
0.072299421
0.031002561
0.047399696
0.034328628
0.036611699
0.15175776
0.12958491
0.021491654
0.078962445
0.049613219
0.024956644
0.017241564
0.087511867
0.025400359
0.028314812
0.1266301
0.082117014
0.054918118
0.052645214
0.042500533
0.035031978
0.029210044
0.17264652
0.033588104
0.043434776
0.028436352
0.031997409
0.081562147
0.15314412
0.045551877
""
""
0.021519763
""
""
""
""
0.032760218
""
""
0.061288338
0.044973567
0.089718461
0.087166093
""
""
0.040068854
0.25215113
""
""
""
0.15295845
0.10078131
""
0.13059573
0.12189931
""
""
""
0.099147595
0.030440899
0.028251909
0.046240259
0.064246573
0.11733233
0.087911598
0.0063486584
0.022049677
0.041981637
0.012954427
0.027997589
0.15255912
0.022526801
0.03740545
0.056248527
0.061161466
0.03908135
0.020925999
0.036577247
0.075838812
0.12155753
0.043048874
0.090623766
0.052256104
0.046617243
0.041626159
0.081097253
0.058582839
0.050676264
0.028632263
0.031227792
0.045302834
0.0569329
0.10080248
0.075344704
0.064750068
0.028926514
0.055193745
0.058571417
0.027702607
0.066020325
0.035077702
0.057512566
0.039654385
0.068512321
0.034541935
0.069004908
0.059431084
0.039893985
0.044402901
0.11190598
0.044220395
0.094308659
0.083429053
0.070104942
0.041768581
0.034402862
0.053249769
0.056220002
0.043188963
0.037959978
0.078920454
0.078375429
0.082923971
0.062994622
0.056067508
0.068179071
0.078653835
0.065993004
0.044124361
0.045477059
0.03267194
0.085495666
0.018157383
0.047943473
0.061351616
0.027169578
0.062113695
0.067628838
0.024200313
0.06726563
0.050869152
0.060195442
0.044496909
0.049566951
