staytract_asian_female_mean
0.14543703
0.092489675
""
0.13652621
0.16078149
0.17608616
0.21826661
""
""
0.24898623
0.21038321
0.15668383
""
0.14457086
0.13802603
""
""
0.1093123
""
""
0.17525059
0.19675575
0.17066082
0.12380949
0.16427055
""
0.23783198
0.1267169
0.18584438
0.36091027
0.13537072
0.10986421
0.17684601
0.14985967
0.17017514
0.20002109
""
0.10081272
""
""
0.13088793
""
""
""
""
0.37336761
0.17246175
0.11898214
0.15736674
0.22588028
0.16634567
0.22536138
0.1373909
""
""
0.18040057
0.13887793
""
""
0.11380609
0.24765052
0.17946038
""
0.25960714
""
0.13321438
""
""
""
""
0.18897165
0.13717966
-0.0011390635
0.17812258
""
""
0.063740298
""
""
0.13385041
0.15330191
0.17390896
""
0.23871581
0.19382718
0.19872005
0.062874444
0.1454103
0.099837549
0.12802097
0.11842941
""
0.2463892
0.16359051
""
""
0.2812421
0.13290882
0.18449242
0.09703587
0.12830845
0.18581307
0.15837577
0.15014364
0.17148659
0.19545893
0.19121434
0.17564847
0.04568306
0.17627798
0.12212002
0.10983129
0.17675982
""
0.17081802
0.1506284
0.11428123
""
""
""
0.13713787
0.21652557
0.17044383
0.17782703
0.12344806
0.15286647
0.15521479
0.15662695
0.20502247
0.1316279
0.1710804
0.13661747
0.18722598
0.16906077
0.18643282
0.19367503
0.1681018
0.14316051
""
0.17394465
0.12225534
0.13219257
""
0.06240749
0.1287861
""
0.17845526
0.18653908
0.10781577
0.071381226
""
0.15299042
0.065628812
""
0.17990451
0.18487881
""
0.11716038
""
0.10061694
""
""
0.094624028
0.17536367
""
0.17781249
0.10580523
0.13868496
""
0.16223808
0.1387327
0.11952191
0.14808714
0.068349473
0.11645995
0.23903278
0.12709624
0.15429838
0.10542437
0.11199257
0.011418555
0.2829715
0.10979659
0.30850759
0.096760802
0.12377755
""
0.1362558
0.12530732
""
""
0.12921874
0.18651217
""
""
0.15711635
0.16299371
0.073662929
0.13448222
0.1139585
0.15045123
0.15783283
0.10317875
0.13163228
0.13756114
0.093911715
0.13129558
0.11307099
0.080486804
0.094022803
0.094256826
0.2082682
""
""
0.12699777
0.093901291
0.11872218
0.12268864
0.1495706
