kir_natam_male_p25_se
""
0.084468953
""
""
""
""
""
0.094612025
""
""
""
""
""
""
""
0.091639146
""
""
""
""
""
""
""
""
0.090530194
""
0.05369829
""
""
""
""
""
""
""
""
0.062334694
0.048411474
""
""
0.037489943
""
0.085643224
""
""
0.040472131
""
""
0.066762708
0.032088637
""
0.0653776
0.054555293
""
""
""
""
""
""
0.10346838
""
""
""
0.088796899
""
0.061369244
""
""
0.076282427
0.096648201
0.013715083
0.013670267
""
""
0.043237336
0.026386777
""
""
0.03279807
0.040347729
0.057661265
0.062106226
0.020022891
0.059651025
0.048106149
0.01927064
0.045024049
0.024245029
""
0.039359413
0.052360851
""
0.08547695
0.090198919
""
""
0.028418871
0.010290524
0.06394019
0.010772102
0.01995587
0.019202517
""
0.033485305
0.0065078773
0.030383283
0.0085197138
0.010191746
0.015037778
""
0.044439018
0.032382529
""
""
""
0.027048469
""
""
""
""
""
""
""
""
""
""
""
""
0.044754438
""
""
""
""
""
""
""
""
0.060182288
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.05793871
""
""
0.046450611
""
""
""
""
""
0.037744794
""
""
""
""
""
0.033478335
""
""
""
0.025920762
""
0.098164901
0.030999061
""
""
0.035332054
0.039018217
0.059585195
0.022568783
""
0.024314376
0.042551838
0.040222868
0.025932655
0.051749192
0.061519548
0.081223994
0.013591157
0.054668289
0.081170782
""
0.03257874
0.046519514
""
""
0.053149056
0.085000053
0.070542149
0.02546067
0.043704566
""
0.018322824
0.020395052
""
0.020141022
0.018219242
0.051731441
0.029826006
0.043296702
0.063155711
0.048158746
0.028608376
0.053851694
0.028673448
""
0.04868016
0.043433577
0.030202147
0.028967815
0.056159589
0.057538625
""
0.026949732
""
0.035505109
0.044834003
0.041209988
0.031638362
""
0.041805748
""
""
""
0.048539147
0.088960417
""
""
""
""
""
""
""
""
0.023996577
""
0.16818728
""
""
0.031872224
""
""
""
""
""
""
""
""
0.029288946
""
""
""
0.060585964
0.047955684
""
""
""
0.055306744
""
""
0.029673485
""
""
""
""
""
""
""
""
0.049600832
""
""
""
""
""
""
""
""
""
""
0.049388826
""
0.082640685
0.061136305
""
""
0.047961283
0.038646922
""
0.086444043
0.067321695
0.077099994
""
0.039766353
0.053209338
""
0.049010526
""
0.039675355
0.031820837
""
""
0.059281491
0.061763808
0.07611426
""
""
""
0.031726047
0.0315549
""
""
""
""
""
""
""
""
""
0.060371682
0.080108918
0.035980746
""
""
""
""
""
0.072448358
0.055604517
0.082056671
""
""
""
0.057028797
0.053187571
""
0.03041113
""
""
0.056523614
""
0.035764061
0.06109545
0.038303696
0.051347993
0.034715619
0.0407602
""
""
0.080299482
0.048822016
0.046711557
0.055700485
""
""
""
""
0.054004572
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.06870164
""
""
0.088958278
""
""
0.057040073
""
0.058158912
""
""
""
""
""
""
""
""
""
""
0.049049921
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.060357012
""
""
""
""
""
""
0.050869007
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.061670035
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.072177395
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.037696183
""
""
0.038404651
""
0.029030679
""
0.059162684
0.028133687
""
""
0.062564492
0.057301778
""
