kfr_24_pooled_female_mean
0.52362472
0.52909321
0.51019305
0.52960551
0.52586383
0.52200246
0.51614368
0.55629033
0.5518986
0.51653427
0.51594371
0.52272743
0.54340029
0.54374778
0.53716457
0.53840983
0.54146004
0.53132653
0.5435257
0.44666615
0.47177112
0.46500358
0.49636304
0.49354172
0.52691972
0.46620265
0.49591008
0.50589657
0.51404202
0.48762462
0.5158819
0.55044401
0.53968024
0.51961011
0.46778199
0.48641601
0.48539308
0.48107088
0.4171474
0.39218435
0.46762758
0.46519753
0.50755084
0.52933818
0.44808367
0.43572724
0.45396417
0.50831485
0.48731321
0.47785437
0.51270145
0.48849207
0.46475095
0.43963322
0.49969202
0.46984932
0.49273241
0.51514518
0.5090754
0.46530658
0.49377146
0.51005983
0.47239998
0.53443128
0.51583201
0.51611918
0.51108176
0.5073874
0.54603851
0.52054518
0.42956272
0.42655289
0.38603827
0.51049352
0.48144129
0.56381053
0.50588453
0.53659815
0.54701215
0.47290921
0.43421167
0.54107052
0.56174409
0.54456419
0.53440166
0.53726321
0.53759903
0.51216578
0.53556985
0.5332188
0.53775752
0.54456848
0.53813767
0.51826227
0.53470099
0.54894066
0.54397607
0.52681237
0.51254135
0.5084042
0.52302074
0.49336845
0.50285065
0.53611982
0.51610082
0.5094803
0.50699365
0.52190727
0.49878284
0.51105082
0.48956832
0.48227692
0.49754819
0.4511047
0.50031871
0.51920152
0.47727886
0.45579118
0.47548005
0.44475263
0.46754578
0.48416129
0.48014972
0.49237487
0.4637706
0.48790634
0.47929347
0.49124926
0.46352983
0.47128013
0.50711221
0.48107886
0.49965367
0.51392156
0.53911275
0.49738765
0.51274484
0.47003415
0.42910627
0.47145686
0.49132508
0.52427858
0.45596328
0.47612709
0.44137913
0.44347408
0.51375359
0.47901386
0.4611969
0.44956768
0.5413866
0.52453953
0.47951281
0.44039151
0.5135231
0.48394606
0.48601976
0.49507457
0.48917919
0.54616421
0.51753306
0.55438417
0.58685088
0.54660892
0.52284724
0.5625276
0.52340734
0.55143875
0.49708739
0.54311877
0.51300257
0.53080469
0.52593404
0.51499778
0.52423084
0.50757086
0.53173232
0.55588609
0.52713865
0.5233326
0.51025683
0.51879048
0.5312829
0.54125357
0.53717864
0.54638153
0.52644295
0.59374809
0.51331836
0.52294302
0.53666717
0.54421991
0.52659619
0.55440378
0.55689359
0.55143225
0.56099927
0.57601041
0.52780056
0.58539224
0.53262198
0.571181
0.59213221
0.55674577
0.52849787
0.56569904
0.54237479
0.57145488
0.55099195
0.5607267
0.55590582
0.57802224
0.56574714
0.54628611
0.5228852
0.54538637
0.52243477
0.51822656
0.52176768
0.516976
0.49732289
0.50827008
0.50264239
0.50416195
0.52993959
0.54721951
0.55131716
0.54502952
0.54108077
0.51371592
0.52504051
0.54846317
0.51314831
