kfr_29_asian_male_p75
""
0.50074434
""
""
""
""
""
0.48401937
""
""
""
""
""
""
""
0.48848474
""
""
""
""
""
""
0.64708364
""
""
""
""
""
""
""
""
""
""
""
0.48591295
""
0.55465794
""
0.46994856
""
0.52946234
""
""
""
0.60230976
""
""
""
0.54908377
""
0.63533145
0.55443889
""
""
""
""
""
""
0.54722416
""
""
""
0.60026419
""
""
""
""
""
""
0.57261503
""
""
""
""
0.55627358
""
""
0.49918044
""
0.56340098
0.5875054
""
""
""
""
""
""
""
""
0.59774959
""
""
""
""
""
""
""
0.4959836
0.6567083
""
""
""
""
0.55242085
0.56089967
0.37542054
0.55973488
0.53285003
""
0.58442748
0.55733627
""
""
""
0.50877476
""
""
""
""
""
""
""
""
""
""
""
""
0.63206649
""
""
""
""
""
""
""
""
0.66913849
""
""
""
""
""
""
""
""
0.62233007
""
""
""
""
""
""
""
0.71641755
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.5980233
""
0.56665045
""
""
0.51325464
""
""
0.47032428
""
""
""
""
""
0.61287695
""
""
""
0.58501458
""
""
0.59004951
0.57275414
""
0.57817793
0.88624829
0.56451553
0.53911597
0.75508106
0.48275736
0.61532277
""
0.54312766
0.52963436
0.73878235
""
0.54619324
0.49699152
0.55233276
""
0.39510912
0.52163959
""
""
0.53539819
0.53881484
0.39462227
0.54691648
0.52285469
""
0.53945023
0.54162323
0.65422583
0.5282678
0.54102254
0.58347434
0.53055322
0.57834429
0.58013529
0.57014894
0.57198447
0.55003154
0.58733922
""
0.5846445
0.55342871
0.54343134
0.51280975
0.56771874
0.47835401
""
0.53210163
0.52007824
0.55055439
0.5648666
0.5333994
0.49886599
""
0.55516601
""
""
""
0.5750435
0.46340692
""
""
""
""
""
""
""
""
0.48585451
""
0.51070923
""
""
0.51947212
""
""
""
""
""
""
""
""
0.54312426
""
""
""
""
0.50567657
""
""
""
0.58413345
""
""
""
""
""
""
""
""
""
""
""
0.61427766
""
""
""
""
""
""
""
""
""
""
0.59252024
""
0.59862471
0.59449315
0.54251289
0.59193301
0.57590973
0.53934258
0.5742445
0.53853726
0.5640862
0.60845184
0.60277271
0.5625419
0.56014818
""
0.53422308
""
0.55553514
0.55635983
""
0.56140769
0.55297172
0.54309946
0.58883804
0.5656091
""
""
0.53592938
0.55138391
0.58187968
""
""
""
""
""
""
""
""
0.60471898
0.57595658
0.58390903
""
0.6508562
""
""
""
0.49100313
0.5217759
0.53836238
""
""
""
0.52192003
0.51869392
0.62619936
0.54907328
0.63440067
""
0.50237948
""
0.55610621
0.54147917
0.57181913
0.57004744
0.50128305
0.5777092
0.50625581
0.50913227
0.60050929
0.58847451
0.57574189
0.53813291
""
""
""
""
0.52365893
""
""
""
""
""
""
""
0.58437467
""
0.48520666
0.69116557
""
""
0.50999856
""
""
""
""
""
""
""
""
0.52411717
""
0.61753243
0.51201528
""
0.57105553
0.51078057
""
0.58850873
0.51430088
""
0.52041572
""
0.56468582
""
""
0.6334253
""
0.58328003
""
""
""
""
""
0.52451342
""
""
0.63622731
0.60159248
""
""
""
""
""
""
""
0.5784865
0.60098046
0.55188894
""
0.55340016
""
""
0.59184462
""
""
""
0.56895274
0.5559696
0.46697479
""
""
""
""
""
0.54431802
0.51622468
""
0.46816355
""
""
""
""
""
""
""
""
""
""
0.57015413
""
""
0.6094256
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51609761
0.56255841
0.453574
""
0.67325032
""
""
""
""
""
""
""
""
""
""
0.56506234
0.49049443
""
""
""
0.44940862
""
""
0.56144506
""
""
""
""
""
""
""
""
""
""
""
0.82790166
""
""
""
""
""
0.39319828
""
""
""
""
""
""
""
0.61981398
""
""
""
""
0.55513889
0.55279267
0.57220864
0.56176656
0.55060583
""
0.56123418
""
""
""
""
""
""
0.47003204
""
""
""
0.58368963
""
""
""
""
""
0.40342861
""
""
""
""
""
""
""
0.42990953
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41887331
""
""
0.52216631
""
""
""
""
""
""
""
""
0.54984272
""
""
""
""
0.49416414
0.58879811
""
""
0.44677886
""
""
0.61153173
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.55599052
""
""
""
""
""
0.56208032
0.61419266
0.53715092
0.6846261
0.58769369
0.58846194
""
""
0.55918092
""
0.48944265
0.59539598
0.6408155
0.59849256
""
0.61293668
""
""
""
""
""
""
""
""
""
""
""
0.61186296
""
""
""
""
