hours_wk_asian_male_mean_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.0623257
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.3332388
""
""
3.8432474
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.64784849
""
""
3.5701385
""
""
0.95239931
""
""
1.2714885
""
""
""
""
2.0895865
""
""
""
0.32657492
""
2.2398636
""
""
3.1965666
""
""
1.7873755
3.1119764
""
0.50870746
3.362637
""
1.1944883
0.96197748
""
1.1535165
0.68242544
0.63525581
1.4420135
""
0.76246518
3.0649617
0.56629217
""
""
""
""
1.1881483
2.7604589
2.1163411
3.5162148
""
""
2.3911972
""
1.4835106
3.2631879
""
2.4212787
""
2.1731932
""
""
""
3.6407335
""
""
""
""
""
""
""
""
""
2.883908
""
""
""
""
2.7552981
""
""
""
""
""
""
""
""
1.8863107
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.1267266
1.9603702
""
""
2.2724319
""
""
""
""
2.7641792
""
3.0897653
""
""
""
""
""
1.865737
""
""
""
""
""
""
""
""
2.0496905
""
""
""
""
""
""
""
""
""
""
""
""
2.4279275
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.7330368
""
""
""
""
2.0743728
""
3.1751721
""
2.4068868
3.8955381
""
""
""
""
""
3.7731879
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.6901429
""
2.2139211
""
""
""
""
""
""
""
""
""
""
1.9847236
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.4028707
""
""
""
""
""
""
1.7940491
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.3574818
0.53536624
2.1554949
1.749318
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.61687672
""
""
""
""
""
0.90989137
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.002872
""
""
""
1.8940003
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
