married_white_female_p25_se
0.0056266347
0.0074610193
0.01392035
0.0052893288
0.0084470445
0.01721832
0.0056148567
0.014282
0.016566023
0.0087592704
0.0075415634
0.0053092646
0.016984291
0.011061369
0.0078949984
0.019762704
0.023327103
0.0076931221
0.017148213
0.01916045
0.0070244591
0.0072873947
0.0088790422
0.014999956
0.0063252319
0.02502222
0.011922859
0.0075718262
0.0055247513
0.016065447
0.014860264
0.011387353
0.0069749537
0.0081485678
0.019219713
0.0064626406
0.014317206
0.011842757
0.030828983
0.031977836
0.0086986674
0.01537248
0.021997232
0.028061641
0.020065203
0.021931047
0.0052161412
0.0090684192
0.0067129959
0.010897942
0.0080590835
0.0065365327
0.0099111926
0.033228364
0.032381643
0.0077869501
0.020501284
0.029479772
0.032196227
0.013209665
0.017253643
0.0064865504
0.021778049
0.013055216
0.0096736709
0.011721767
0.017718073
0.014377072
0.012821098
0.010314208
0.020360859
0.016558038
0.02036429
0.011472597
0.014770551
0.017763894
0.010984762
0.01088021
0.018095812
0.0065825405
0.014483295
0.010312816
0.012307077
0.010579309
0.0047077327
0.010973373
0.010416118
0.0091553563
0.0074942559
0.007406258
0.0092637697
0.012865567
0.012112217
0.0067578699
0.011700473
0.019353343
0.0090768551
0.006690443
0.003313082
0.0059914915
0.0055212565
0.0045579132
0.0047669569
0.0062307105
0.0060269441
0.004210134
0.0057744863
0.0046749106
0.011024795
0.0067132954
0.0094289156
0.011630683
0.0075175352
0.025040304
0.0071208416
0.0055017611
0.0084633501
0.029928841
0.027650658
0.027758555
0.010572804
0.012773018
0.016657757
0.014441378
0.016526449
0.0093492558
0.010028576
0.014147141
0.022223884
0.020516694
0.0039827004
0.013110276
0.012410324
0.014548838
0.0089583416
0.012264662
0.0067262747
0.010159962
0.025102159
0.01812513
0.0087474249
0.0091637401
0.02496146
0.022058148
0.013948929
0.027365517
0.0098363273
0.013776156
0.02048951
0.018990079
0.01022894
0.0059463843
0.012464625
0.032367781
0.0055096662
0.0069799512
0.019963033
0.0097171832
0.01578784
0.0099789612
0.027021203
0.014776611
0.011930053
0.0047239359
0.025299381
0.004549684
0.013547331
0.012756396
0.019872013
0.0085312612
0.0029899657
0.0085147144
0.011356501
0.0067775841
0.010802701
0.016774643
0.0072204079
0.0049641556
0.011034684
0.014051027
0.013053331
0.011628023
0.0043783798
0.010756658
0.01234448
0.003866934
0.016078314
0.011759847
0.0066183289
0.018523658
0.013245596
0.0088905478
0.004879402
0.017608099
0.015124625
0.0099462429
0.0085514355
0.0091360677
0.0058298404
0.014891933
0.0061024395
0.0074222423
0.012436101
0.010702046
0.0071807676
0.0070851436
0.0047616572
0.010807074
0.0084289582
0.0084570171
0.0084590148
0.0079504102
0.016289892
0.016493695
0.0078864116
0.0051517049
0.0077715055
0.0035537805
0.0091606621
0.0083447201
0.013012154
0.0096217226
0.0075948285
0.01060787
0.0040577613
0.0070622386
0.0089186206
0.0065961513
0.0035298076
0.005027777
0.005607903
0.007736302
0.016525473
0.0088093774
0.0180983
0.011264719
0.016481733
0.0081752772
0.023651034
0.0099075781
0.0070142467
0.011221543
0.010664284
0.0071906657
0.010602397
0.013499117
