hs_black_female_n
88.0
36.0
""
324.0
681.0
150.0
1750.0
""
""
629.0
480.0
2605.0
""
47.0
252.0
""
""
153.0
""
263.0
1745.0
1631.0
590.0
688.0
2269.0
228.0
623.0
1150.0
2925.0
271.0
420.0
305.0
2363.0
1481.0
677.0
796.0
322.0
424.0
235.0
272.0
2246.0
429.0
144.0
36.0
299.0
488.0
4140.0
492.0
2136.0
484.0
637.0
1178.0
903.0
85.0
123.0
1865.0
214.0
41.0
46.0
667.0
281.0
1162.0
118.0
87.0
""
24.0
""
""
""
""
417.0
662.0
995.0
497.0
229.0
20.0
437.0
105.0
101.0
3926.0
588.0
91.0
24.0
133.0
1494.0
70.0
80.0
446.0
764.0
163.0
158.0
""
""
538.0
""
""
59.0
249.0
1895.0
637.0
338.0
5797.0
1687.0
365.0
412.0
1791.0
414.0
1849.0
165.0
224.0
350.0
820.0
2309.0
318.0
1502.0
1277.0
1589.0
156.0
87.0
143.0
594.0
215.0
183.0
371.0
266.0
1059.0
1097.0
210.0
252.0
292.0
7773.0
318.0
303.0
123.0
125.0
367.0
887.0
1142.0
237.0
450.0
833.0
176.0
130.0
159.0
659.0
244.0
633.0
512.0
430.0
353.0
75.0
2351.0
807.0
321.0
714.0
1587.0
206.0
1329.0
180.0
42.0
""
""
358.0
4761.0
83.0
8831.0
""
""
""
97.0
7819.0
309.0
""
408.0
28.0
""
351.0
656.0
""
""
""
""
1130.0
""
37.0
1694.0
""
""
408.0
""
36.0
203.0
1233.0
""
43.0
47.0
37.0
138.0
693.0
""
677.0
130.0
""
57.0
211.0
401.0
1583.0
""
56.0
97.0
23.0
150.0
""
""
1174.0
299.0
271.0
3523.0
24.0
56.0
42.0
22.0
39.0
""
1589.0
118.0
""
68.0
1343.0
602.0
154.0
248.0
""
28.0
""
69.0
""
128.0
""
""
46.0
25.0
94.0
136.0
26.0
43.0
296.0
444.0
""
66.0
1567.0
89.0
21.0
""
77.0
""
""
310.0
""
156.0
44.0
184.0
280.0
454.0
452.0
15088.0
529.0
5516.0
6877.0
865.0
720.0
229.0
77.0
""
""
""
35.0
""
""
""
369.0
""
""
1703.0
87.0
""
263.0
2159.0
""
""
""
""
""
""
""
""
""
""
""
""
1169.0
""
""
21.0
""
""
""
""
90.0
""
42.0
45.0
""
""
26.0
30.0
""
20.0
""
23.0
""
145.0
""
""
""
79.0
314.0
24.0
34.0
199.0
""
277.0
316.0
1990.0
169.0
10964.0
351.0
81.0
""
3783.0
22.0
20.0
179.0
199.0
47.0
""
""
""
""
""
95.0
88.0
79.0
""
35.0
133.0
""
150.0
32.0
267.0
67.0
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
164.0
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
36.0
""
60.0
""
""
567.0
""
""
""
""
""
""
364.0
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
804.0
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
147.0
144.0
373.0
""
""
""
""
43.0
68.0
1964.0
44.0
28.0
""
""
150.0
""
57.0
""
35.0
""
24.0
98.0
122.0
33.0
24.0
781.0
50.0
""
24.0
285.0
27.0
""
""
""
""
""
25.0
221.0
49.0
""
114.0
""
""
""
""
26.0
""
""
""
""
""
""
""
106.0
40.0
""
776.0
""
873.0
""
""
""
136.0
""
""
""
""
""
""
36.0
132.0
215.0
252.0
5671.0
899.0
218.0
153.0
48.0
""
""
""
""
""
20.0
""
""
105.0
""
""
117.0
""
""
""
""
""
364.0
155.0
645.0
1721.0
4142.0
182.0
488.0
495.0
447.0
252.0
49.0
""
44.0
""
29.0
1095.0
""
91.0
258.0
60.0
""
131.0
""
""
""
""
""
""
""
""
""
""
""
""
72.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
252.0
""
""
""
""
""
""
""
136.0
""
901.0
""
242.0
""
""
""
20.0
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
111.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
141.0
246.0
350.0
41.0
1191.0
519.0
""
""
""
77.0
43.0
2702.0
931.0
""
""
1007.0
49.0
94.0
7185.0
""
""
""
""
60.0
""
""
415.0
""
52.0
""
23.0
32.0
""
""
""
""
""
""
""
""
1206.0
