staycz_pooled_pooled_mean
0.64174253
0.65749872
0.48944938
0.66784149
0.74038899
0.54805678
0.64683884
0.61704177
0.63367915
0.65360421
0.7566433
0.51327783
0.63955623
0.65801132
0.73476505
0.53199017
0.68957388
0.55189139
0.61109346
0.5850333
0.65028352
0.73184842
0.56624216
0.52706504
0.71906215
0.66805571
0.57774478
0.66938019
0.6301595
0.66388685
0.69277775
0.43331105
0.69803971
0.66549736
0.62904012
0.68954122
0.7431401
0.58512861
0.6546514
0.78184474
0.5468781
0.75166464
0.77307993
0.60010546
0.661605
0.45561174
0.62574756
0.65840876
0.72441268
0.48810172
0.64239609
0.69983047
0.61435163
0.56629169
0.56486213
0.70850629
0.62601924
0.74744385
0.66640699
0.43915656
0.61193526
0.5778687
0.67513198
0.6749205
0.72158378
0.5193097
0.652345
0.60987967
0.48930246
0.58704519
0.65860969
0.22333403
0.3423304
0.48690531
0.51820898
0.39275786
0.52015185
0.50185621
0.56604689
0.46450162
0.40333891
0.69117767
0.49232757
0.63904542
0.57768184
0.57687163
0.66177303
0.31043929
0.5293259
0.44521403
0.31868455
0.5380131
0.27410859
0.24998374
""
0.68918192
0.48242626
0.56992936
0.48806834
0.68557739
0.51897228
0.43145847
0.48081526
0.74642718
0.55153459
0.46067891
0.66614974
0.74235904
0.7483449
0.50701296
0.58037263
0.51255959
0.48742628
0.54694664
0.70898473
0.57191563
0.53797227
0.51543784
0.51063651
0.42652977
0.5373193
0.70253468
0.52507645
0.63552672
0.4917711
0.7110157
0.64995939
0.68500113
0.5800066
0.53159249
0.43216237
0.50588375
0.56950951
0.70669609
0.5918166
0.4872506
0.60470104
0.70407069
0.73253322
0.5604431
0.65479606
0.59494251
0.55917162
0.53156602
0.56884456
0.52193874
0.66919434
0.4745535
0.71315336
0.42668778
0.64905089
0.62207878
0.61126435
0.69274616
0.72926337
0.51653874
0.67443162
0.52053678
0.40578419
0.56945461
0.56682003
0.6036855
0.49617016
0.73421425
0.4060784
0.64913112
0.70618153
0.49684525
0.59797406
0.52750933
0.70084
0.7198047
0.48762727
0.74454391
0.65826136
0.57651007
0.60310119
0.516478
0.48827055
0.56020677
0.55262357
0.54818475
0.71081507
0.578013
0.57117891
0.71496457
0.67236048
0.54701763
0.65853232
0.58881557
0.5820663
0.57045096
0.67975813
0.49437743
0.63400835
0.7285074
0.59712058
0.54449284
0.64864045
0.43331268
0.67930549
0.69129664
0.52556336
0.37937477
0.79863763
0.70167708
0.60440445
0.49067038
0.57992786
0.632375
0.44311827
0.40579927
0.6259585
0.65391839
0.57973641
0.75129032
0.64361048
0.39186928
0.74540323
0.70754808
0.62619531
0.75761592
0.67612195
0.78161341
0.6770606
0.58043009
0.70400447
0.59083408
0.61173177
0.63127708
0.54922444
0.32904547
0.4347114
0.64982533
0.61663854
0.64692003
0.6090433
0.54088968
0.32774881
0.69977462
0.53587896
0.6997903
0.65232474
0.60554147
0.75706011
0.43864045
0.68864018
0.44483405
0.33560365
0.52146685
0.57736295
0.6766569
0.34556842
0.39584154
0.56712192
0.53203219
0.51514846
0.57810527
0.44492963
0.56560063
0.77638817
0.4405455
0.65050495
0.43493158
0.63191015
0.54370123
0.53188008
0.48914486
0.68704289
0.298336
0.35658103
0.39721709
0.42372659
0.24202016
0.72035682
0.36390057
0.40796754
0.39606369
0.48057723
