has_dad_asian_male_p10
0.65113318
0.7879653
""
0.80652195
0.70165718
""
0.73057634
""
""
0.75086397
0.65862441
0.74888849
""
0.72660959
0.74188602
""
""
0.63079113
""
""
0.83302635
0.69054621
0.7768783
0.86804581
0.80769366
""
0.70696366
0.74342358
0.76682651
0.68600368
0.73012131
0.72576118
0.76161236
0.80092591
0.83099174
0.83602089
""
0.84785044
""
""
0.65839905
""
""
""
""
0.51492339
0.83475298
0.85768968
0.83397382
0.71602976
0.67364371
0.82794684
0.66976124
""
""
0.70147067
""
""
""
0.74357313
0.96159166
0.73848981
""
""
""
0.6815753
""
""
""
""
0.64296126
""
0.78464639
0.70461297
""
""
0.41674465
0.64727056
""
0.72113502
0.53966945
0.80377591
""
0.96016431
0.74992716
0.7177
0.67132396
0.68891877
0.80103165
0.93115968
0.72323322
""
0.18194035
0.82784069
""
""
0.95559305
0.72841018
0.73962736
0.83496928
0.67873859
0.76825595
0.76339042
0.68771118
0.78033775
0.80441642
0.67724073
0.63743722
0.83405137
0.78049862
0.8675012
0.79035789
0.81627417
""
0.79259008
0.60737169
0.79936773
""
""
0.40094393
0.8416847
0.7424379
0.84628826
0.91895688
0.67713022
0.74977952
0.69738889
0.88215035
0.88555884
0.92890733
0.78967834
0.66635603
0.69300246
0.87312198
0.63212502
0.89710444
0.84068263
0.73742789
0.82349658
0.73916292
0.81287342
0.64837557
""
""
0.83435762
""
0.80534279
0.4991248
0.91160142
0.7238639
""
0.83289051
0.73769146
""
0.76151758
0.73586053
""
0.74875313
""
0.93104708
""
""
0.90797865
0.79850006
""
0.78407836
0.98052394
0.79188168
""
0.72365963
0.80593204
0.83226025
0.7876991
0.70080018
0.68212628
""
0.78897327
0.67350692
0.3049368
0.85017735
""
0.74448276
0.69085836
0.59387267
0.85050625
0.80035138
""
1.0064052
0.76542372
""
""
0.82399225
0.72714913
""
""
0.89924103
0.71954232
0.42215618
0.74631906
0.67870295
0.73951155
0.71845907
0.63848841
0.73275113
0.87777144
0.71938729
0.76619917
0.81750089
0.71775085
0.77408081
0.87562501
0.79835814
