staytract_black_male_p25_se
0.025873594
0.023071207
0.027322223
0.053239707
0.11707446
0.033106882
0.027721422
0.015955796
0.02236825
0.07734932
0.0452841
0.038335375
0.026048699
0.082062945
0.10031576
0.026349105
0.028485777
0.036127727
0.051059227
0.0384151
0.054910831
0.082798935
0.022984833
0.016435459
0.099373683
0.025689734
0.028791338
0.020763688
0.057627827
0.086890161
0.054641526
0.030381784
0.029363111
0.032909721
0.01606431
0.067160234
0.0049514049
0.078460582
0.027434576
0.038751673
0.01719293
0.029586514
0.028053457
0.022733383
0.010540438
0.024983479
0.073937692
0.079642519
0.0071135946
0.031999912
0.0076729981
0.021406954
0.033359729
0.031727996
0.027354214
0.044826284
0.01870444
0.048744816
0.024003644
0.029291032
0.018101798
0.027994772
0.011845379
0.044156168
0.040040836
0.032191079
""
""
""
0.016635602
""
""
""
""
0.02149244
""
""
""
""
""
""
""
""
0.084844396
""
""
""
""
""
""
""
""
""
""
""
""
""
0.024730334
0.062318943
""
""
""
""
0.0067672441
0.039011125
0.063550249
0.014746573
0.037276261
""
0.050058674
0.030870561
0.035294484
0.037070267
""
0.044361409
""
0.043728776
0.089788526
""
0.026620056
0.038318343
""
""
0.093543403
0.031786378
0.041541457
0.03272938
0.067016885
0.01636501
0.031927951
0.054546025
0.02932832
0.037489027
0.030268824
""
""
0.030766124
0.12240134
""
0.035510655
0.043397725
0.047353849
0.080977038
""
0.053091794
0.012595641
""
0.064128056
""
0.0358251
0.052154556
0.055390418
""
0.038461927
""
""
0.022299645
0.019662853
0.043490063
""
0.054702487
""
0.024116596
""
0.022977194
""
0.067655243
""
0.066587426
0.086445063
0.0068674805
""
0.023810904
0.050575096
""
""
0.027845908
0.1065817
""
""
0.020841626
""
0.048600119
0.058061942
0.059728753
""
0.005046343
""
""
0.031749304
""
""
0.0075370767
""
0.060304336
0.012639134
""
0.10166197
0.049641427
""
0.012552125
0.030485071
0.13062638
""
0.0029869894
0.040283807
0.033296239
""
0.082803905
0.02376879
""
""
0.019163333
0.058412664
""
0.010363968
0.056452509
""
0.0066753374
0.0070399009
0.16907446
0.0052414085
0.0063278582
0.012275384
0.0095062172
0.042023666
0.014160838
0.022724718
0.010956379
0.053488206
0.07028316
""
0.10606767
0.0090053082
0.031883117
0.016563134
0.038954586
0.085860871
""
0.030045286
0.11447694
0.019244563
0.037425034
0.04539549
0.017873418
""
0.0096324049
""
""
""
0.032956474
0.064371638
""
""
""
""
""
""
""
""
0.0092196688
""
0.043575548
""
""
0.011096668
""
""
""
""
""
""
""
""
0.019559516
""
""
""
""
0.034852788
""
""
""
0.076999776
""
""
""
""
""
""
""
""
""
""
""
0.037936661
""
""
""
""
""
""
""
""
""
""
0.04754496
""
0.0093970457
0.0089974785
0.050793175
0.026951201
0.0095260786
0.019170968
0.05931576
0.036552571
0.01426444
0.0080644079
0.017469162
0.0047082989
0.012947298
0.059366368
0.01883062
0.050123226
0.012263978
0.0042052981
0.079104669
0.025882775
0.046079021
0.016518056
0.022088015
0.029516365
0.049058944
0.13375586
0.0053474079
0.010056191
0.037047148
0.1001102
