hs_hisp_female_p100
0.7671541
0.87412113
""
0.99671966
0.98086548
""
1.0306962
""
""
0.93418926
0.86932832
0.96150053
""
1.0963986
0.96339911
""
""
1.0807923
""
""
0.73093128
0.96262753
0.87911201
0.93802476
0.93950874
""
1.1415173
1.0089529
0.97565567
""
""
0.9147045
0.96194184
0.88606405
""
0.8929677
""
""
""
""
1.0707773
""
""
""
""
""
0.9466424
1.0105389
0.95357829
0.99951535
0.93401766
0.97378254
0.98264515
""
""
0.88255775
""
""
""
1.1022439
1.0148283
0.88559592
""
""
""
""
""
""
""
""
""
""
""
1.125152
1.057224
""
1.2642472
""
""
0.89796376
""
0.65263987
""
0.85479105
0.86389047
0.81581748
0.78449702
0.85590422
1.0151294
1.0467211
1.0016693
""
""
0.86324608
""
""
0.96763313
0.8973335
0.94376504
0.93878949
0.93078572
0.96213633
0.94632941
0.98776227
0.92556745
0.92776012
0.88195151
0.91786259
1.0408762
0.90484685
1.0477806
0.81063294
1.0088766
""
0.87204391
0.94128329
0.86240721
""
""
""
0.91520458
0.59841931
""
1.0783242
1.0607418
0.88624054
0.97048444
0.48464057
""
""
0.95065689
""
0.98730391
""
0.87455994
""
0.92765409
0.96936494
""
""
0.92843258
1.0442935
""
""
0.91241676
""
0.8863436
""
""
""
""
0.8955611
0.94370276
""
0.86410576
0.86709541
""
0.95484179
""
""
""
""
1.04356
0.91922653
""
0.92463726
1.1684912
""
""
0.88023543
0.92609519
0.95351815
0.91340679
0.88687938
0.97015899
0.94600356
0.9935683
0.95769185
0.94530094
0.88469929
""
0.73368257
0.89490211
0.90484619
""
0.90489531
""
""
0.90785408
""
""
0.94543642
0.96462482
""
""
""
0.9666245
0.90224993
0.91103172
0.95320636
0.96484107
0.91742748
1.0804821
0.97137207
0.94531292
0.90964866
0.93873698
1.0101143
0.91277158
1.0220482
1.0114908
0.97306263
""
""
0.91510183
0.99508786
0.91983718
0.91236615
""
""
""
""
0.75343299
""
0.93697518
0.93182111
0.90712351
0.90403306
0.93912667
0.9584468
0.85998845
0.91421324
""
0.78958553
""
""
""
0.78261679
""
""
1.0789768
0.80386364
""
0.83356708
""
1.0225986
0.82646269
0.93805969
1.1420115
0.86063832
0.94329876
1.0163467
0.9611755
""
0.97784978
0.74840164
0.90037084
0.92463732
0.93080741
0.98588377
0.87951094
0.91310543
0.8898173
0.9038471
0.96938497
0.92701715
0.91893131
0.93468529
0.94033104
0.91620493
0.94869232
0.85958493
""
""
""
""
0.96687537
1.0352333
""
0.97650349
0.92159396
""
""
0.89741361
0.89169091
""
0.90472645
0.96230924
0.91099274
""
""
""
""
1.1262592
""
0.99682796
""
0.96133089
1.1050762
0.89588153
0.91707277
""
0.97836018
0.81893146
1.0397666
1.0199119
""
0.62343013
0.97167128
""
1.0544375
1.0148003
1.0645063
1.1025336
0.95331585
1.0196896
""
0.85568434
0.95374173
1.0465972
0.92755789
0.94404012
0.81727821
1.1467456
""
0.87664998
0.89543837
0.97646701
0.99186897
0.89859211
1.0569199
0.95331782
0.87538791
0.92824179
0.86188209
0.93112326
0.92923337
0.8994078
""
0.95127463
""
""
0.97876352
0.91071612
""
""
1.2337294
1.1579798
""
""
""
1.2435182
""
""
0.87632668
1.0628341
""
1.0045319
""
0.83225352
0.59519988
""
0.92779273
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.80915058
""
""
""
""
""
""
""
""
""
0.88107163
1.1564492
""
""
""
1.2059851
""
""
""
""
""
""
""
""
""
""
""
""
""
0.93890005
0.80457389
""
0.92092967
""
0.64824867
0.62367058
0.9537034
0.99374712
""
""
""
0.84951562
""
""
""
""
0.92950481
0.99454224
0.88998425
""
1.1136504
0.83763921
""
""
1.0379976
1.0107219
""
