kfr_stycz_white_female_p25_se
0.002934528
0.0041079922
0.0078455517
0.0027445196
0.0051439321
0.010134181
0.0031060688
0.0077873492
0.009028974
0.0047469912
0.0039999918
0.00302283
0.009938377
0.0062608337
0.0043837549
0.011459209
0.014613255
0.0043646349
0.0099886842
0.011054191
0.0040563177
0.0042892387
0.0050460775
0.0090851942
0.0037006093
0.015575631
0.0072547342
0.0045875181
0.0034621656
0.010398768
0.0092292102
0.0070748883
0.0041110227
0.0052248253
0.012280749
0.0036748573
0.0088454802
0.0074493377
0.021864472
0.022249712
0.0053493115
0.010434306
0.013527527
0.018056545
0.013967592
0.014843837
0.0032084759
0.0053423005
0.0037245606
0.006584194
0.0051084831
0.0039433003
0.0059827496
0.023352282
0.022726739
0.0048498586
0.013308979
0.021351414
0.020782229
0.0079527488
0.011286277
0.0038585502
0.014152918
0.0078688646
0.0051326142
0.0063398657
0.010469406
0.0080180001
0.0073119644
0.0053756228
0.013347765
0.010524966
0.014706321
0.0067647942
0.008634571
0.0099548874
0.006283429
0.0060112854
0.010353665
0.0039787968
0.0092529077
0.0058166236
0.0067568072
0.0061267661
0.0027342555
0.0063593155
0.0059651006
0.005675111
0.0041540158
0.0039809309
0.0052252831
0.0068385853
0.0069052475
0.0035772913
0.0064298743
0.011082171
0.0051288866
0.0036821235
0.0019362383
0.0036890151
0.0034553837
0.0028406894
0.0030545453
0.0038908417
0.0035922937
0.0027016657
0.0036804744
0.0026931479
0.0065650404
0.0040408899
0.0057203402
0.0072663678
0.0043447493
0.014824738
0.0043804646
0.0029091912
0.0052279485
0.019790657
0.016819471
0.01690134
0.0062303273
0.0071283663
0.0097855646
0.0092484532
0.0099720713
0.0056677219
0.006100459
0.0082043083
0.013490036
0.012571617
0.0023656681
0.0074066343
0.0078000203
0.00825263
0.0052144085
0.0072696614
0.0037271434
0.0058782431
0.016102385
0.011374075
0.0053246147
0.0056035034
0.01534051
0.013746583
0.0089083081
0.017955869
0.0059420844
0.0082722809
0.013442331
0.012718282
0.0057646916
0.0033879471
0.0074885879
0.022042884
0.0033654182
0.0041538482
0.012932392
0.0059751337
0.010636702
0.0058947364
0.018574663
0.0082601784
0.0078037493
0.0026810982
0.017080165
0.0030966455
0.0085578803
0.008249185
0.013456327
0.0051529654
0.0017452968
0.0052648266
0.0067667966
0.0039289487
0.0066814232
0.010702437
0.0043887747
0.002688519
0.0068618548
0.0087229256
0.0081330193
0.0075293276
0.0024486994
0.0060267597
0.006981879
0.0019997419
0.0090324394
0.0072348006
0.0036135956
0.010225217
0.0075977705
0.0051752585
0.0026147275
0.010494662
0.0089523699
0.0054835347
0.0052272757
0.005487361
0.0033455482
0.0088211624
0.0038244387
0.00441135
0.0077672419
0.0072360546
0.0040546111
0.0039630956
0.0026523459
0.0059948359
0.0047411351
0.0051128822
0.0049069985
0.004300266
0.010602522
0.010173609
0.0046797558
0.0029942398
0.0045523788
0.002136051
0.0050462075
0.0046351994
0.0076299268
0.0058096554
0.0040388689
0.0060635805
0.0022406939
0.0039060807
0.0053062881
0.0040878579
0.0018772838
0.002852119
0.0033054696
0.0043387786
0.01008095
0.0052120825
0.011963657
0.0067053307
0.01011658
0.0046542729
0.015960842
0.0056981677
0.004009
0.0068139373
0.005943777
0.0042601097
0.0062093334
0.008455541
0.0067800377
0.0030049763
0.0068151252
0.0052891574
0.0022638936
0.0046223104
0.0056656026
0.014248698
0.005298567
0.0067665558
0.0078413244
0.0032871778
0.0061070207
0.0031354346
0.005521399
0.0044360221
0.0029332854
0.0030320568
0.0043280465
0.0016834633
0.0039040572
0.0025035371
0.0017098314
0.0050563114
0.0047356212
