staytract_hisp_male_mean
0.22101361
0.28178927
0.1339816
0.22578923
0.24996223
0.23236966
0.2358235
0.30036822
0.16044265
0.29625228
0.25623146
0.2041622
0.1433426
0.30616319
0.2679987
0.21223672
0.23846343
0.2537851
0.40014666
0.39532349
0.18938763
0.19741023
0.26140419
0.25161493
0.22736119
0.24199666
0.29444382
0.21449716
0.17955536
0.29894727
0.27022526
0.26649377
0.18870072
0.16896851
0.26686877
0.18434542
0.45458901
0.27555409
0.15832351
""
0.21649326
0.38625067
0.2914651
""
0.14455701
0.25645074
0.22289939
0.34687415
0.22128846
0.31377223
0.2390492
0.26378748
0.25356358
0.3060458
0.11074742
0.20022866
0.24127349
0.26657584
0.3893038
0.21515737
0.20531142
0.22631493
0.2748886
0.13403893
0.40397522
0.1112911
""
""
0.31782269
0.25287664
0.19261882
0.2071027
0.25500464
0.28294468
0.19228804
0.29526785
0.3282086
0.25852296
0.20754331
0.20375304
0.22447576
0.22056064
0.19177935
0.24843457
0.19678223
0.43334287
0.34351355
0.20810172
0.28197742
0.31387505
0.17701654
0.25905088
0.25212553
0.29701284
0.38214117
0.4554956
0.31464991
0.38905585
0.2196604
0.25633013
0.22816323
0.25162879
0.2490457
0.22583212
0.20671688
0.23286296
0.20272647
0.21188813
0.20617221
0.19048488
0.25825846
0.2041522
0.21347313
0.43207291
0.1858819
0.21345417
0.21497841
0.27477995
0.33344242
0.52274621
0.2640231
0.26508096
0.23128246
0.21431802
0.34781796
0.20613968
0.19567563
0.34702411
0.24581704
0.26301035
0.20806527
0.1465852
0.23316395
0.17353556
0.34739405
0.074771963
0.25862727
0.16981405
0.38315573
0.20227511
0.18089762
0.22357954
0.22476889
0.29285091
0.22313027
""
0.18999948
0.27696377
0.16187695
0.39859578
0.29096872
0.25592279
0.21499725
0.26217854
0.16950744
0.21329713
0.061342061
0.21824424
0.25348598
0.3234486
""
""
0.12282719
0.2218525
0.48240861
0.23805021
0.22940339
0.36494079
0.21326475
0.23322247
0.20297883
0.19316365
0.21615696
0.2421871
0.2100182
0.15065299
0.23006481
0.24026047
0.3243407
0.18171829
0.14272434
0.13902888
0.15926042
0.12291239
0.25741017
0.17532094
0.26204145
0.24423499
0.19763665
""
0.32296711
0.20257983
0.21704848
0.3731389
0.16435482
0.26332822
0.26989412
0.3009232
0.26526201
0.27948102
0.23419027
0.31332979
0.28373471
0.24388461
0.33615464
0.198378
0.17662841
0.15039349
0.14719112
0.23270603
0.18630229
0.22501741
0.29390076
0.27513927
0.24508448
0.22095305
0.22419296
0.2133587
0.19432142
0.22009587
0.25172424
0.21200345
0.26379797
0.31914648
0.20001055
0.17258981
0.25564027
0.1441962
0.18325311
0.21438412
0.21882592
0.2255346
""
0.18264149
""
0.14447464
""
0.18182109
""
0.20763935
0.23158829
0.23683406
0.20646538
0.20637402
0.27294469
0.29500106
0.26632813
0.20407119
0.22872715
0.16017729
0.21608315
0.1904203
0.24139331
""
0.25774932
0.25559205
0.18831365
0.20785575
0.17114522
0.19490059
0.182348
0.23087984
0.21714839
0.21727552
0.22158343
0.28170308
0.2282162
0.24175349
0.25071922
0.25620803
0.21757174
0.20135848
0.25488213
0.21498324
""
0.24791829
0.18619078
0.20753391
0.1360454
0.17206006
0.23623604
""
""
0.23539256
0.17924997
0.28879321
0.22072276
0.23212826
0.23177679
0.51251066
0.21917932
""
0.12690687
0.13513876
0.2105452
0.3503013
0.26371062
0.26874787
0.28617507
0.22499494
0.17829138
0.19887067
0.17233214
0.21592025
0.27570108
0.2171196
0.24787872
0.33368269
0.19676134
0.24071927
0.30065489
0.25037113
0.25467443
0.24378788
0.20854038
0.23378095
0.31405401
0.19283886
0.25529554
0.17769133
0.2703121
0.20106898
0.191504
0.31516021
0.35630882
0.2721245
0.2527664
0.22905011
0.25271738
0.23541909
0.28338924
0.27901682
0.25383335
0.22081287
0.27845135
0.29182225
0.27135649
0.1522757
0.25971192
0.17161675
""
0.29592475
0.14595217
0.29474244
0.17890337
0.080599271
0.26194942
0.3777799
0.24529696
0.35784093
0.37806505
0.24643971
0.19589081
0.24189496
0.24174833
0.2596024
0.22757298
0.27586088
0.31262138
0.22794966
0.27434757
""
0.17945334
""
""
0.19999212
0.24517064
""
""
0.1510857
0.25912434
0.09735404
0.24030031
""
""
""
""
""
""
0.20998362
""
""
""
""
""
""
""
""
""
""
""
0.42017365
0.14960545
""
""
0.18155006
0.23336154
""
""
""
""
0.26654017
0.19198346
0.28552681
0.18180346
0.32055688
0.2370182
""
0.036174625
""
0.30888921
0.29852992
""
""
""
""
0.05481362
""
""
""
""
""
""
""
0.21315283
0.16090399
0.4200227
0.30829272
0.24904194
0.38412219
0.33011127
0.20086969
0.21218933
0.49109739
0.34802279
0.3560476
0.18629846
""
""
""
""
0.32565379
0.30999255
0.37420258
""
0.19615935
0.35776886
0.24637255
0.19135194
0.28348878
0.28912559
0.42200938
0.22869942
0.18024972
0.15649879
0.21775387
0.32556611
0.2280826
""
""
""
0.23570897
0.19678859
""
""
0.27885455
0.36707333
0.40524125
""
""
""
0.15700725
0.16174205
""
0.23329806
0.26604569
0.32595056
0.2325056
0.30931491
""
0.21431983
0.25652504
0.23212932
0.28004023
""
0.33120877
0.28745952
0.2791962
0.15732455
""
""
""
""
""
0.34721926
0.1516052
""
0.2067228
0.22035271
0.23253426
0.27266139
0.25948456
0.24082264
0.24711934
0.22317745
0.16784422
0.22745353
0.27123326
0.26200992
""
""
0.24509436
0.16569884
0.15373357
0.29165101
0.25358051
0.35379487
0.3120023
0.25430778
0.30456987
0.31635344
0.1737729
0.21005869
0.27139777
0.21680431
0.33694381
0.28439444
0.29169956
0.31659621
0.31127435
0.29849035
0.34456328
0.40039593
0.35773742
0.32188323
0.31353119
0.37588567
0.28527638
0.25647342
0.58766472
0.34236974
""
0.30380744
0.27871376
0.41809341
0.29016101
0.31685066
0.43229699
0.26117703
0.39215779
0.31818467
0.44390678
0.44390556
0.29587525
0.3620128
0.32377312
0.40457001
0.35363325
""
0.34156534
0.36530715
0.39746132
0.28580776
0.43302554
0.50330091
0.30705538
0.35677564
0.32612741
0.32657185
0.34261841
0.32111189
0.3126601
0.35330081
0.36836511
0.33209947
0.3804574
0.39058509
0.37688324
0.30612662
0.3446078
0.32965353
0.33713186
0.42924711
0.3285042
0.51172024
0.28580177
0.22863473
0.30488324
0.25825763
0.37718412
0.34082216
0.39021811
0.34538883
0.40447086
0.25483167
0.29985237
0.31923723
0.28793165
0.32865795
0.31974769
0.3380613
0.20672241
0.29739597
0.28272733
0.36470404
0.39912206
0.33946404
0.25514561
0.25177744
0.24645312
0.29198599
0.3859157
""
0.20681955
""
""
""
""
""
0.16702916
0.19536528
""
0.072609305
""
""
""
0.21432653
0.36033073
0.19117039
0.12274579
""
0.31335148
0.22137748
0.30615392
0.2338149
""
""
""
0.2446315
""
""
0.17141457
0.26359233
0.30534732
0.20705882
-0.002845844
0.15243362
0.11533519
0.28105554
0.39866364
0.29348373
""
0.2867676
0.47243023
0.30377474
0.34085742
0.2997596
0.32626781
0.43330112
0.32660055
0.28441778
0.30428079
