has_mom_hisp_female_p75_se
0.021453686
0.024887161
""
0.017976359
0.01856086
0.11382897
0.011657982
0.024760006
0.051037718
0.014972106
0.031650696
0.010416842
0.076164834
0.017150642
0.019742627
0.16361956
0.046797656
0.0099755954
0.14367157
0.065601222
0.032307841
0.010744221
0.031325586
0.029028038
0.0089408122
0.15682337
0.018944478
0.0090499241
0.0072377846
0.07222183
0.049813662
0.04155083
0.010103419
0.01285058
0.11440903
0.015651947
0.057023149
0.031535756
""
0.067788325
0.034004219
0.15796924
""
""
0.055094775
0.16404206
0.0086166821
0.026872043
0.01375186
0.027570119
0.021898307
0.025426956
0.017914655
""
""
0.01855226
0.05519715
0.22099009
0.14928558
0.038086634
0.08471103
0.013434388
0.079770759
0.04821242
0.13026166
0.10422844
""
""
0.12501313
0.064306431
0.065717809
0.096832894
0.037044547
0.0373943
0.024994461
0.044208705
0.02952892
0.038363751
0.049355678
0.011074139
0.052012768
0.031036463
0.043161135
0.021732494
0.013370883
0.023457017
0.044721417
0.018060878
0.013728323
0.019113753
0.02689483
0.073624544
0.069396138
0.030360932
0.099128731
0.058114015
0.03291424
0.021263523
0.0043473342
0.013234827
0.012342135
0.0023026054
0.0051649716
0.010375861
0.0091342218
0.0040512108
0.010691097
0.0064745191
0.034425333
0.010001583
0.013760081
0.018207382
0.01664382
0.17693636
0.014635234
0.016100928
0.011343224
0.10744447
0.19998939
0.066781357
0.024719516
0.035759389
0.046176944
0.015969122
0.092780836
0.016456701
0.013372121
0.077348508
0.050117284
0.076419614
0.0053861458
0.034536377
0.025845055
0.071758702
0.023853585
0.033384722
0.018619988
0.016180638
0.084110536
0.023114838
0.021453803
0.02345673
0.096647158
0.082758419
0.034198161
0.20745088
0.021983672
0.025326617
0.046778545
0.035655741
0.045250464
0.022060812
0.039259505
0.16555342
0.0068206787
0.037463326
0.15264054
0.019476533
0.074883521
0.037346084
""
""
0.012754947
0.0061069881
0.051252238
0.0040152511
0.026450193
0.09423279
0.18308157
0.013347059
0.0047113975
0.0095316526
0.025378132
0.0094147418
0.021212799
0.0085166758
0.012589287
0.0071450849
0.063860752
0.012281912
0.046343599
0.042175047
0.014599257
0.11920427
0.024627497
0.011210183
""
0.064526461
0.022339813
0.15756142
0.12134317
0.019929796
0.017605817
0.034883413
0.052560564
0.011247886
0.019264296
0.019994572
0.011159702
0.032280989
0.010304313
0.0097102961
0.031507973
0.024427321
0.021845585
0.011486686
0.010233934
0.041143902
0.015832085
0.021335935
0.025560996
0.025419435
0.24627343
0.032002289
0.0054603764
0.025995495
0.011516686
0.0090501672
0.046940252
0.03173295
0.057329625
0.042942125
0.051338527
0.10297175
0.010966478
0.050003283
0.012478882
0.035098616
0.0098803733
0.018723274
0.019958237
0.020872617
0.054122146
0.028949544
0.068145208
0.099689372
""
0.049627338
""
0.083327524
0.06857644
0.031849165
0.058605865
0.011059533
0.10099389
0.0083512859
0.031757165
0.013361787
0.070876151
0.0086683705
0.0081433477
0.029522628
0.03340178
""
0.027646836
0.021565219
0.022984046
0.011779277
0.022743031
0.020226041
0.019306524
0.012830812
0.009789411
0.010462652
0.008276402
0.0037869017
0.0069750538
0.003090044
0.005085249
0.014868001
0.014352123
0.012268246
0.0185377
0.044821743
""
0.016852088
0.017826322
0.015406877
0.087605499
0.026993118
0.0097030662
""
""
0.0055960459
