kir_stycz_black_male_p75_se
""
0.083470635
0.11949297
""
0.10797593
0.26096901
""
""
0.11155307
0.13756821
0.14592004
0.094978318
0.64572597
""
0.10515652
""
""
0.1081849
""
0.14552714
""
0.10713457
0.097312532
""
""
""
""
""
""
""
""
0.11229414
""
0.11477371
""
""
""
""
""
""
0.10345019
""
""
0.097007513
0.13008107
""
0.23038886
0.20611995
0.14123699
0.26887727
0.26247844
0.0994194
""
""
""
0.13879891
""
""
""
""
""
""
""
""
""
0.10280295
0.080579124
0.15537767
0.13312283
""
0.13180271
0.26004621
0.12695375
0.12248231
""
0.20678316
""
0.10410805
0.083081886
0.065405123
0.09064848
0.08434739
0.082611084
0.17438309
0.14766632
0.086212218
0.16998084
0.16886397
""
""
0.11999593
""
""
0.066065341
0.10210849
""
""
""
0.11810624
""
""
""
0.12926474
""
""
""
0.14697461
0.082539894
0.090011835
0.14496455
0.10401501
0.10114391
0.14995386
0.15922791
0.092520438
""
""
""
""
""
""
0.14848447
""
""
""
""
""
0.13929883
""
""
0.10759474
0.12379657
""
0.18187526
""
""
0.10037015
""
0.11472204
0.1284472
0.082953371
0.1394133
0.11990214
0.16823444
""
""
""
""
""
""
""
""
""
""
""
0.16803516
""
""
""
0.12749343
0.11296952
""
""
0.076819286
0.10461501
0.12798028
0.25898057
0.12912005
""
""
0.082732245
0.13765243
0.084650047
""
0.088761337
""
""
""
""
0.21363527
0.16005424
0.1406274
""
0.10365312
0.14836109
""
0.76182294
""
""
0.18734358
""
0.27629757
""
""
""
""
""
0.24884574
""
""
""
0.20086223
""
0.30421138
0.98711383
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.074500091
""
""
""
""
""
0.10689247
0.12736179
0.19532724
0.098770671
0.11851823
0.14198223
""
0.11509315
0.065443173
0.12628311
""
0.062482409
0.10172344
0.066491075
0.073895574
""
0.1510193
0.13423578
0.1190187
""
""
0.11370106
0.078552358
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.26730239
0.52663159
0.14392698
""
""
0.10842796
0.096569665
""
0.10327227
""
0.19055419
0.093627669
0.13363262
0.12878469
0.125367
0.14942181
""
""
0.13764718
0.10512674
""
0.068561628
0.079379618
""
""
""
""
0.079799876
0.16279663
0.12927711
""
0.16376305
0.11214565
0.055948026
0.15764156
0.132052
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.099521026
""
""
0.15870133
0.16119173
""
""
""
""
0.12624851
""
""
""
""
""
0.35926324
""
0.19827077
0.24009696
""
""
0.11740302
0.10099371
0.11070374
0.10552929
0.25687248
0.15259817
0.12155374
0.12218297
0.23973314
0.11796241
0.12339114
0.14920342
0.11701011
0.095461503
""
""
""
""
0.096371815
0.079557024
""
0.33837315
0.091948353
0.15109175
0.14935087
0.092500873
0.080014415
0.10683707
0.44921559
0.1109672
0.04930079
0.11106681
""
0.1315971
0.10201456
""
""
""
""
""
""
""
0.15705442
""
""
""
""
""
0.054418754
0.070825823
0.053985611
0.070036903
0.1473442
0.043427125
0.031266723
0.049968034
0.066304512
0.061391734
0.050214823
0.064630911
0.062700085
0.071829684
0.056115367
0.049106907
0.065483831
0.089170642
0.068221055
0.14230125
0.076272696
0.05158215
0.063150011
0.043896992
0.099659286
0.083923727
0.057999682
0.050089967
0.040903427
0.039195504
0.033997227
0.034908362
0.085030004
0.053000666
0.058074441
0.096669458
""
""
""
""
0.23390999
0.11353184
0.14512748
