working_pooled_female_p25_se
0.0042732931
0.006006889
0.011637545
0.0038826882
0.0048338082
0.0098391986
0.0030763897
0.01041796
0.012533273
0.005022021
0.0048641684
0.0026098636
0.013094709
0.0082111675
0.0052419594
0.015099223
0.015444964
0.0055449596
0.013722524
0.0085260756
0.0033203952
0.003317073
0.0050245305
0.0056981053
0.0029805815
0.0097828312
0.0057094814
0.0037745719
0.0026126169
0.008124806
0.0071096295
0.0072558168
0.0032735055
0.0039296066
0.0066643707
0.0039348826
0.0075415527
0.0066370801
0.011448736
0.01076726
0.0033338629
0.007453335
0.012779402
0.019112
0.0089485254
0.0079153227
0.0022015991
0.0052648541
0.0030460788
0.0056335703
0.0047891699
0.0036979804
0.0049102604
0.015240438
0.015807725
0.0033736278
0.0096137477
0.018301267
0.018219393
0.005986332
0.0083290311
0.0036042051
0.01175472
0.0094130253
0.0080544092
0.0091167688
0.014411667
0.010957757
0.0094574541
0.0084524434
0.0079361349
0.0065477649
0.0056741615
0.0059060925
0.0083345491
0.013760261
0.0061168545
0.0082642175
0.011448945
0.0023562089
0.006032839
0.0071436223
0.0091261277
0.0074049481
0.0029052007
0.0080197332
0.007623096
0.0054172184
0.0045951903
0.005412112
0.0065095122
0.0099410769
0.0093828402
0.0042258981
0.0095158024
0.015423507
0.0067518498
0.0046332385
0.0019006424
0.0034968855
0.0034917386
0.0013229783
0.0023798202
0.0036036349
0.0039258744
0.0020936704
0.0036908456
0.0025497118
0.0072045773
0.0046325317
0.0053474568
0.0051300502
0.003326593
0.0093496749
0.0034368557
0.0032320167
0.0036918547
0.012478806
0.014206981
0.012473737
0.005111801
0.0076284413
0.0086348392
0.006814247
0.0085178781
0.0042934231
0.0043328269
0.0081558283
0.0091674402
0.0091241375
0.0017044315
0.0071671531
0.006714012
0.0094845416
0.0058556516
0.0069268988
0.0040641665
0.0043646866
0.01046908
0.0072812093
0.0044256584
0.0062391432
0.012722644
0.010000753
0.0056909481
0.010898535
0.0056401668
0.0061491458
0.0076547284
0.0076945466
0.0078209434
0.0028993867
0.0051911385
0.0098624714
0.0034671263
0.0035423329
0.0098404614
0.0040969024
0.0093196454
0.0075710095
0.019786371
0.011632212
0.0075983447
0.0021105572
0.013130968
0.001594292
0.0093807802
0.009244103
0.012665676
0.0063296002
0.0017094022
0.0053613107
0.0085769556
0.0043947143
0.0082467264
0.012561547
0.0046786908
0.0032222006
0.0082171578
0.010615325
0.0097325016
0.0086280806
0.0028743159
0.0082966667
0.0093275867
0.0023583309
0.012369731
0.0092232833
0.0045225066
0.015026257
0.010137886
0.0059306836
0.0030480823
0.012516982
0.010863127
0.0073750988
0.0058483807
0.0061314125
0.0036051709
0.0099361716
0.0037963102
0.0054868204
0.0098850867
0.0082962904
0.0051650386
0.0045066657
0.0026992166
0.008273826
0.00637295
0.0058286134
0.0069503589
0.0053780465
0.011817418
0.012360881
0.0039186385
0.0038354192
0.0049062059
0.0020815607
0.0071859662
0.0064240131
0.0095819952
0.0073396666
