kir_26_white_female_n
1832.0
4588.0
502.0
559.0
1698.0
64.0
522.0
3633.0
822.0
670.0
1159.0
273.0
579.0
341.0
436.0
1409.0
1656.0
260.0
216.0
1089.0
344.0
2751.0
1603.0
661.0
1921.0
2271.0
846.0
3098.0
504.0
882.0
776.0
40.0
217.0
443.0
2651.0
1654.0
14543.0
382.0
2617.0
1020.0
2494.0
2065.0
115.0
118.0
7193.0
396.0
835.0
2902.0
9285.0
427.0
4846.0
3781.0
108.0
313.0
553.0
510.0
1203.0
2147.0
5475.0
63.0
2031.0
1077.0
3743.0
2068.0
312.0
109.0
755.0
""
""
8023.0
38.0
""
35.0
""
2877.0
31.0
31.0
911.0
1146.0
369.0
322.0
""
""
1483.0
41.0
23.0
""
35.0
73.0
232.0
""
101.0
122.0
31.0
""
24.0
237.0
2726.0
2677.0
1021.0
646.0
182.0
203.0
71620.0
4826.0
1405.0
17208.0
3587.0
166.0
4840.0
2028.0
558.0
621.0
1310.0
5430.0
1211.0
282.0
120.0
853.0
231.0
550.0
631.0
909.0
303.0
578.0
684.0
2536.0
2116.0
1225.0
514.0
171.0
342.0
487.0
2842.0
629.0
427.0
2866.0
522.0
1500.0
512.0
1048.0
342.0
1393.0
316.0
471.0
1683.0
725.0
120.0
568.0
153.0
272.0
326.0
766.0
2291.0
449.0
406.0
1268.0
1370.0
247.0
225.0
235.0
323.0
655.0
325.0
369.0
315.0
824.0
619.0
2046.0
210.0
9226.0
653.0
476.0
3433.0
315.0
240.0
3924.0
399.0
549.0
357.0
1225.0
623.0
5089.0
2448.0
172.0
588.0
19049.0
26.0
1004.0
5806.0
941.0
344.0
19544.0
848.0
5380.0
11796.0
768.0
3407.0
925.0
479.0
14044.0
2328.0
1239.0
812.0
81244.0
2411.0
5318.0
517.0
2179.0
4074.0
239.0
121.0
5225.0
3044.0
3238.0
46011.0
8984.0
391.0
29571.0
26634.0
1061.0
31438.0
47092.0
4712.0
10967.0
6571.0
9690.0
7063.0
23892.0
5199.0
5828.0
49.0
1385.0
8940.0
11747.0
10886.0
2298.0
1887.0
195.0
6122.0
1631.0
16566.0
3518.0
1877.0
10483.0
372.0
18334.0
248.0
148.0
152.0
7764.0
2024.0
516.0
32.0
243.0
114.0
""
102.0
118.0
944.0
9102.0
23.0
7546.0
368.0
926.0
18712.0
1615.0
1669.0
138.0
65.0
376.0
""
144.0
25.0
19973.0
65.0
262.0
207.0
1433.0
8923.0
322.0
157.0
781.0
4629.0
""
669.0
708.0
1296.0
879.0
584.0
93.0
603.0
182.0
297.0
434.0
3167.0
274.0
261.0
254.0
84.0
21.0
57.0
100.0
133.0
868.0
219.0
5752.0
464.0
18691.0
20068.0
6184.0
4754.0
19024.0
8114.0
4607.0
3710.0
3731.0
12380.0
4132.0
2471.0
4740.0
787.0
5693.0
709.0
15254.0
27551.0
337.0
4584.0
3650.0
6673.0
5185.0
1529.0
563.0
311.0
20788.0
8660.0
1831.0
216.0
553.0
468.0
188.0
338.0
225.0
426.0
603.0
4459.0
2047.0
23401.0
550.0
3344.0
1140.0
291.0
182.0
6268.0
12258.0
5136.0
1011.0
170.0
312.0
7328.0
6943.0
3825.0
13796.0
2005.0
2215.0
6497.0
1117.0
19845.0
4983.0
22669.0
11179.0
22741.0
13166.0
1647.0
4825.0
5623.0
5008.0
9289.0
13071.0
1133.0
1114.0
531.0
337.0
12971.0
803.0
1384.0
668.0
489.0
128.0
312.0
36.0
775.0
497.0
1557.0
2668.0
462.0
451.0
3145.0
292.0
334.0
352.0
957.0
1136.0
437.0
569.0
28.0
1558.0
186.0
2906.0
2074.0
200.0
5067.0
531.0
741.0
5441.0
1701.0
34.0
4536.0
167.0
15638.0
917.0
942.0
3984.0
376.0
3030.0
351.0
483.0
504.0
588.0
483.0
7330.0
443.0
156.0
1716.0
3556.0
180.0
73.0
1450.0
502.0
447.0
223.0
545.0
4170.0
2272.0
3276.0
675.0
11891.0
678.0
82.0
1942.0
1599.0
451.0
327.0
15823.0
921.0
4177.0
57.0
925.0
810.0
620.0
400.0
4362.0
3951.0
268.0
1568.0
344.0
354.0
222.0
135.0
148.0
727.0
436.0
167.0
1005.0
1021.0
1257.0
196.0
177.0
2155.0
767.0
529.0
133.0
180.0
753.0
161.0
425.0
140.0
452.0
679.0
161.0
429.0
1289.0
4145.0
1679.0
1169.0
303.0
2887.0
523.0
860.0
562.0
454.0
1126.0
128.0
473.0
28.0
275.0
64.0
3763.0
2093.0
68.0
285.0
193.0
1741.0
735.0
65.0
521.0
78.0
27.0
391.0
117.0
210.0
116.0
984.0
902.0
708.0
226.0
153.0
1701.0
156.0
185.0
475.0
722.0
2408.0
2012.0
1016.0
93.0
362.0
825.0
44.0
72.0
665.0
2700.0
166.0
207.0
220.0
641.0
1090.0
7845.0
334.0
1147.0
11443.0
89.0
3582.0
346.0
304.0
2112.0
155.0
261.0
1304.0
4495.0
259.0
111.0
""
4987.0
381.0
1000.0
23.0
252.0
104.0
1147.0
631.0
505.0
809.0
571.0
483.0
1209.0
971.0
4205.0
1122.0
322.0
81.0
159.0
1193.0
811.0
1607.0
268.0
294.0
972.0
337.0
334.0
166.0
2936.0
161.0
475.0
2625.0
178.0
590.0
1893.0
204.0
1324.0
129.0
671.0
508.0
4488.0
1401.0
660.0
635.0
1540.0
1734.0
76924.0
761.0
422.0
3061.0
706.0
919.0
29100.0
817.0
252.0
1551.0
798.0
633.0
1479.0
1325.0
180.0
577.0
1839.0
298.0
908.0
136.0
222.0
2240.0
1148.0
1311.0
491.0
1426.0
1013.0
994.0
409.0
13382.0
3445.0
2743.0
1885.0
19607.0
4508.0
545.0
1518.0
1697.0
1218.0
1024.0
10549.0
4729.0
3876.0
2115.0
9506.0
1664.0
568.0
602.0
531.0
582.0
712.0
1283.0
1225.0
1399.0
587.0
2187.0
5543.0
780.0
647.0
598.0
110.0
165.0
242.0
1270.0
736.0
5021.0
8303.0
935.0
6444.0
268.0
223.0
794.0
221.0
1834.0
5511.0
602.0
2800.0
543.0
758.0
643.0
531.0
579.0
2379.0
17015.0
2211.0
8841.0
1751.0
1231.0
11495.0
2738.0
391.0
643.0
2144.0
587.0
863.0
1532.0
3827.0
1099.0
1234.0
379.0
1161.0
2209.0
1102.0
1880.0
3549.0
1655.0
6662.0
1074.0
3216.0
766.0
1071.0
890.0
1203.0
2512.0
1178.0
7544.0
2683.0
1510.0
4716.0
1859.0
3227.0
1689.0
1668.0
1422.0
871.0
1192.0
1158.0
5250.0
1500.0
2893.0
1476.0
12858.0
3797.0
1766.0
4474.0
23504.0
1981.0
382.0
1510.0
3086.0
1406.0
3126.0
645.0
1836.0
304.0
754.0
916.0
673.0
790.0
466.0
6421.0
1177.0
537.0
1379.0
1041.0
1170.0
792.0
8399.0
886.0
1876.0
758.0
1139.0
1218.0
748.0
387.0
4379.0
747.0
327.0
6020.0
664.0
3751.0
1389.0
379.0
