spouse_rk_asian_male_n
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
136.0
""
""
""
31.0
""
""
""
117.0
""
""
""
129.0
""
68.0
""
""
""
""
""
""
""
47.0
""
""
""
26.0
""
""
""
""
""
""
231.0
""
""
""
""
42.0
""
""
25.0
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
27.0
""
""
""
""
1120.0
31.0
""
273.0
25.0
""
21.0
31.0
""
""
""
48.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
82.0
""
""
""
""
""
89.0
""
""
""
""
""
44.0
""
""
""
4712.0
""
""
123.0
""
""
2246.0
""
48.0
980.0
21.0
40.0
37.0
""
574.0
105.0
""
""
17320.0
48.0
173.0
""
""
241.0
""
""
448.0
116.0
""
6351.0
170.0
""
1328.0
2102.0
33.0
1927.0
4337.0
3518.0
1141.0
107.0
2525.0
254.0
6024.0
120.0
49.0
""
""
1273.0
267.0
418.0
258.0
""
""
228.0
""
851.0
182.0
65.0
258.0
""
453.0
""
""
""
138.0
40.0
""
""
""
""
""
""
""
""
257.0
""
90.0
""
""
245.0
""
""
""
""
""
""
""
""
286.0
""
""
""
""
63.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
39.0
""
544.0
426.0
56.0
59.0
309.0
133.0
45.0
""
55.0
279.0
36.0
219.0
96.0
""
53.0
""
189.0
772.0
""
22.0
36.0
109.0
30.0
""
""
""
498.0
146.0
22.0
""
""
""
""
""
""
""
""
""
22.0
465.0
""
""
""
""
""
63.0
92.0
89.0
""
""
""
65.0
57.0
27.0
593.0
20.0
""
96.0
""
690.0
86.0
389.0
111.0
347.0
133.0
""
37.0
54.0
46.0
61.0
247.0
""
""
""
""
100.0
""
""
""
""
""
""
""
""
""
36.0
21.0
""
""
42.0
""
""
""
""
""
""
""
""
""
""
""
""
""
97.0
""
""
46.0
34.0
""
280.0
""
416.0
""
""
124.0
""
23.0
""
""
""
""
""
615.0
""
""
""
26.0
""
""
""
""
""
""
""
60.0
""
28.0
""
375.0
""
""
""
""
""
""
990.0
""
45.0
""
""
""
""
""
74.0
48.0
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
70.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
75.0
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
285.0
4448.0
142.0
482.0
96.0
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
102.0
""
""
""
""
""
5152.0
""
""
""
""
""
2078.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
