kfr_imm_asian_female_mean
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.72721899
""
""
""
""
""
""
""
0.68928403
""
""
""
0.49357513
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.53081423
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.68096185
""
""
0.59274274
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.5988971
""
""
""
""
""
0.63829404
""
""
""
""
""
0.47895485
""
""
""
0.70096326
""
""
0.60344106
""
""
0.67805207
""
""
0.55802679
""
""
""
""
0.64514273
0.62769675
""
""
0.65264791
""
0.65086234
""
""
0.60430574
""
""
0.60942227
0.64936781
""
0.66777158
0.705001
""
0.63722789
0.61539882
""
0.65808016
0.64311874
0.67671686
0.5906238
0.78040242
0.68835354
0.62144268
0.71686089
0.67249978
""
""
""
0.64835531
0.64995325
0.64460486
0.56418681
""
""
0.54537141
""
0.67869765
0.67802346
0.63936996
0.63082516
""
0.66890883
""
""
""
0.62681389
""
""
""
""
""
""
""
""
""
0.54782957
""
0.75699317
""
""
0.65585589
""
""
""
""
""
""
""
""
0.67660052
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.6869005
0.70234996
""
""
0.67232031
0.55921769
0.66603321
""
""
0.76359111
""
0.63638097
0.74226189
""
0.64152676
""
0.60466933
0.65155447
""
""
""
0.60373861
""
""
""
""
0.61910897
0.60708451
""
""
""
""
""
""
""
""
""
""
""
0.65481681
""
""
""
""
""
""
0.77214372
0.75006014
""
""
""
""
""
""
0.61712605
""
""
0.52323669
""
0.64209551
0.63922805
0.63940895
0.64478064
0.60128766
0.53655958
""
""
0.60938805
""
0.62041491
0.64329153
""
""
""
""
0.61437398
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.66409373
""
""
""
""
""
0.51978612
""
0.66289628
""
""
0.74316168
""
""
""
""
""
""
""
0.61145657
""
""
""
""
""
""
""
""
""
""
""
0.62117332
""
""
""
0.69265407
""
""
""
""
""
""
0.65671253
""
""
""
""
""
""
""
0.65093297
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.65145272
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.72728306
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.5433678
0.59619445
0.65241104
0.55348337
0.59731066
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.6445623
""
""
""
""
""
