has_mom_natam_female_p75_se
0.061424151
0.2526629
""
0.033627152
0.055440143
""
0.02743022
""
""
0.047485102
0.059239011
0.012842448
""
0.066958323
0.032594491
""
0.021712899
0.040451773
""
0.12444217
0.037342291
0.011412704
0.035606667
0.094792761
0.017699661
0.042625625
0.025106952
0.057391953
0.0094849197
""
""
0.028989997
0.019415053
0.032061096
0.041052688
0.057848204
0.08920864
""
""
""
0.035700537
""
""
""
""
""
0.033447109
0.031699277
0.041304681
0.042600933
0.034207422
0.052673914
0.044594318
""
""
0.02433561
""
0.019535761
""
""
""
0.026507452
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.04290431
""
""
""
0.13687211
0.039918851
""
""
0.062560268
0.0053293137
0.013000129
0.058064707
""
""
0.022927174
""
""
0.08974947
0.056953378
0.029941216
0.035462178
0.047348268
0.023486948
0.044328414
0.034212772
0.016277572
0.014582632
0.019247875
0.014026463
0.041681126
0.072599746
0.070300303
0.17972715
0.021300992
""
0.059880473
0.042768851
0.038475554
""
""
""
0.043293107
""
""
0.25700095
""
0.03889744
0.058957838
""
""
""
0.01755009
""
""
""
0.046242774
""
0.064166829
0.088510558
""
""
0.054231253
0.020114381
""
""
""
""
0.020822598
0.044937637
""
""
0.012292308
0.027989555
0.023741612
""
0.017365986
0.043800142
0.046690587
0.0066423411
""
""
""
""
0.062718429
0.029571168
""
0.012747514
0.054816868
0.091755494
0.015264425
0.038347818
0.012521612
0.034299407
0.043024417
0.054263867
0.090371713
0.11032718
0.074470297
0.026796822
0.037151415
0.046513356
0.063574322
0.014884886
0.061548028
""
""
0.017169563
""
""
0.025165223
""
""
0.056105074
0.022823187
""
""
""
0.032365799
""
0.071314558
""
0.074458823
0.040380225
0.030439598
0.065456845
0.097136103
0.049730241
0.030692771
""
0.03346118
0.036684044
""
0.028336225
""
""
0.086344227
0.055993337
0.070695065
0.033062842
""
0.037297145
""
""
0.10314073
""
0.046466891
0.23160163
""
""
0.04899969
0.051777009
0.052406147
0.042714346
""
""
""
""
""
0.059778653
""
""
""
""
0.14603534
0.066764414
""
""
""
0.03162146
""
""
0.015680009
0.02925371
0.064918444
""
0.080002867
0.04423473
""
0.034217816
""
0.071158789
""
0.041305076
0.021320153
0.067184642
0.050638489
0.045981526
0.064090312
0.043288946
0.036112182
0.096837044
0.059245151
""
""
0.03847266
0.055823591
0.030205302
0.023825359
0.065134503
""
0.16566974
0.047338534
""
""
0.028924221
0.021900438
""
0.040727366
0.025461322
""
0.020565541
0.13356166
""
0.030635679
0.049318749
0.23234072
""
""
0.022473793
""
0.052653234
0.016093971
0.052057333
0.063823193
0.074090749
""
""
""
0.029733259
""
""
""
0.063870445
""
0.029492702
0.03161655
0.03151289
0.013189081
