somecoll_other_male_p75_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.11236487
""
""
""
""
""
""
""
0.056468245
""
""
""
0.14603819
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.067533463
""
""
""
""
0.10775931
""
""
""
""
""
""
""
""
0.09604349
""
""
""
""
""
""
""
""
""
""
""
""
""
0.11826517
""
""
""
""
""
0.033499625
""
""
0.058484223
""
""
""
""
""
""
""
0.15311851
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10323008
""
""
""
""
""
0.14662997
""
""
""
""
""
""
""
""
""
0.02428708
""
""
0.079349548
""
""
0.028330127
""
0.10757418
0.059044771
""
0.12836164
""
""
0.057067674
0.084630594
""
""
0.014361235
""
0.066204906
""
""
0.13364436
""
""
0.057622898
0.11683124
""
0.019446889
0.068836823
""
0.050193876
0.029911801
""
0.024451783
0.022000721
0.044079758
0.064748853
0.076277748
0.032411527
0.053833205
0.022280943
0.074318491
0.11083038
""
""
0.043191459
0.058495689
0.0661439
0.096515879
""
""
0.10306212
""
0.048039909
0.060895696
""
0.099698767
""
0.04924297
""
""
""
0.080853559
""
""
""
""
""
""
""
""
""
0.07061097
""
0.0424808
""
""
0.039007388
""
""
""
""
""
""
""
""
0.059625294
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.14319208
""
0.068061173
0.067883685
""
""
0.0510487
0.11972068
""
""
""
0.10065681
0.24360369
0.09823674
""
""
0.12879348
""
0.09228123
0.057442117
""
""
""
0.10673318
""
""
""
""
0.077763163
0.12103302
""
""
""
""
""
""
""
""
""
""
""
0.045582548
""
""
""
""
""
""
0.21549578
0.11544231
""
""
""
0.22361349
""
""
0.058949966
""
""
0.046010159
""
0.057620432
0.21033534
0.08170028
0.14058988
0.080843128
0.16049434
""
""
""
""
0.19248393
0.093299419
""
""
""
""
0.14862877
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10204961
""
""
""
""
""
0.12074807
""
0.065439634
""
""
""
""
""
""
""
""
""
""
0.068604894
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.096988544
""
""
""
""
""
""
0.035764541
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.15084618
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.12986355
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.035799138
0.012556773
0.074462235
0.04706027
0.070567563
""
""
""
""
""
""
""
""
""
""
""
""
0.12719044
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.12918158
