par_rank_black_pooled_mean
0.37666366
0.35249633
0.25390801
0.36883619
0.36814573
0.34398198
0.35663694
0.35890386
0.32361418
0.3322331
0.34964758
0.35002106
0.37205762
0.36370364
0.34139037
0.37147012
0.2987636
0.35654253
0.34638378
0.26669899
0.27283874
0.34459731
0.3198784
0.31528169
0.3866832
0.27315959
0.3166692
0.32376292
0.34968856
0.29624185
0.33254257
0.36038047
0.39853078
0.37186328
0.28719911
0.31206623
0.25641003
0.25880101
0.2242516
0.2237426
0.31426701
0.24829006
0.27489215
0.21594103
0.26848149
0.2832033
0.29915294
0.28075358
0.31588629
0.26830122
0.33988842
0.27829996
0.25919425
0.17675097
0.28413633
0.28698891
0.26982105
0.27029321
0.3025187
0.30452862
0.29190442
0.34045318
0.27130386
0.27613595
0.36455318
0.36785114
""
0.36129031
0.36887395
0.42138302
0.24800251
0.25540224
0.24733898
0.32291788
0.29613787
0.33537543
0.30954719
0.33570707
0.32106572
0.3314347
0.25430974
0.36089358
0.3523348
0.39544839
0.38219571
0.38094985
0.35644755
0.35472295
0.4013218
0.31845725
0.3543236
0.34489998
0.3436321
0.33617538
0.35462901
""
0.39967316
0.33754167
0.3367863
0.31344363
0.32053459
0.32977039
0.31172788
0.30609807
0.34191898
0.33168641
0.30598849
0.34963262
0.2792879
0.30199382
0.29886442
0.30984068
0.34441009
0.27940086
0.32596421
0.34550685
0.35427958
0.26372603
0.26575685
0.23543029
0.26584786
0.28190064
0.32068616
0.35279104
0.26544312
0.32801256
0.33726776
0.24885456
0.31580654
0.28290012
0.39519945
0.29480985
0.31478828
0.29044664
0.34020174
0.28219736
0.31674156
0.3321107
0.28246459
0.30656025
0.32256216
0.30688891
0.26406747
0.25971898
0.29358035
0.25863013
0.29370898
0.26808193
0.27659139
0.27639264
0.31348169
0.34100306
0.29181001
0.26714835
0.32015255
0.29224062
0.27040032
0.30272835
0.23823027
0.35531715
0.31980845
0.36182436
0.48667821
0.38439068
0.33072487
0.47208512
0.44040725
0.50023872
0.42297956
0.39403406
0.41522413
0.44435689
0.43739146
0.40495598
0.41375002
0.34767917
0.37130618
0.3571386
0.40163794
0.53126729
0.38852409
0.40335584
0.37951663
0.40551826
0.37973469
0.36695436
0.35331395
0.4609099
0.360809
0.43459973
0.39339113
0.42244801
0.35469645
0.41146252
0.33962756
0.32926941
0.4070451
0.40063679
0.36484301
0.51744831
