kfr_stycz_black_male_mean_se
""
0.023104699
0.020189282
""
0.049831688
0.044752631
""
""
0.025596883
0.037102979
0.056064095
0.021948799
0.038198065
""
0.025852457
""
""
0.021932239
""
0.052411892
""
0.030684322
0.032136749
""
""
""
""
""
""
""
""
0.020650608
""
0.028068608
""
""
""
""
""
""
0.014027459
""
""
0.028081512
0.031382296
""
0.033525683
0.04490415
0.030948872
0.057403766
0.03081709
0.027980611
""
""
""
0.022708496
""
""
""
""
""
""
""
""
""
0.024739346
0.015404269
0.025595961
0.02631335
""
0.024317916
0.030028764
0.019517155
0.024112657
""
0.019401317
""
0.017710607
0.015707836
0.016295975
0.016670272
0.020053782
0.023630932
0.026122188
0.031258393
0.026998041
0.036547784
0.026552126
""
""
0.027975403
""
""
0.029506497
0.028567782
""
""
""
0.038467314
""
""
""
0.036409549
""
""
""
0.030521737
0.017630508
0.014722693
0.036356475
0.023152757
0.018049071
0.015972394
0.053130358
0.026508657
""
""
""
""
""
""
0.032765407
""
""
""
""
""
0.075481646
""
""
0.029942315
0.028474476
""
0.060334615
""
""
0.028191751
""
0.024792233
0.035963774
0.023847338
0.03721353
0.036810271
0.038465794
""
""
""
""
""
""
""
""
""
""
""
0.039753914
""
""
""
0.024760874
0.023604428
""
""
0.033428721
0.020441048
0.047529414
0.030407868
0.030398782
""
""
0.029111933
0.043259405
0.041012093
""
0.028813969
""
""
""
""
0.022274656
0.029976776
0.034502428
""
0.022409383
0.02618181
""
0.032361899
""
""
0.03133877
""
0.046436165
""
""
""
""
""
0.033730246
""
""
""
0.041053429
""
0.032087665
0.046598654
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.025333378
""
""
""
""
""
0.018336708
0.025434216
0.029330898
0.043584548
0.028332394
0.021346595
""
0.040672921
0.021912709
0.023309398
""
0.019201094
0.020679276
0.014560471
0.013249618
""
0.022415427
0.021528438
0.023725897
""
0.027382687
0.020446114
0.015061345
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.054848224
""
""
0.028223829
0.036596078
0.02661908
""
""
0.017724624
0.04456133
""
0.027726924
""
0.026707888
0.026285276
0.025916908
0.04125366
0.051245149
0.025030935
""
""
0.027054928
0.0151565
""
0.022474937
0.018071661
""
""
""
""
0.025783619
0.035515599
0.022460483
""
0.023489093
0.032608893
0.020528277
0.034320116
0.036327839
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.020287508
""
""
0.029673552
0.043850947
""
""
""
""
0.041635107
""
""
""
""
""
0.051644105
""
0.047541682
0.032956291
""
""
0.02737594
0.017764021
0.022432568
0.039740346
0.051983804
0.022080077
0.019581469
0.017145151
0.042505439
0.031088416
0.024673488
