hours_wk_pooled_pooled_mean
30.855373
30.084564
29.193851
31.04508
31.721184
30.430449
30.978313
31.01108
30.26963
31.144234
30.628136
31.839096
29.427971
31.091715
30.791048
30.135527
31.645113
31.458332
31.071539
29.185129
30.828899
29.210997
31.906744
31.429167
32.717079
31.010689
30.453289
30.317242
31.470617
31.017897
31.740168
33.130138
32.396923
32.478523
28.959528
29.997395
30.90983
30.054951
26.532818
28.709869
30.43565
29.254375
30.427195
31.028454
30.385893
28.765781
31.324427
32.488319
32.46381
30.655748
30.51619
33.488544
31.134094
28.342834
30.487728
30.454126
30.791553
30.177855
28.022377
29.819818
30.282751
31.348375
27.672087
30.208693
27.764059
28.147415
27.820612
27.598679
31.533131
31.277874
27.759445
28.97834
27.452364
31.01918
28.158026
30.950035
30.680698
29.987213
30.783636
29.987484
27.882147
31.800184
34.320045
31.587498
31.927872
31.079033
29.376774
30.050602
30.547131
29.756721
30.857426
30.925095
29.662943
30.822784
29.095453
30.689194
30.378962
29.876513
30.471153
29.588388
31.665051
31.614697
31.451435
31.460665
31.272625
31.037413
29.668009
30.524469
29.762718
28.732586
29.702248
30.316662
31.905079
27.935837
31.846748
30.540609
30.853605
28.775356
31.019556
28.707533
29.076502
31.089882
30.377958
29.979565
30.057453
31.207106
30.840981
31.514191
31.770884
29.123951
31.670191
28.317022
31.172886
29.33144
32.319702
30.179102
30.327471
29.502781
31.650059
29.146988
30.85931
30.672756
27.986252
28.91571
28.266245
29.998016
30.791227
31.083946
29.348118
30.611578
29.384089
30.511488
30.147518
30.615696
30.023336
29.808571
27.837341
29.686464
31.257305
31.30348
31.673048
27.994501
32.44117
32.226559
32.012787
33.754444
30.841473
33.191624
31.960913
30.940649
31.584538
32.885559
31.489656
32.138615
31.17638
30.799551
32.071991
31.835808
31.141293
32.120193
31.547737
31.884832
31.733435
29.709602
30.895777
32.317951
29.961691
32.74564
32.143978
27.757511
31.747532
32.024128
32.477772
32.191208
32.779396
31.746214
33.577892
33.912529
32.002102
33.00787
31.54513
31.032711
32.14584
31.739752
30.792517
32.488052
32.348774
31.226341
30.92028
32.800621
31.828272
33.947014
33.161648
34.060127
31.222727
32.155231
32.783665
32.795647
31.982714
32.124771
32.016289
32.909618
28.605701
29.867237
32.291286
32.500957
32.218678
33.309021
33.929966
32.168186
32.357029
33.454613
31.53981
32.72353
31.913607
30.656469
27.807964
31.090996
31.205421
29.050787
29.796846
34.011024
33.373775
32.817318
31.683897
33.505028
32.889488
33.198479
33.066242
33.650692
33.903564
33.411472
32.807735
34.453506
31.748358
33.525265
31.599197
33.95956
32.864845
33.498569
32.614056
33.748756
33.542507
33.789558
33.026226
32.122509
33.928654
33.868378
32.969933
32.284466
31.959536
33.456963
30.663954
32.147236
28.365131
32.976822
32.524357
34.587276
34.89024
34.544674
33.562992
34.914383
31.634291
34.570606
34.248013
33.576157
33.011898
34.329998
33.076954
33.279133
31.739922
32.082279
33.492668
34.714161
33.088997
36.520378
38.620777
36.274162
36.466793
36.707733
34.456173
33.897129
32.990993
36.252319
35.071362
36.13834
37.767048
34.439404
35.857368
35.170174
35.379211
36.419048
35.304474
36.025215
35.398083
35.146652
35.300262
36.477001
36.472168
35.287945
36.466606
35.198826
38.132275
33.255527
32.855446
33.435825
32.884708
34.789303
33.294422
33.951221
36.053253
32.866173
33.591606
33.878021
32.857758
32.369934
33.339333
32.469467
31.714588
32.78297
33.784866
33.55912
33.453106
31.529972
33.744938
31.854347
29.54719
31.50419
32.233715
29.944504
30.75322
32.821625
31.80525
32.569931
33.253071
31.093662
30.434906
33.276669
31.183151
28.626421
30.252087
37.115055
33.620045
36.688965
34.278851
33.424919
33.755207
34.562328
34.258553
36.278236
34.467388
34.077564
36.847527
39.761658
37.282597
38.501225
37.285282
42.41053
32.186756
38.087231
36.007816
47.016708
""
43.660656
38.548145
""
32.060711
37.546165
36.153072
35.167664
37.631252
35.986004
40.373589
36.546547
37.352409
35.827709
38.789951
38.050632
33.487545
33.86351
38.129654
38.20219
34.059528
38.074795
38.479591
35.732311
36.948105
35.738167
36.306133
44.542171
36.965714
35.712704
39.153908
36.802586
36.096535
39.690556
37.821171
38.55695
