has_mom_other_male_p50
0.9406265
0.90338826
0.96795404
0.91778874
0.89879715
0.89894205
0.876158
0.97908288
""
0.93596035
0.91367477
0.87692869
1.0018376
0.88589436
0.88984889
""
0.9414162
0.88026536
0.92431003
0.87994474
0.8377471
0.9025802
0.91968614
0.87380403
0.90198511
0.73019761
0.93145967
0.92518514
0.93131304
0.86996764
0.90078694
0.89687443
0.89430481
0.93337011
0.87588102
0.90203053
0.94788742
0.88904053
""
0.58446521
0.86153394
0.85301554
""
""
0.99984527
0.87102723
0.88623971
0.86843425
0.86414587
0.91501808
0.89643252
0.89308214
0.80035341
""
""
0.87052393
0.82824051
0.93429494
""
0.87804115
0.90714329
0.90705287
0.96936262
0.95418227
0.93111479
0.87538159
""
0.88432854
0.82037032
0.94843298
0.67610228
0.93947864
0.84229624
0.87388772
0.8596319
""
0.92506105
0.92363876
""
0.87189513
0.86046618
0.87265712
0.94150615
0.90551257
0.92688745
0.94261688
0.8035453
0.93802357
0.91589034
0.92892122
0.76604766
0.91400963
0.96858567
0.89696765
0.9660666
""
0.93022043
0.93994671
0.91239935
0.88497311
0.92321908
0.8763597
0.86446041
0.87765419
0.91511816
0.89693958
0.88956201
0.90858775
0.87566245
0.92615908
0.91831183
0.93025404
0.91506535
0.99983287
0.89812893
0.92314541
0.91718882
""
0.95027679
""
0.88689935
0.8725397
0.82673019
0.91921633
0.8852123
0.90313715
0.92459494
0.80122519
0.90466666
""
0.897533
0.84221357
0.89111418
0.86642265
0.90352464
0.87081635
0.91072434
0.91828674
0.91183043
0.84763068
0.89856321
0.90637475
""
0.8066684
0.85578966
0.86282742
0.94903976
0.89926839
0.87477803
0.86548507
0.90977859
0.88671452
0.82388997
""
0.91677636
0.91103721
0.62583292
0.85927373
0.93996483
0.95854104
""
0.84564537
0.92219955
0.89814204
0.9289521
0.8874101
0.96846706
0.90163291
0.95656729
0.90890497
0.91175914
0.90480226
0.88269627
0.92737848
0.89421666
0.93267065
0.93824238
0.92815369
0.95511711
0.92793
0.9035731
0.9853341
0.90926623
0.9141531
0.82515538
0.91000456
""
0.93144244
0.91581142
""
0.86548644
0.94932306
0.9103111
0.96855885
0.7681269
0.91217363
0.88403898
0.88874072
0.87631887
0.86495203
0.88800746
0.8991313
0.90109497
0.91436434
0.90003127
0.8909511
0.90424377
0.93371493
0.87687624
0.95167613
0.90905559
0.90356654
0.96702057
0.97211713
0.91354263
0.92392927
0.89069027
0.88729155
0.86308199
0.94561899
0.94251823
0.95866239
0.90226334
0.93807632
0.89587891
0.91062689
0.93366152
0.90889174
0.91784269
0.89282155
0.89780575
0.89594811
0.8634814
0.92345744
""
0.95970243
0.97977948
0.90849948
""
0.90370959
0.93018919
0.93020415
0.9563756
0.88863164
0.89604509
0.95208913
0.90142024
0.90761817
0.95662993
0.92220753
0.90157324
0.91338176
0.93771219
""
0.92449504
0.97438771
0.94518101
0.89580387
0.9258557
0.92133737
0.90771073
0.88180929
0.89142251
0.90420282
0.88898069
0.86148477
0.89381516
0.8933512
0.8938207
0.91484576
0.9027704
0.89535308
0.69912702
0.85773456
0.90683389
