kfr_native_pooled_pooled_mean
0.4744243
0.45532107
0.43088496
0.4911271
0.5073415
0.47900614
0.48991123
0.48486835
0.47064954
0.47685513
0.46834493
0.500485
0.4835344
0.47419566
0.49171978
0.48678428
0.49345854
0.49957278
0.46936888
0.42759061
0.44192004
0.43483213
0.47008196
0.46849975
0.52944392
0.41377881
0.4676747
0.47456822
0.48809889
0.47675642
0.47579581
0.52719867
0.52596951
0.50928336
0.44228444
0.47654891
0.46885428
0.47624934
0.41831872
0.45022216
0.46872932
0.45881292
0.49155816
0.54321086
0.46234179
0.45309216
0.49685627
0.5601083
0.52032262
0.4846704
0.52370757
0.52631688
0.45834017
0.43761796
0.46416208
0.47871545
0.50882238
0.53447443
0.47183034
0.45345339
0.48399386
0.48431334
0.45160168
0.49391428
0.4475593
0.46226141
0.44333494
0.4455258
0.46168903
0.44379571
0.41707635
0.41348496
0.3956188
0.48028359
0.4442398
0.48380092
0.47047937
0.47162333
0.46395236
0.45513147
0.42295268
0.50461882
0.48543674
0.49723896
0.51258701
0.49855796
0.48000947
0.47857863
0.5019716
0.48157561
0.49792841
0.45729652
0.47777307
0.48360583
0.45797348
0.46835911
0.46966442
0.47027999
0.48349416
0.47137392
0.49712837
0.49032834
0.5039956
0.50096488
0.48939055
0.49186864
0.4668133
0.47218207
0.44189522
0.45674896
0.47786266
0.4526042
0.47433794
0.42757964
0.4781599
0.49133414
0.46827778
0.42973053
0.43106207
0.41546556
0.45488086
0.44792503
0.44708812
0.44013324
0.44399604
0.4716821
0.46199876
0.45556569
0.4426468
0.449862
0.51405096
0.44634873
0.48706117
0.46831378
0.49977958
0.4631303
0.46724543
0.42625898
0.4343676
0.47597629
0.46728745
0.46972716
0.42252117
0.45412078
0.42251667
0.44531107
0.48025045
0.45908496
0.44632024
0.45100552
0.47962457
0.50321162
0.47244075
0.45998535
0.4767046
0.47372618
0.46757647
0.46517339
0.47668105
0.50664431
0.47881654
0.47170824
0.55579382
0.55049312
0.51055849
0.58274257
0.55034208
0.55826396
0.50202614
0.52290076
0.52653521
0.55131727
0.52380341
0.53378582
0.50880623
0.51556778
0.52885967
0.54101187
0.51808524
0.50558347
0.52208316
0.50370806
0.5181092
0.48121446
0.49179602
0.54369175
0.47357938
0.55040163
0.49843904
0.46756214
0.47313783
0.49284109
0.52633721
0.51203382
0.52037865
0.54210716
0.543917
0.58188272
0.54189187
0.55415905
0.52601409
0.53209716
0.54079533
0.52358854
0.49210215
0.54510367
0.52323353
0.51657164
0.52240366
0.54012746
0.51639873
0.5718348
0.54829401
0.54089606
0.53774118
0.53386098
0.52189338
0.53664476
0.52238071
0.50536257
0.52698469
0.55229115
0.47472858
0.47678494
0.52274847
0.5149731
