staycz_other_female_n
251.0
125.0
21.0
458.0
267.0
50.0
678.0
25.0
20.0
165.0
220.0
1008.0
20.0
85.0
225.0
""
34.0
223.0
26.0
52.0
294.0
1017.0
214.0
105.0
1032.0
30.0
193.0
635.0
1730.0
62.0
80.0
144.0
989.0
982.0
85.0
420.0
24.0
75.0
""
""
239.0
41.0
""
""
23.0
43.0
1093.0
218.0
402.0
143.0
373.0
330.0
112.0
""
""
419.0
32.0
30.0
""
79.0
53.0
496.0
""
57.0
56.0
56.0
""
""
33.0
31.0
32.0
44.0
62.0
108.0
36.0
""
59.0
41.0
22.0
773.0
64.0
109.0
30.0
88.0
856.0
70.0
97.0
443.0
497.0
176.0
93.0
39.0
35.0
292.0
46.0
21.0
98.0
212.0
2079.0
409.0
497.0
3120.0
1179.0
417.0
656.0
1947.0
481.0
1365.0
95.0
281.0
234.0
198.0
591.0
22.0
591.0
473.0
605.0
24.0
""
""
146.0
69.0
68.0
202.0
55.0
365.0
294.0
38.0
24.0
26.0
3078.0
60.0
133.0
32.0
138.0
80.0
343.0
402.0
29.0
66.0
298.0
293.0
""
34.0
108.0
""
228.0
75.0
34.0
27.0
48.0
487.0
110.0
21.0
1144.0
310.0
42.0
243.0
39.0
64.0
""
""
420.0
2498.0
24.0
6754.0
136.0
57.0
130.0
241.0
4404.0
540.0
102.0
378.0
93.0
44.0
521.0
1134.0
102.0
96.0
63.0
56.0
1212.0
88.0
88.0
1348.0
21.0
58.0
348.0
""
49.0
338.0
773.0
26.0
26.0
114.0
169.0
179.0
608.0
49.0
576.0
276.0
68.0
147.0
273.0
463.0
1184.0
107.0
135.0
208.0
170.0
253.0
""
26.0
454.0
470.0
431.0
1912.0
109.0
164.0
68.0
110.0
154.0
80.0
1585.0
210.0
129.0
159.0
1405.0
485.0
381.0
264.0
""
136.0
20.0
85.0
21.0
210.0
""
35.0
159.0
84.0
145.0
351.0
78.0
93.0
217.0
843.0
97.0
221.0
1576.0
263.0
114.0
""
236.0
94.0
62.0
753.0
77.0
400.0
118.0
449.0
681.0
778.0
839.0
10112.0
790.0
4487.0
4400.0
539.0
467.0
103.0
27.0
176.0
23.0
40.0
504.0
227.0
61.0
169.0
1947.0
""
""
4436.0
797.0
83.0
510.0
2756.0
117.0
46.0
27.0
""
57.0
60.0
40.0
23.0
""
64.0
61.0
178.0
3135.0
39.0
140.0
181.0
38.0
43.0
26.0
53.0
119.0
""
121.0
199.0
71.0
115.0
312.0
254.0
60.0
208.0
155.0
135.0
48.0
478.0
79.0
61.0
41.0
160.0
285.0
96.0
102.0
360.0
42.0
356.0
493.0
1341.0
107.0
5688.0
501.0
192.0
73.0
1878.0
23.0
34.0
174.0
269.0
110.0
36.0
60.0
53.0
32.0
33.0
79.0
62.0
85.0
21.0
73.0
130.0
""
97.0
49.0
78.0
99.0
""
246.0
""
""
51.0
34.0
""
""
""
""
""
64.0
""
""
""
""
""
29.0
113.0
""
""
""
""
""
""
22.0
""
""
""
20.0
31.0
36.0
23.0
""
149.0
23.0
""
23.0
""
""
27.0
129.0
""
20.0
119.0
132.0
""
31.0
""
64.0
40.0
""
""
""
""
34.0
""
""
""
""
""
24.0
""
43.0
23.0
29.0
38.0
34.0
""
35.0
58.0
408.0
""
""
20.0
317.0
25.0
""
""
""
56.0
149.0
""
""
27.0
25.0
""
""
46.0
146.0
24.0
291.0
20.0
29.0
873.0
26.0
""
""
""
""
35.0
1491.0
""
""
167.0
22.0
""
""
""
""
""
""
""
""
25.0
""
""
67.0
""
25.0
416.0
2833.0
""
""
31.0
38.0
88.0
""
""
""
""
""
""
80.0
26.0
""
332.0
439.0
722.0
66.0
81.0
46.0
42.0
323.0
172.0
1851.0
137.0
73.0
""
""
272.0
48.0
377.0
103.0
402.0
53.0
88.0
676.0
577.0
548.0
195.0
2653.0
214.0
27.0
190.0
785.0
142.0
""
28.0
""
93.0
""
59.0
199.0
123.0
""
191.0
40.0
""
""
""
27.0
48.0
""
""
37.0
""
24.0
""
72.0
22.0
""
1131.0
22.0
1696.0
31.0
40.0
""
178.0
22.0
""
""
""
""
41.0
186.0
360.0
111.0
208.0
3514.0
286.0
90.0
47.0
120.0
""
""
""
28.0
""
28.0
""
""
209.0
""
""
202.0
""
""
22.0
29.0
21.0
170.0
41.0
1003.0
1772.0
2865.0
129.0
265.0
212.0
162.0
631.0
79.0
""
267.0
72.0
156.0
2744.0
246.0
215.0
132.0
165.0
""
1370.0
""
""
""
23.0
""
36.0
157.0
53.0
74.0
37.0
""
""
338.0
39.0
24.0
201.0
""
34.0
""
48.0
53.0
""
""
""
177.0
""
""
68.0
77.0
52.0
""
""
180.0
150.0
30.0
""
86.0
""
13245.0
638.0
1721.0
25.0
148.0
""
""
20.0
931.0
""
3529.0
""
1255.0
165.0
""
164.0
299.0
42.0
191.0
1929.0
97.0
39.0
609.0
90.0
""
140.0
36.0
""
20.0
""
515.0
2129.0
160.0
245.0
""
""
22.0
28.0
""
65.0
252.0
""
""
379.0
227.0
411.0
74.0
255.0
1407.0
1019.0
1712.0
760.0
6097.0
4849.0
57.0
""
20.0
781.0
1037.0
11149.0
3233.0
""
30.0
5756.0
220.0
930.0
21763.0
82.0
73.0
94.0
95.0
920.0
112.0
383.0
3496.0
90.0
1503.0
126.0
345.0
486.0
56.0
""
227.0
""
""
""
252.0
180.0
9797.0
