kfr_stycz_hisp_male_n
160.0
105.0
""
322.0
432.0
25.0
802.0
39.0
""
215.0
263.0
1414.0
""
66.0
289.0
""
""
247.0
""
27.0
233.0
823.0
191.0
153.0
1321.0
33.0
267.0
533.0
1252.0
45.0
54.0
83.0
763.0
618.0
38.0
356.0
28.0
51.0
""
""
224.0
36.0
""
""
""
24.0
2110.0
143.0
447.0
99.0
305.0
304.0
116.0
""
""
351.0
29.0
""
""
76.0
43.0
479.0
""
48.0
31.0
27.0
""
""
""
34.0
""
22.0
33.0
90.0
35.0
""
68.0
43.0
22.0
732.0
51.0
86.0
24.0
140.0
901.0
78.0
50.0
287.0
338.0
180.0
86.0
48.0
53.0
198.0
46.0
26.0
115.0
902.0
8671.0
2146.0
1481.0
43931.0
5837.0
2689.0
1228.0
10505.0
1351.0
1805.0
104.0
708.0
328.0
124.0
461.0
""
462.0
609.0
447.0
""
""
""
207.0
76.0
50.0
171.0
34.0
345.0
277.0
67.0
""
25.0
4936.0
51.0
189.0
29.0
771.0
24.0
299.0
415.0
35.0
54.0
310.0
186.0
""
30.0
93.0
""
163.0
64.0
""
29.0
29.0
421.0
66.0
""
732.0
251.0
""
155.0
""
22.0
""
""
342.0
1839.0
""
11698.0
32.0
24.0
20.0
400.0
4876.0
727.0
134.0
862.0
60.0
50.0
601.0
2452.0
79.0
34.0
37.0
35.0
538.0
28.0
44.0
777.0
""
43.0
265.0
""
24.0
190.0
577.0
""
""
54.0
377.0
173.0
1417.0
207.0
885.0
624.0
132.0
184.0
208.0
639.0
1177.0
87.0
80.0
364.0
106.0
168.0
""
22.0
2697.0
220.0
923.0
2172.0
45.0
39.0
30.0
28.0
44.0
33.0
870.0
110.0
53.0
72.0
611.0
449.0
367.0
164.0
""
58.0
""
30.0
""
60.0
""
""
66.0
144.0
84.0
217.0
27.0
91.0
142.0
652.0
59.0
137.0
2514.0
116.0
49.0
""
148.0
49.0
145.0
746.0
54.0
790.0
70.0
1837.0
2554.0
1087.0
1895.0
64786.0
1974.0
25697.0
10095.0
933.0
418.0
86.0
""
66.0
""
20.0
218.0
80.0
""
73.0
2845.0
""
""
9193.0
790.0
38.0
2045.0
9396.0
65.0
25.0
""
""
""
32.0
""
67.0
20.0
184.0
146.0
103.0
2673.0
""
39.0
126.0
111.0
73.0
""
177.0
102.0
""
318.0
119.0
71.0
193.0
435.0
302.0
23.0
174.0
128.0
98.0
45.0
453.0
46.0
41.0
25.0
188.0
186.0
75.0
103.0
861.0
27.0
584.0
1391.0
3492.0
245.0
42209.0
1398.0
106.0
51.0
1279.0
""
49.0
106.0
208.0
35.0
""
34.0
68.0
""
34.0
47.0
69.0
63.0
""
45.0
83.0
""
64.0
27.0
64.0
88.0
""
82.0
""
""
""
34.0
""
""
""
""
""
35.0
""
""
""
""
""
""
58.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
137.0
""
""
""
""
""
""
37.0
27.0
""
127.0
186.0
""
""
""
36.0
20.0
""
""
""
""
""
""
""
""
""
""
""
""
133.0
25.0
34.0
105.0
""
49.0
88.0
59.0
595.0
24.0
""
44.0
163.0
""
""
""
""
285.0
412.0
55.0
""
101.0
151.0
42.0
""
259.0
436.0
""
366.0
""
28.0
1590.0
146.0
26.0
""
""
""
67.0
2371.0
""
""
2467.0
228.0
20.0
""
""
""
""
""
""
""
58.0
191.0
28.0
254.0
""
56.0
2846.0
14183.0
""
""
338.0
110.0
156.0
25.0
""
""
""
""
""
109.0
""
""
244.0
583.0
1383.0
123.0
70.0
44.0
180.0
123.0
124.0
3101.0
129.0
73.0
""
""
109.0
33.0
259.0
137.0
245.0
25.0
168.0
387.0
135.0
970.0
52.0
1276.0
43.0
44.0
138.0
21912.0
606.0
72.0
758.0
21.0
1827.0
83.0
1421.0
3702.0
838.0
406.0
2173.0
301.0
49.0
38.0
""
818.0
554.0
98.0
""
288.0
143.0
120.0
325.0
2000.0
197.0
247.0
10847.0
231.0
34724.0
697.0
432.0
""
4523.0
644.0
319.0
223.0
498.0
377.0
6465.0
26771.0
10720.0
1063.0
3080.0
45931.0
1189.0
659.0
211.0
1507.0
185.0
38.0
568.0
1074.0
1334.0
708.0
202.0
298.0
1342.0
70.0
74.0
603.0
80.0
""
158.0
280.0
255.0
1791.0
319.0
1829.0
11691.0
23772.0
368.0
1349.0
649.0
423.0
459.0
225.0
48.0
164.0
173.0
109.0
2756.0
46.0
281.0
164.0
128.0
""
612.0
""
""
""
""
""
""
39.0
""
""
""
""
""
142.0
""
""
82.0
""
69.0
43.0
55.0
36.0
""
""
""
234.0
""
""
37.0
41.0
46.0
""
""
61.0
67.0
61.0
69.0
181.0
""
2188.0
120.0
330.0
733.0
1931.0
116.0
38.0
386.0
11334.0
181.0
25216.0
283.0
11045.0
690.0
""
818.0
779.0
81.0
494.0
328.0
399.0
278.0
1616.0
359.0
""
219.0
92.0
""
20.0
""
812.0
5035.0
300.0
774.0
""
""
72.0
38.0
""
205.0
295.0
""
""
629.0
210.0
611.0
104.0
172.0
9248.0
9952.0
23182.0
2232.0
16723.0
21344.0
231.0
97.0
32.0
2190.0
2849.0
24003.0
10122.0
""
68.0
24893.0
6471.0
5369.0
204596.0
74.0
26.0
613.0
491.0
659.0
75.0
274.0
3680.0
229.0
2599.0
84.0
2394.0
2066.0
""
""
247.0
""
""
""
322.0
65.0
6412.0
