kfr_native_natam_female_p75
""
""
""
0.19029099
""
""
0.32516745
""
""
""
""
0.48933101
""
""
""
""
0.79557329
""
""
""
0.32854813
0.48002893
0.49124575
""
0.53228521
""
""
""
0.46533063
""
""
""
0.47057563
0.45587784
0.60814345
0.48151118
""
""
""
""
""
""
""
""
""
""
0.40649942
0.5604406
""
""
0.65577573
""
""
""
""
0.5311175
""
0.82784396
""
""
""
0.40111664
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.56556875
""
""
""
""
0.50329667
""
""
""
0.66629899
0.56329745
""
""
""
""
""
""
""
""
0.43404618
""
""
0.55039257
0.67216879
""
0.37015727
0.44021755
""
0.54491723
""
""
""
""
0.23321924
""
0.43589273
0.44850186
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41116169
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.44217965
""
""
""
""
""
""
0.40111366
0.47151798
""
""
""
""
""
""
""
0.44818482
""
0.49650744
0.53314078
0.41364741
0.60046643
0.50020713
0.45721802
0.59329772
0.70978856
0.3790386
0.60699862
""
0.4470996
0.54717541
0.49865317
0.33972424
""
""
0.42302611
""
""
0.4780767
""
""
""
""
""
""
0.33583727
""
""
""
""
""
0.39877945
""
""
""
""
""
""
0.64921767
""
""
""
""
""
""
""
""
""
""
""
0.55452293
""
""
""
""
""
""
0.38919607
""
""
""
0.69232732
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.38401502
""
""
0.4938373
""
0.49092686
""
0.62965727
""
""
""
""
""
""
""
0.35909665
""
""
0.54184073
""
0.45149022
0.4651379
""
0.54333383
""
""
0.36161181
0.35387063
""
0.54123646
""
""
""
0.54975629
""
""
0.48628348
0.53046691
""
""
0.43069449
""
0.40973404
0.50018877
""
0.48897046
0.43525264
0.42097199
""
""
""
""
0.33983544
0.4951584
""
0.40348721
0.54526567
""
""
""
0.3204577
""
""
""
""
""
""
0.46402681
0.42711329
0.47338906
0.41588101
0.46852222
0.3800607
""
0.4476738
""
""
""
""
""
""
""
""
""
""
""
0.42290995
""
0.52598327
""
""
""
0.46689594
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.50520295
""
""
""
""
""
""
""
""
""
0.45848632
""
""
""
0.27020165
""
0.42993033
0.15710858
""
""
""
""
""
""
0.46926349
""
""
""
""
0.85704416
""
0.27204812
""
0.45635626
""
""
0.46501559
0.43354085
""
0.58160061
0.36733234
""
""
0.45498511
0.58249247
""
""
""
""
""
""
""
""
""
0.81506038
""
""
0.31443334
0.4094978
""
0.62582523
""
""
""
""
""
""
""
""
""
""
""
""
""
0.45477587
0.42872292
""
""
0.52005899
""
""
""
0.51745605
""
""
""
""
""
0.34113774
0.22942635
0.26350045
""
""
0.44576365
""
""
""
""
""
""
0.5032298
""
""
0.39746976
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49856475
0.4714886
""
""
""
""
""
""
""
""
""
""
""
""
0.74529523
""
""
0.5286721
0.50643373
""
""
""
""
0.65397024
""
0.53054756
""
""
""
""
""
""
0.25416934
""
0.55077243
""
0.68107086
0.59511214
0.5625627
0.54540074
0.44657126
0.58027124
0.55421746
""
0.4870092
0.54532754
0.50810951
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.60222292
""
0.5079788
""
""
""
""
""
""
""
""
""
""
""
""
""
0.63599157
0.57375562
0.41222885
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.48798391
0.55716991
""
0.53372115
""
""
0.59555835
0.49653587
""
0.65587264
0.54320258
0.55073237
0.54514796
0.68792391
0.58732998
""
0.56038272
""
0.46828732
""
""
0.23298214
0.35994616
0.4414826
""
0.40886936
""
0.37674367
0.29756868
0.40126055
""
0.33987233
0.50212795
0.42196757
0.62940794
""
""
""
0.34743643
0.3001948
""
""
""
0.42104849
""
""
0.58344859
""
""
""
""
0.5124141
""
""
""
""
""
0.48076552
""
""
""
0.42409781
""
""
""
0.41508803
""
0.4132829
0.3447969
0.45660439
""
""
0.47508422
0.47515589
0.45525101
0.41135973
""
""
""
0.58725685
""
""
0.61115211
""
""
""
""
0.4128457
0.49337113
""
0.54501617
""
""
""
0.62449145
""
""
0.55236167
""
""
0.52906984
0.45150614
0.32021734
""
0.60385138
0.53312087
0.60151213
0.56986356
0.44030082
0.47140366
0.51791739
0.53538966
""
""
0.37437984
0.47717533
0.49856329
0.48719883
""
0.38261864
0.57833081
0.34051982
0.45817447
0.51194865
0.4314402
""
""
""
0.51021987
0.43031442
0.45981392
0.4714933
0.36238489
0.40195063
""
0.45132816
0.50530905
""
""
0.079453908
""
""
""
0.536304
0.39945322
0.49598128
