kfr_imm_hisp_pooled_mean_se
""
""
""
""
""
""
""
0.044488832
""
""
""
""
""
""
""
0.039012294
""
""
""
""
""
""
0.040104702
""
0.065567978
""
""
""
""
""
""
""
""
""
""
""
0.0544913
""
""
""
""
""
""
""
0.042616777
""
""
""
0.048913069
""
0.049533755
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.023895526
""
""
""
""
0.038255092
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.014079047
0.048754506
""
""
""
0.037009541
0.0040063681
0.021517349
""
0.0058108117
0.017466368
0.011555485
0.034390617
0.0074404315
""
""
""
0.024781164
""
""
""
""
""
""
""
""
""
""
""
""
0.037159238
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.031478841
""
""
""
""
""
0.035425641
0.041984018
""
""
""
""
0.027766351
""
""
0.032745283
0.0056349509
""
""
0.022717124
""
0.0377669
0.0070050494
""
0.033507429
0.0051838937
0.02907118
0.073097609
0.0060465527
""
0.0052976669
0.012040363
0.03987046
""
0.0011456603
0.011496289
0.020430041
""
0.031150315
0.0083109308
""
""
0.0059690019
0.015174705
""
0.0028541835
0.023343353
""
0.0032261836
0.0078172758
0.015480337
0.0031563425
0.0030307653
0.0076603307
0.0066746003
0.017084584
0.0061603272
0.0074317702
0.0048865816
0.0093251774
0.034238763
""
0.069716066
0.0102918
0.011938006
0.0069542713
0.016191324
0.024609292
""
0.0062058303
""
0.0048603532
0.01327083
0.027815593
0.010339811
""
0.01207695
""
""
""
0.02032247
""
""
""
""
""
""
""
""
""
0.0082025649
""
0.044083875
""
""
0.014871315
""
0.041714512
""
""
""
""
""
""
0.018588765
""
""
""
""
0.025421901
""
""
""
0.042817924
""
""
""
""
0.03000157
""
""
""
""
""
""
0.026222298
""
0.041928902
""
""
""
""
""
""
""
""
0.015556673
""
0.0082040923
0.0078678718
0.041002072
0.040259205
0.0099802101
0.020660289
0.03273062
0.025827784
0.041096069
0.018725228
0.042556182
0.010580577
0.030192688
""
0.031645671
""
0.01637014
0.0045757839
""
0.040544551
0.049044669
0.026994737
0.013619602
""
""
""
0.014390792
0.031206172
0.039343398
""
""
""
""
""
""
0.042762518
0.027939579
0.023308046
0.02810148
0.0061943489
""
0.024956552
""
""
""
0.020547904
0.013658429
0.036538024
""
""
""
0.019311065
0.019603489
0.02967767
0.0021965897
0.022935748
""
0.024585575
0.027251227
0.0055015259
0.0085483529
0.0068139718
0.017037829
0.014073299
0.011416074
0.062674977
0.040220406
0.017675834
0.057404302
0.021233065
0.010671355
""
""
""
""
0.013140609
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.035903569
0.038170822
""
0.034376968
0.048748396
""
0.022004215
""
0.018215345
""
""
0.039675273
""
0.046968509
""
""
""
""
""
0.017833976
""
""
""
0.035679687
""
""
""
""
""
""
""
0.044858556
0.047219876
0.037063066
""
0.018678736
""
""
""
0.040872063
""
""
0.012854907
0.028329378
0.019272029
""
""
""
""
""
0.039492454
0.039805543
""
