kfr_natam_male_p50
""
0.37766942
""
""
""
""
""
0.41594908
""
""
""
""
""
""
""
0.43509221
""
""
""
""
""
""
""
""
0.51383424
""
0.57750142
""
""
""
""
""
""
""
""
0.50331736
0.39458868
""
""
0.51825094
""
0.42780194
""
""
0.47893673
""
""
0.50388253
0.44548747
""
0.36113667
0.3921012
""
""
""
""
""
""
0.50499237
""
""
""
0.26168689
""
0.51080477
""
""
0.29621005
0.34928522
0.35047215
0.25102574
""
""
0.25801665
0.35637525
""
""
0.36217433
0.4225421
0.38255382
0.37198612
0.23037523
0.31152555
0.32314378
0.28241539
0.29635733
0.34413671
""
0.24873434
0.37879357
""
0.32133514
0.31524304
""
""
0.32738987
0.34047115
0.39290944
0.38721099
0.31662893
0.32337514
""
0.31526682
0.3284066
0.38979495
0.33790419
0.32254332
0.29651979
""
0.42217228
0.29296222
""
""
""
0.42727649
""
""
""
""
""
""
""
""
""
""
""
""
0.50924665
""
""
""
""
""
""
""
""
0.37469012
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41611385
""
""
0.44585741
""
""
""
""
""
0.44956893
""
""
""
""
""
0.40271729
""
""
""
0.39116883
""
0.57788885
0.45356655
""
""
0.41617504
0.39768842
0.49525863
0.40204415
""
0.35107362
0.39554989
0.35951704
0.44101191
0.5318166
0.25706342
0.43675631
0.40554225
0.36756945
0.3481696
""
0.3756265
0.3721315
""
""
0.39664167
0.41270924
0.29283443
0.42643368
0.41851777
""
0.45750085
0.39993244
""
0.38291419
0.44035667
0.29136005
0.35903296
0.38478696
0.43744081
0.41748416
0.41973478
0.39865863
0.39818749
""
0.4769294
0.41731861
0.39155313
0.38903883
0.38298824
0.41955027
""
0.39569816
""
0.41232216
0.3966938
0.33564958
0.39912981
""
0.41642839
""
""
""
0.34084561
0.40102854
""
""
""
""
""
""
""
""
0.32499251
""
0.31495243
""
""
0.41298291
""
""
""
""
""
""
""
""
0.39726946
""
""
""
0.32880419
0.46257088
""
""
""
0.36058584
""
""
0.34390572
""
""
""
""
""
""
""
""
0.35501561
""
""
""
""
""
""
""
""
""
""
0.46634725
""
0.43930718
0.36087194
""
""
0.39842981
0.39905167
""
0.52591258
0.41288361
0.38047749
""
0.28637916
0.43391755
""
0.36952811
""
0.35115176
0.42302722
""
""
0.28471509
0.47721595
0.50956976
""
""
""
0.37083763
0.37325802
""
""
""
""
""
""
""
""
""
0.27569434
0.32745561
0.36074108
""
""
""
""
""
0.33838022
0.444253
0.39300469
""
""
""
0.2598947
0.30953947
""
0.37846503
""
""
0.44422823
""
0.44725543
0.42046666
0.36935839
0.39308348
0.35197353
0.3909052
""
""
0.32407933
0.40043384
0.34451371
0.43040088
""
""
""
""
0.37912393
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.40776244
""
""
0.3642242
""
""
0.4434596
""
0.36939764
""
""
""
""
""
""
""
""
""
""
0.41116163
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.40494934
""
""
""
""
""
""
0.46057698
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41572773
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.43482295
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.38109744
""
""
0.40429062
""
0.3000055
""
0.38132387
0.25335124
""
""
0.41880229
0.3888081
""
""
""
0.42930859
""
""
""
""
""
""
""
""
""
""
0.27822021
""
""
0.46990573
""
""
""
""
""
""
0.4227677
""
""
""
""
""
""
0.42694476
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.38383675
""
""
""
""
""
0.47766757
""
""
""
""
""
""
""
