grad_pooled_male_mean_se
0.0078146858
0.011891046
0.021954834
0.00745088
0.0092424164
0.021654757
0.0058468217
0.012941432
0.015572521
0.0098979808
0.0079734707
0.0051958738
0.02233352
0.011320032
0.0087501509
0.039963484
0.027443983
0.011163184
0.023493059
0.017487416
0.007081734
0.0060324185
0.0096637281
0.012862776
0.0063500381
0.021237167
0.010118746
0.0076411534
0.0049629891
0.018622655
0.014016036
0.01116325
0.0060532731
0.0080461092
0.013988367
0.0077695316
0.016093057
0.015448653
0.022825714
0.026617585
0.0083540892
0.016765356
0.021828363
0.015750859
0.021698512
0.018507309
0.0051836111
0.0080487616
0.006701489
0.011099336
0.0075170104
0.0070235282
0.010093953
0.040215384
0.022963803
0.0072421641
0.019192787
0.02341307
0.0099857021
0.014627876
0.015153287
0.0074059791
0.023038622
0.013358912
0.014914937
0.014193213
0.025268454
0.021706697
0.016997907
0.013878549
0.019562528
0.018424438
0.014187183
0.011005279
0.012217014
0.018440407
0.013065213
0.013261397
0.01734505
0.0054159984
0.011731857
0.01342917
0.014965735
0.0092418306
0.005328781
0.01503231
0.010865284
0.0085476357
0.0074771852
0.0082382681
0.011254172
0.016724844
0.01687168
0.0085591078
0.015437544
0.02792234
0.01470069
0.0085535916
0.0039418964
0.0063155908
0.0068887384
0.0036851789
0.0053257453
0.0079277856
0.0077332826
0.0045214361
0.0080490243
0.0051019471
0.012513176
0.009777545
0.012671424
0.009748714
0.0073812627
0.024308693
0.0070739221
0.0066110548
0.0080630416
0.025913097
0.026918085
0.017402116
0.011834673
0.016671538
0.025164062
0.013223498
0.019299511
0.0085313097
0.0088176075
0.017588651
0.019629786
0.013069241
0.0035441942
0.014430594
0.016122429
0.016982514
0.010765788
0.013580192
0.007244539
0.0092711737
0.020963341
0.01903687
0.0092983888
0.011220187
0.027555348
0.025700521
0.010963097
0.020625927
0.0084893825
0.014321121
0.016021576
0.014294233
0.014043666
0.0059861089
0.010444808
0.02004113
0.0068227816
0.0076040747
0.017689666
0.0088895531
0.010030687
0.015521275
0.030023003
0.019539358
0.010353597
0.0041934825
0.023142064
0.0034363135
0.012578273
0.01195419
0.017133621
0.007388337
0.0025395337
0.0078931712
0.0097182151
0.0052353903
0.008470743
0.016873501
0.0063491068
0.0041183634
0.012496863
0.011997896
0.012414935
0.010337159
0.0045286622
0.011177479
0.012393307
0.0042921482
0.022366049
0.0098558851
0.0087319212
0.030765565
0.018230643
0.0090788603
0.0053219334
0.022416476
0.01299116
0.012196239
0.0089688711
0.0084986752
0.0055877534
0.012814157
0.0057293563
0.0061789057
0.010746662
0.009572912
0.0067275916
0.0064831031
0.0047353562
0.011422027
0.0091561349
0.0082407463
0.0099265538
0.0075111832
0.01686557
0.021855667
0.0061596045
0.0058985162
0.0078216568
0.0038691345
0.011249688
0.0099653592
0.014148263
0.012678133
0.010480464
0.012900021
0.004668057
0.0081629679
0.0072885538
0.0066330447
0.0038139382
0.0055454206
0.0055990783
0.0097497655
0.023381839
0.012033894
0.027048988
0.017416425
0.019890901
0.011331841
0.031458158
0.01616521
0.010873022
0.012002279
0.011670513
0.0083661592
0.014004726
0.015596204
