stayhome_pooled_pooled_p25_se
0.0098557565
0.0070676198
0.014124762
0.018929018
0.010698765
0.023376392
0.014777285
0.0065615107
0.011954816
0.016580481
0.012667806
0.019963523
0.014544441
0.02400847
0.019007154
0.011087876
0.010828553
0.018070795
0.025831353
0.01158653
0.020898247
0.0083494922
0.0091558378
0.0089729335
0.010046543
0.0092809191
0.012376841
0.0075394963
0.015944662
0.01421705
0.013739244
0.019766858
0.016993655
0.017119642
0.0077242986
0.011064085
0.0031792878
0.02218499
0.008665802
0.012482529
0.0090133054
0.0098110335
0.017391391
0.016281355
0.0050674286
0.015765203
0.014781849
0.008132685
0.0038783909
0.018801574
0.0047985585
0.0075497879
0.021845143
0.016472921
0.014261003
0.016920505
0.0098663298
0.01010956
0.0083331736
0.019791348
0.0081635416
0.011241422
0.0066875438
0.010449358
0.022103127
0.020340828
0.014973334
0.07072527
0.076144651
0.0053991661
0.029319769
0.12350265
0.12286761
0.059735615
0.0085584028
0.06742391
0.077505171
0.018886885
0.015076661
0.027242206
0.025494138
0.037044991
0.085982613
0.01340668
0.040711872
0.05987801
0.04555624
0.10302214
0.048113905
0.026205599
""
0.055579316
0.036484223
0.059285253
""
0.045930404
0.01712122
0.0065535726
0.0091077453
0.012655466
0.016484067
0.03574549
0.02544499
0.0016692133
0.0055543939
0.010380968
0.0030069512
0.0066568949
0.011045723
0.0059306277
0.0068517802
0.014528369
0.016789399
0.011599182
0.0060459711
0.012060851
0.018396201
0.037962843
0.011519203
0.015262578
0.01452437
0.01432624
0.012287583
0.027093293
0.016419619
0.014886207
0.0088801607
0.0091982083
0.0087689534
0.015066271
0.027402502
0.013797066
0.016219864
0.0085490234
0.016995002
0.017204443
0.0075945705
0.020384397
0.011189292
0.01479565
0.011795668
0.017470669
0.011433545
0.022720769
0.016877992
0.0073531242
0.014221444
0.028053185
0.016354445
0.018308923
0.021400543
0.019880166
0.013511373
0.0099819051
0.017805235
0.019914523
0.010648974
0.0089232242
0.017451417
0.021513114
0.020663952
0.025746936
0.011373874
0.021590801
0.012461998
0.018859286
0.01402774
0.013066667
0.01046464
0.030943947
