kir_top20_other_male_p75_se
0.049004193
0.066976056
0.33738554
0.036836453
0.038805243
0.078636691
0.031841539
0.16984606
""
0.054952808
0.030343495
0.025294913
0.077684902
0.090489835
0.059310067
""
0.12268161
0.04379122
0.088120505
0.1023614
0.052777261
0.025624935
0.053132676
0.075443827
0.019528311
0.12015023
0.084628277
0.034950081
0.016689794
0.11093989
0.050125785
0.059655961
0.021440789
0.021991607
0.10325649
0.042048216
0.14200811
0.094171651
""
0.2460973
0.057755556
0.16573228
""
""
0.13345058
0.15246087
0.025809243
0.075221404
0.040578187
0.066619933
0.050770573
0.053148013
0.10146518
""
""
0.039909665
0.17374057
0.20872381
""
0.088003419
0.10644481
0.031676687
0.3059499
0.12198406
0.075385869
0.067902923
""
0.092141107
0.24659461
0.18344611
0.13740613
0.16929187
0.10260729
0.076089434
0.077514023
""
0.099275976
0.079310864
""
0.026653996
0.14118659
0.072338589
0.15919529
0.049904928
0.02306284
0.0871417
0.092600241
0.039652377
0.026795207
0.055259809
0.081764221
0.087141909
0.11050331
0.047212742
0.14071243
""
0.080103517
0.053784024
0.017658796
0.038331591
0.036689032
0.014511107
0.023261501
0.039846618
0.025724458
0.018024214
0.038199358
0.018075515
0.049368117
0.0708967
0.053834073
0.062252078
0.034116358
0.10123047
0.025871074
0.03343983
0.028248217
""
0.11878367
""
0.057297815
0.17520843
0.1189998
0.048015065
0.073662437
0.032056741
0.042424068
0.15835357
0.080291919
""
0.01244364
0.094091244
0.076941252
0.12325101
0.061646294
0.11697088
0.044364069
0.036881257
0.07906121
0.082636245
0.024302473
0.046224698
""
0.13184921
0.074329093
0.10057019
0.044209674
0.092249267
0.14406611
0.077218242
0.13995905
0.031996246
0.079175897
""
0.023386151
0.044341221
0.23798047
0.042708065
0.1763562
0.081903286
""
0.21791913
0.03180714
0.01395638
0.11796423
0.0082630552
0.06874074
0.10677872
0.066557854
0.044082835
0.0095036719
0.029071854
0.053383227
0.029793933
0.12714471
0.098955654
0.02673859
0.018359708
0.092558131
0.091224819
0.1417689
0.057211086
0.019711422
0.11477415
0.12401498
0.018182632
""
0.068124443
0.040843278
""
0.11744315
0.044082113
0.024916802
0.099636331
0.17419554
0.11784932
0.048004564
0.050869346
0.025152456
0.092002742
0.02692385
0.037255179
0.090062395
0.053595573
0.038740564
0.028426303
0.018538333
0.067178048
0.047969192
0.046196952
0.051046338
0.047316093
0.13706583
0.13256413
0.031337705
0.036162216
0.031046253
0.015241381
0.057973497
0.070443183
0.069190674
0.080802806
0.071634725
0.064083323
0.017538503
0.038974807
